boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same
36507222016,11096864775,5375043908,346776978,5375043889,5196411250,178632658,5202173492,172870416,5196411250,5196411250,0,178626917,5762232,172864685,5741,10,5731,5196411250,0,173224852,167637137,5353939,5180969,48126,46579,335268388,11508590,335640895,11136083,335268388,335268388,0,11508250,372506,11135744,340,1,339,335268388,0,11180603,10818707,326472,315909,1175,1128
36775657472,11178459371,5414566254,349326784,5414566333,5234619546,179946708,5240424142,174142112,5234619546,5234619546,0,179940928,5804586,174136342,5780,10,5770,5234619546,0,174498110,168869321,5394201,5219963,48617,47058,337734013,11592771,338109212,11217572,337734013,337734013,0,11592428,375198,11217230,343,1,342,337734013,0,11262266,10897755,328971,318332,1191,1143
37044092928,11260053963,5454088617,351876695,5454088651,5272826969,181261648,5278674220,175414397,5272826969,5272826969,0,181255830,5847241,175408589,5818,10,5808,5272826969,0,175772323,170102146,5434408,5258918,49099,47525,340199018,11677677,340576961,11299734,340199018,340199018,0,11677331,377942,11299389,346,1,345,340199018,0,11344690,10977521,331436,320711,1205,1157
37312528384,11341648587,5493611140,354426483,5493610964,5311034511,182576629,5316924146,176686994,5311034511,5311034511,0,182570772,5889625,176681147,5857,10,5847,5311034511,0,177046363,171335061,5474788,5298059,49621,48027,342663775,11762708,343044512,11381971,342663775,342663775,0,11762361,380736,11381625,347,1,346,342663775,0,11427200,11057325,333940,323127,1221,1173
37580963840,11423243298,5533133564,356976315,5533133419,5349241670,183891894,5355173829,177959735,5349241670,5349241670,0,183885998,5932149,177953849,5896,10,5886,5349241670,0,178320331,172567923,5515566,5337431,50101,48495,345129451,11846864,345512924,11463391,345129451,345129451,0,11846517,383472,11463045,347,1,346,345129451,0,11508806,11136283,336471,325570,1240,1192
37849399296,11504837837,5572655861,359526118,5572655858,5387449845,185206016,5393424598,179231263,5387449845,5387449845,0,185200076,5974743,179225333,5940,10,5930,5387449845,0,179593540,173799860,5555918,5376471,50618,49002,347595020,11931098,347981227,11544891,347595020,347595020,0,11930750,386206,11544544,348,1,347,347595020,0,11590500,11215330,338999,328011,1251,1203
38117834752,11586432494,5612178226,362075949,5612178319,5425657575,186520651,5431674654,180503572,5425657575,5425657575,0,186514670,6017069,180497601,5981,10,5971,5425657575,0,180867282,175032587,5596255,5415512,51133,49502,350060277,12015672,350449228,11626721,350060277,350060277,0,12015321,388950,11626371,351,1,350,350060277,0,11672449,11294640,341606,330515,1266,1216
38386270208,11668027070,5651700629,364625823,5651700618,5463864800,187835829,5469924116,181776513,5463864800,5463864800,0,187829813,6059306,181770507,6016,10,6006,5463864800,0,182141474,176265806,5636698,5454705,51641,49996,352524560,12101263,352916280,11709543,352524560,352524560,0,12100910,391719,11709191,353,1,352,352524560,0,11755331,11374841,344292,333114,1287,1236
38654705664,11749621670,5691223126,367175648,5691222896,5502073110,189150016,5508174786,183048340,5502073110,5502073110,0,189143960,6101666,183042294,6056,10,6046,5502073110,0,183414446,177497719,5677368,5494092,52146,50483,354990240,12185408,355384681,11790967,354990240,354990240,0,12185048,394440,11790608,360,1,359,354990240,0,11836952,11453835,346791,335520,1305,1253
38923141120,11831216297,5730745545,369725424,5730745328,5540282355,190463190,5546426205,184319340,5540282355,5540282355,0,190457084,6143840,184313244,6106,10,6096,5540282355,0,184686622,178729067,5717840,5533236,52622,50941,357455343,12270081,357852483,11872941,357455343,357455343,0,12269718,397139,11872579,363,1,362,357455343,0,11919101,11533379,349295,337930,1322,1270
39191576576,11912810779,5770267761,372275252,5770267766,5578491618,191776143,5584677774,185589987,5578491618,5578491618,0,191770006,6186146,185583860,6137,10,6127,5578491618,0,185958793,179960215,5758076,5572205,53137,51440,359920592,12354660,360320460,11954792,359920592,359920592,0,12354294,399867,11954427,366,1,365,359920592,0,12001172,11612801,351780,340338,1342,1288
39460012032,11994405342,5809790198,374825118,5809790026,5616701432,193088766,5622930501,186859697,5616701432,5616701432,0,193082570,6229059,186853511,6196,10,6186,5616701432,0,187230091,181189938,5798837,5611639,53642,51934,362385481,12439637,362788009,12037109,362385481,362385481,0,12439266,402527,12036739,371,1,370,362385481,0,12083535,11692588,354373,342847,1358,1304
39728447488,12075999996,5849312454,377374978,5849312564,5654909610,194402844,5661181102,188131352,5654909610,5654909610,0,194396603,6271482,188125121,6241,10,6231,5654909610,0,188502890,182421594,5839541,5651074,54172,52453,364850415,12524563,365255726,12119252,364850415,364850415,0,12524191,405310,12118881,372,1,371,364850415,0,12165891,11772256,356925,345305,1375,1320
39996882944,12157594492,5888834847,379924810,5888834835,5693118479,195716368,5699432061,189402786,5693118479,5693118479,0,195710084,6313572,189396512,6284,10,6274,5693118479,0,189775284,183653210,5880102,5690339,54698,52963,367315546,12609264,367723540,12201270,367315546,367315546,0,12608891,407993,12200898,373,1,372,367315546,0,12248042,11851805,359465,347764,1384,1329
40265318400,12239189116,5928357330,382474640,5928357146,5731326354,197030976,5737681951,190675379,5731326354,5731326354,0,197024653,6355587,190669066,6323,10,6313,5731326354,0,191048850,184886114,5920562,5729469,55241,53483,369780722,12693918,370191421,12283219,369780722,369780722,0,12693545,410698,12282847,373,1,372,369780722,0,12330139,11931282,362006,350221,1400,1344
40533753856,12320783737,5967879690,385024431,5967879616,5769534491,198345199,5775932784,191946906,5769534491,5769534491,0,198338821,6398283,191940538,6378,10,6368,5769534491,0,192322077,186117991,5960964,5768547,55780,54000,372245546,12778885,372658932,12365499,372245546,372245546,0,12778511,413385,12365126,374,1,373,372245546,0,12412521,12011061,364567,352698,1423,1367
40802189312,12402378327,6007402056,387574264,6007402007,5807741533,199660523,5814182069,193219987,5807741533,5807741533,0,199654100,6440526,193213574,6423,10,6413,5807741533,0,193596191,187351198,6001619,5807876,56290,54500,374710679,12863585,375126825,12447439,374710679,374710679,0,12863209,416145,12447064,376,1,375,374710679,0,12494679,12090540,367096,355146,1434,1378
41070624768,12483972932,6046924431,390124111,6046924390,5845949832,200974599,5852432652,194491779,5845949832,5845949832,0,200968129,6482810,194485319,6470,10,6460,5845949832,0,194869477,188583523,6041848,5846797,56804,54999,377175800,12948311,377594741,12529370,377175800,377175800,0,12947931,418940,12528991,380,1,379,377175800,0,12576768,12169936,369712,357661,1451,1394
41339060224,12565567587,6086446819,392673956,6086446812,5884156854,202289965,5890681885,195764934,5884156854,5884156854,0,202283459,6525021,195758438,6506,10,6496,5884156854,0,196143597,189816762,6082507,5886143,57355,55533,379640905,13033051,380062542,12611414,379640905,379640905,0,13032670,421636,12611034,381,1,380,379640905,0,12658897,12249449,372303,360173,1470,1412
41607495680,12647162137,6125969164,395223795,6125969178,5922364512,203604652,5928932170,197036994,5922364512,5922364512,0,203598100,6567648,197030452,6552,10,6542,5922364512,0,197417427,191049285,6122773,5925104,57900,56063,382105803,13117992,382530164,12693631,382105803,382105803,0,13117609,424360,12693249,383,1,382,382105803,0,12741237,12329148,374885,362672,1487,1429
41875931136,12728756731,6165491404,397773657,6165491670,5960569889,204921515,5967180023,198311381,5960569889,5960569889,0,204914928,6610124,198304804,6587,10,6577,5960569889,0,198692804,192283523,6163656,5964663,58468,56618,384571031,13202626,384998184,12775473,384571031,384571031,0,13202237,427152,12775085,389,1,388,384571031,0,12823336,12408544,377400,365099,1501,1442
42144366592,12810351325,6205013928,400323457,6205013940,5998779601,206234327,6005432064,199581864,5998779601,5998779601,0,206227700,6652453,199575247,6627,10,6617,5998779601,0,199964635,193514347,6204052,6003756,59013,57144,387035352,13288105,387465290,12858167,387035352,387035352,0,13287714,429937,12857777,391,1,390,387035352,0,12906289,12488801,379915,367525,1510,1451
42412802048,12891945869,6244536363,402873253,6244536253,6036988699,207547664,6043683835,200852528,6036988699,6036988699,0,207540996,6695126,200845870,6668,10,6658,6036988699,0,201237092,194745464,6244370,6042759,59534,57647,389500134,13373119,389932863,12940390,389500134,389500134,0,13372726,432728,12939998,393,1,392,389500134,0,12988755,12568568,382440,369958,1531,1472
42681237504,12973540510,6284058666,405423078,6284058766,6075195286,208863380,6081932842,202125824,6075195286,6075195286,0,208856672,6737546,202119126,6708,10,6698,6075195286,0,202511771,195979026,6284814,6081914,60087,58186,391965329,13457749,392400792,13022286,391965329,391965329,0,13457352,435462,13021890,397,1,396,391965329,0,13070800,12647960,385003,372441,1549,1489
42949672960,13055135182,6323581098,407972886,6323581198,6113404081,210177017,6120183695,203397403,6113404081,6113404081,0,210170264,6779604,203390660,6753,10,6743,6113404081,0,203784186,197210748,6325424,6121171,60654,58741,394430186,13542700,394868380,13104506,394430186,394430186,0,13542301,438193,13104108,399,1,398,394430186,0,13153154,12727676,387582,374927,1565,1505
43218108416,13136729708,6363103407,410522743,6363103558,6151613031,211490376,6158434875,204668532,6151613031,6151613031,0,211483576,6821834,204661742,6800,10,6790,6151613031,0,205056438,198442134,6365957,6160363,61181,59245,396894577,13628166,397335482,13187261,396894577,396894577,0,13627766,440904,13186862,400,1,399,396894577,0,13236047,12807933,390129,377400,1590,1529
43486543872,13218324351,6402625822,413072603,6402625926,6189819516,212806306,6196683617,205942205,6189819516,6189819516,0,212799467,6864091,205935376,6839,10,6829,6189819516,0,206331755,199676468,6405990,6199141,61722,59767,399359385,13713218,399803006,13269597,399359385,399359385,0,13712815,443620,13269195,403,1,402,399359385,0,13318560,12887820,392654,379836,1601,1539
43754979328,13299918897,6442148257,415622399,6442148241,6228027523,214120734,6234934081,207214176,6228027523,6228027523,0,214113857,6906548,207207309,6877,10,6867,6228027523,0,207605543,200909152,6446069,6237883,62245,60274,401824818,13797581,402271156,13351243,401824818,401824818,0,13797178,446337,13350841,403,1,402,401824818,0,13400302,12966920,395265,382372,1611,1549
44023414784,13381513500,6481670562,418172252,6481670686,6266234773,215435789,6273183801,208486761,6266234773,6266234773,0,215428873,6949018,208479855,6916,10,6906,6266234773,0,208879417,202141871,6486624,6277136,62832,60848,404289761,13882491,404738924,13433328,404289761,404289761,0,13882085,449162,13432923,406,1,405,404289761,0,13482611,13046495,397844,384862,1630,1566
44291850240,13463108161,6521193038,420722066,6521193057,6304442893,216750145,6311434469,209758569,6304442893,6304442893,0,216743180,6991566,209751614,6965,10,6955,6304442893,0,210152617,203373906,6527176,6316317,63387,61391,406754861,13967205,407206784,13515282,406754861,406754861,0,13966796,451922,13514874,409,1,408,406754861,0,13564787,13126009,400366,387286,1643,1579
44560285696,13544702752,6560715396,423271928,6560715428,6342648530,218066866,6349682411,211032985,6342648530,6342648530,0,218059868,7033871,211025997,6998,10,6988,6342648530,0,211428079,204608382,6567853,6355696,63936,61919,409219952,14051976,409674588,13597340,409219952,409219952,0,14051563,454635,13596928,413,1,412,409219952,0,13646971,13205573,402933,389760,1659,1595
44828721152,13626297261,6600237810,425821753,6600237698,6380857522,219380288,6387933480,212304330,6380857522,6380857522,0,219373251,7075948,212297303,7037,10,7027,6380857522,0,212700437,205839930,6608353,6394946,64461,62427,411685766,14135987,412143106,13678647,411685766,411685766,0,14135570,457339,13678231,417,1,416,411685766,0,13728392,13284370,405500,392248,1678,1613
45097156608,13707891942,6639760189,428371588,6639760165,6419066200,220693989,6426184594,213575595,6419066200,6419066200,0,220686898,7118384,213568514,7091,10,7081,6419066200,0,213973256,207071588,6648612,6433947,65030,62979,414151041,14220547,414611017,13760571,414151041,414151041,0,14220128,459975,13760153,419,1,418,414151041,0,13810383,13363810,408051,394716,1694,1627
45365592064,13789486525,6679282615,430921420,6679282490,6457273581,222009034,6464434308,214848307,6457273581,6457273581,0,222001902,7160717,214841185,7132,10,7122,6457273581,0,215247378,208304698,6688950,6472983,65574,63504,416615782,14305638,417078443,13842977,416615782,416615782,0,14305215,462660,13842555,423,1,422,416615782,0,13892833,13443654,410662,397248,1720,1653
45634027520,13871081176,6718804845,433471273,6718805058,6495481422,223323423,6502684344,216120501,6495481422,6495481422,0,223316241,7202912,216113329,7182,10,7172,6495481422,0,216520554,209537013,6729566,6512282,66121,64034,419080937,14390336,419546299,13924974,419080937,419080937,0,14389912,465361,13924551,424,1,423,419080937,0,13974933,13523127,413234,399746,1745,1678
45902462976,13952675706,6758327225,436021134,6758327347,6533689247,224637978,6540934617,217392608,6533689247,6533689247,0,224630761,7245360,217385401,7217,10,7207,6533689247,0,217794019,210769388,6770071,6551450,66671,64563,421546149,14474985,422014190,14006944,421546149,421546149,0,14474560,468040,14006520,425,1,424,421546149,0,14056957,13602547,415840,402277,1763,1696
46170898432,14034270361,6797849579,438570990,6797849792,6571897870,225951709,6579185623,218663956,6571897870,6571897870,0,225944450,7287743,218656707,7259,10,7249,6571897870,0,219066742,212001049,6810519,6590602,67189,65056,424011422,14559568,424482147,14088843,424011422,424011422,0,14559139,470724,14088415,429,1,428,424011422,0,14139042,13682028,418319,404676,1778,1711
46439333888,14115864995,6837372006,441120787,6837372202,6610105189,227266817,6617435557,219936449,6610105189,6610105189,0,227259510,7330358,219929152,7307,10,7297,6610105189,0,220340678,213233684,6851132,6629919,67700,65549,426476283,14644504,426949754,14171033,426476283,426476283,0,14644075,473470,14170605,429,1,428,426476283,0,14221431,13761758,420847,407118,1797,1729
46707769344,14197459464,6876894348,443670607,6876894509,6648313298,228581050,6655685782,221208566,6648313298,6648313298,0,228573707,7372474,221201233,7343,10,7333,6648313298,0,221614064,214466280,6891392,6668869,68251,66084,428941560,14729047,429417853,14252754,428941560,428941560,0,14728616,476292,14252324,431,1,430,428941560,0,14303357,13840962,423449,409620,1810,1742
46976204800,14279053955,6916416694,446220415,6916416846,6686522193,229894501,6693937255,222479439,6686522193,6686522193,0,229887120,7415052,222472068,7381,10,7371,6686522193,0,222886498,215697481,6931826,6707981,68796,66606,431406289,14814126,431885344,14335071,431406289,431406289,0,14813690,479054,14334636,436,1,435,431406289,0,14385789,13920728,426077,412154,1824,1754
47244640256,14360648700,6955939135,448770292,6955939273,6724729243,231209892,6732187156,223751979,6724729243,6724729243,0,231202466,7457903,223744563,7426,10,7416,6724729243,0,224160827,216930286,6972324,6747169,69315,67108,433871802,14898490,434353631,14416661,433871802,433871802,0,14898052,481828,14416224,438,1,437,433871802,0,14467706,13999947,428507,414508,1839,1769
47513075712,14442243302,6995461613,451320129,6995461560,6762937289,232524324,6770437407,225024206,6762937289,6762937289,0,232516854,7500108,225016746,7470,10,7460,6762937289,0,225434079,218162710,7012902,6786391,69873,67645,436336381,14983748,436821048,14499081,436336381,436336381,0,14983307,484666,14498641,441,1,440,436336381,0,14550404,14079881,431045,416972,1858,1788
47781511168,14523837813,7034983961,453869923,7034983929,6801146053,233837908,6808688572,226295389,6801146053,6801146053,0,233830389,7542509,226287880,7519,10,7509,6801146053,0,226706589,219394134,7053398,6825588,70402,68158,438801601,15068322,439288923,14581000,438801601,438801601,0,15067878,487321,14580557,444,1,443,438801601,0,14632371,14159269,433626,419477,1881,1811
48049946624,14605432371,7074506288,456419782,7074506301,6839353986,235152302,6846939141,227567147,6839353986,6839353986,0,235144745,7585145,227559600,7557,10,7547,6839353986,0,227980031,220626252,7093786,6864677,70928,68671,441266721,15153061,441756785,14662997,441266721,441266721,0,15152614,490063,14662551,447,1,446,441266721,0,14714575,14238812,436139,421910,1900,1829
48318382080,14687027095,7114028786,458969655,7114028654,6877562169,236466617,6885189599,228839187,6877562169,6877562169,0,236459020,7627420,228831600,7597,10,7587,6877562169,0,229253391,221858662,7134165,6903754,71464,69184,443731893,15237762,444224681,14744974,443731893,443731893,0,15237308,492787,14744521,454,1,453,443731893,0,14796726,14318313,438669,424366,1913,1842
48586817536,14768621647,7153551109,461519457,7153551081,6915766964,237784145,6923437117,230113992,6915766964,6915766964,0,237776509,7670143,230106366,7636,10,7626,6915766964,0,230529585,223093429,7174887,6943191,72037,69746,446197410,15322047,446692899,14826558,446197410,446197410,0,15321589,495488,14826101,458,1,457,446197410,0,14878487,14397453,441173,426790,1929,1858
48855252992,14850216185,7193073402,464069290,7193073493,6953975814,239097588,6961688573,231384829,6953975814,6953975814,0,239089909,7712749,231377160,7679,10,7669,6953975814,0,231802148,224324721,7215138,6982131,72623,70308,448662308,15406982,449160471,14908819,448662308,448662308,0,15406523,498162,14908361,459,1,458,448662308,0,14960774,14477146,443798,429336,1951,1879
49123688448,14931810841,7232595877,466619115,7232595849,6992186059,240409818,6999940692,232655185,6992186059,6992186059,0,240402091,7754623,232647468,7727,10,7717,6992186059,0,233073291,225555276,7255601,7021322,73199,70870,451127288,15491827,451628198,14990917,451127288,451127288,0,15491365,500909,14990456,462,1,461,451127288,0,15043053,14556767,446341,431790,1971,1899
49392123904,15013405406,7272118303,469168922,7272118181,7030395026,241723277,7038192113,233926190,7030395026,7030395026,0,241715507,7797077,233918430,7770,10,7760,7030395026,0,234345579,226786537,7296111,7060432,73817,71461,453592379,15576543,454096122,15072800,453592379,453592379,0,15576081,503742,15072339,462,1,461,453592379,0,15125242,14636193,448851,434231,1988,1915
49660559360,15094999978,7311640580,471718790,7311640608,7068603332,243037248,7076442764,235197816,7068603332,7068603332,0,243029438,7839422,235190016,7810,10,7800,7068603332,0,235618638,228018482,7336421,7099530,74379,72004,456057500,15661290,456564009,15154781,456057500,456057500,0,15660828,506508,15154320,462,1,461,456057500,0,15207378,14715643,451446,436746,2004,1931
49928994816,15176594490,7351162935,474268558,7351162997,7106812872,244350063,7114694339,236468596,7106812872,7106812872,0,244342203,7881457,236460746,7860,10,7850,7106812872,0,236890599,229249777,7376687,7138448,74917,72521,458522503,15746055,459031768,15236790,458522503,458522503,0,15745587,509264,15236323,468,1,467,458522503,0,15289570,14795157,453990,439213,2027,1953
50197430272,15258189116,7390685266,476818393,7390685457,7145021824,245663442,7152945361,237739905,7145021824,7145021824,0,245655543,7923527,237732016,7899,10,7889,7145021824,0,238162693,230481124,7417374,7177828,75476,73064,460987172,15831221,461499175,15319218,460987172,460987172,0,15830749,512002,15318747,472,1,471,460987172,0,15372076,14874994,456633,441788,2040,1965
50465865728,15339783739,7430207644,479368297,7430207798,7183230042,246977602,7191195968,239011676,7183230042,7183230042,0,246969665,7965916,239003749,7937,10,7927,7183230042,0,239435871,231713239,7457724,7216878,76070,73632,463451946,15916351,463966700,15401597,463451946,463451946,0,15915876,514753,15401123,475,1,474,463451946,0,15454616,14954861,459199,444276,2061,1986
50734301184,15421378271,7469729962,481918135,7469730174,7221436543,248293419,7229444828,240285134,7221436543,7221436543,0,248285431,8008275,240277156,7988,10,7978,7221436543,0,240710500,232946863,7498315,7256131,76616,74162,465916985,16001150,466434509,15483626,465916985,465916985,0,16000670,517523,15483147,480,1,479,465916985,0,15536811,15034374,461775,446765,2084,2008
51002736640,15502972970,7509252345,484467938,7509252687,7259645653,249606692,7267696189,241556156,7259645653,7259645653,0,249598669,8050526,241548143,8023,10,8013,7259645653,0,241982805,234178201,7538725,7295270,77139,74672,468381953,16085985,468902241,15565697,468381953,468381953,0,16085502,520287,15565215,483,1,482,468381953,0,15619063,15113951,464336,449241,2103,2023
51271172096,15584567585,7548774728,487017811,7548775046,7297853301,250921427,7305946183,242828545,7297853301,7297853301,0,250913352,8092872,242820480,8075,10,8065,7297853301,0,243256371,235410699,7579270,7334549,77711,75232,470847029,16170782,471370001,15647810,470847029,470847029,0,16170298,522971,15647327,484,1,483,470847029,0,15701236,15193524,466940,451761,2122,2042
51539607552,15666162247,7588297138,489567639,7588297470,7336060308,252236830,7344195681,244101457,7336060308,7336060308,0,252228706,8135363,244093343,8124,10,8114,7336060308,0,244530777,236643898,7619626,7373632,78303,75813,473312087,16255552,473837761,15729878,473312087,473312087,0,16255064,525673,15729391,488,1,487,473312087,0,15783387,15273053,469530,454271,2147,2067
51808043008,15747756800,7627819584,492117456,7627819760,7374269362,253550222,7382446782,245372802,7374269362,7374269362,0,253542052,8177410,245364642,8170,10,8160,7374269362,0,245803212,237875611,7659978,7412676,78862,76355,475777071,16340385,476305496,15811960,475777071,475777071,0,16339893,528424,15811469,492,1,491,475777071,0,15865726,15352730,472004,456656,2163,2083
52076478464,15829351440,7667342062,494667252,7667342126,7412476155,254865907,7420695728,246646334,7412476155,7412476155,0,254857693,8219563,246638130,8214,10,8204,7412476155,0,247077534,239109141,7700727,7452080,79432,76909,478241779,16425473,478772908,15894344,478241779,478241779,0,16424978,531128,15893850,495,1,494,478241779,0,15948184,15432572,474612,459176,2182,2102
52344913920,15910946085,7706864378,497217119,7706864588,7450682190,256182188,7458944410,247919968,7450682190,7450682190,0,256173935,8262210,247911725,8253,10,8243,7450682190,0,248352460,240342738,7741485,7491539,79990,77448,480706747,16510372,481240608,15976511,480706747,480706747,0,16509873,533860,15976013,499,1,498,480706747,0,16030505,15512244,477165,461647,2203,2122
52613349376,15992540746,7746386802,499766924,7746387020,7488889396,257497406,7497193944,249192858,7488889396,7488889396,0,257489108,8304538,249184570,8298,10,8288,7488889396,0,249626690,241575956,7781859,7530613,80559,78001,483172072,16594852,483708697,16058227,483172072,483172072,0,16594348,536624,16057724,504,1,503,483172072,0,16112371,15591430,479758,464157,2219,2137
52881784832,16074135330,7785909180,502316791,7785909359,7527097164,258812016,7535443958,250465222,7527097164,7527097164,0,258803676,8346784,250456892,8340,10,8330,7527097164,0,250900103,242808494,7822441,7569843,81132,78555,485636801,16679990,486176024,16140767,485636801,485636801,0,16679483,539222,16140261,507,1,506,485636801,0,16194831,15671371,482414,466734,2238,2156
53150220288,16155729886,7825431428,504866613,7825431845,7565304630,260126798,7573693645,251737783,7565304630,7565304630,0,260118409,8389005,251729404,8389,10,8379,7565304630,0,252173529,244040991,7863151,7609278,81729,79135,488101939,16764674,488643825,16222788,488101939,488101939,0,16764165,541885,16222280,509,1,508,488101939,0,16276889,15750850,485022,469261,2254,2169
53418655744,16237324462,7864953882,507416452,7864954128,7603511318,261442564,7611942638,253011244,7603511318,7603511318,0,261434135,8431310,253002825,8429,10,8419,7603511318,0,253447964,245274458,7903854,7648663,82317,79704,490567576,16848876,491112177,16304275,490567576,490567576,0,16848363,544600,16303763,513,1,512,490567576,0,16358539,15829870,487538,471693,2286,2200
53687091200,16318919058,7904476264,509966273,7904476521,7641720858,262755406,7650194746,254281518,7641720858,7641720858,0,262746935,8473878,254273057,8471,10,8461,7641720858,0,254719830,246505008,7944212,7687786,82893,80263,493032579,16933694,493579849,16386424,493032579,493032579,0,16933176,547269,16385907,518,1,517,493032579,0,16440764,15909510,490108,474179,2304,2218
53955526656,16400513607,7943998613,512516078,7943998916,7679928412,264070201,7688444590,255554023,7679928412,7679928412,0,264061685,8516168,255545517,8516,10,8506,7679928412,0,255993449,247737610,7984722,7727049,83514,80858,495497639,17018439,496047527,16468551,495497639,495497639,0,17017920,549887,16468033,519,1,518,495497639,0,16522877,15989085,492728,476719,2315,2229
54223962112,16482108162,7983520987,515065895,7983521280,7718135071,265385916,7726693992,256826995,7718135071,7718135071,0,265377355,8558911,256818444,8561,10,8551,7718135071,0,257268055,248970860,8025243,7766202,84057,81382,497962484,17103411,498515198,16550697,497962484,497962484,0,17102890,552713,16550177,521,1,520,497962484,0,16605198,16068672,495357,479256,2335,2249
54492397568,16563702817,8023043373,517615751,8023043693,7756342792,266700581,7764944109,258099264,7756342792,7756342792,0,266691969,8601307,258090662,8612,10,8602,7756342792,0,258541355,250203103,8065976,7805612,84638,81947,500427395,17188356,500982834,16632917,500427395,500427395,0,17187831,555438,16632393,525,1,524,500427395,0,16687520,16148354,497953,481767,2358,2272
54760833024,16645297340,8062565748,520165573,8062566019,7794549678,268016070,7803193468,259372280,7794549678,7794549678,0,268007419,8643780,259363639,8651,10,8641,7794549678,0,259815112,251435693,8107076,7845426,85231,82520,502892267,17273306,503450424,16715149,502892267,502892267,0,17272778,558156,16714622,528,1,527,502892267,0,16769911,16228119,500495,484217,2372,2286
55029268480,16726891961,8102088114,522715416,8102088431,7832757263,269330851,7841443600,260644514,7832757263,7832757263,0,269322166,8686327,260635839,8685,10,8675,7832757263,0,261088146,252667521,8148173,7885195,85847,83123,505357958,17357458,505918792,16796624,505357958,505357958,0,17356929,560833,16796096,529,1,528,505357958,0,16851564,16307181,502976,486612,2389,2303
55297703936,16808486546,8141610539,525265293,8141610714,7870964724,270645815,7879693494,261917045,7870964724,7870964724,0,270637082,8728760,261908322,8733,10,8723,7870964724,0,262361874,253900140,8188777,7924493,86431,83689,507823182,17442111,508386610,16878683,507823182,507823182,0,17441582,563427,16878155,529,1,528,507823182,0,16933617,16386717,505558,489117,2407,2321
55566139392,16890081093,8181132990,527815108,8181132995,7909173826,271959164,7917944932,263188058,7909173826,7909173826,0,271950387,8771096,263179291,8777,10,8767,7909173826,0,263634149,255131416,8229219,7963622,87019,84253,510287718,17527390,510853818,16961290,510287718,510287718,0,17526859,566099,16960760,531,1,530,510287718,0,17016398,16466906,508037,491516,2424,2338
55834574848,16971675681,8220655438,530364918,8220655325,7947382141,273273297,7956195534,264459904,7947382141,7947382141,0,273264480,8813383,264451097,8817,10,8807,7947382141,0,264907136,256363398,8269686,8002819,87658,84880,512752950,17611968,513321870,17043048,512752950,512752950,0,17611432,568919,17042513,536,1,535,512752950,0,17098446,16546212,510545,493946,2441,2355
56103010304,17053270261,8260177880,532914758,8260177623,7985590694,274587186,7994446610,265731270,7985590694,7985590694,0,274578321,8855906,265722415,8865,10,8855,7985590694,0,266179955,257595099,8310108,8041858,88258,85458,515218220,17696538,515789752,17125006,515218220,515218220,0,17696002,571531,17124471,536,1,535,515218220,0,17180392,16625633,513148,496463,2462,2375
56371445760,17134864867,8299700242,535464604,8299700021,8023797250,275902992,8032695547,267004695,8023797250,8023797250,0,275894097,8898287,266995810,8895,10,8885,8023797250,0,267454626,258828717,8350683,8081124,88788,85969,517683571,17781033,518257819,17206785,517683571,517683571,0,17780495,574247,17206248,538,1,537,517683571,0,17262286,16704886,515730,498970,2479,2392
56639881216,17216459493,8339222690,538014404,8339222399,8062005190,277217500,8070945824,268276866,8062005190,8062005190,0,277208569,8940624,268267945,8931,10,8921,8062005190,0,268728072,260061190,8391124,8120220,89373,86535,520148327,17866077,520725219,17289185,520148327,520148327,0,17865537,576891,17288646,540,1,539,520148327,0,17344864,16784877,518180,501363,2493,2406
56908316672,17298054028,8378745062,540564227,8378744739,8100212054,278533008,8109195042,269550020,8100212054,8100212054,0,278524037,8982978,269541059,8971,10,8961,8100212054,0,270002345,261294407,8431732,8159563,89960,87089,522613452,17950775,523193005,17371222,522613452,522613452,0,17950233,579552,17370681,542,1,541,522613452,0,17426962,16864385,520758,503870,2513,2426
57176752128,17379648671,8418267364,543114053,8418267254,8138418649,279848715,8147444232,270823132,8138418649,8138418649,0,279839692,9025571,270814121,9023,12,9011,8138418649,0,271276955,262527735,8472232,8198771,90505,87615,525078757,18035296,525661016,17453037,525078757,525078757,0,18034750,582258,17452492,546,1,545,525078757,0,17508945,16943736,523276,506315,2529,2441
