boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,inert_cyclic_7,inert_cyclic_7_rank_same,inert_cyclic_8,inert_cyclic_8_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same,ramified_cyclic_6,ramified_cyclic_6_rank_same,ramified_cyclic_7,ramified_cyclic_7_rank_same
108716359680,33045810730,13769087760,5507635206,13769087764,10474688017,3294399743,11128415286,2640672474,10474688017,10474688017,0,3266313704,652607329,2613706375,28076913,1119859,26957054,9126,81,9045,10474688017,0,2613533982,2091341505,522690543,418266188,104548685,83663072,20902246,16726089,4042176,3232770,563771,450829,32202,25843,99,79,4190514499,1317120707,4451573672,1056061534,4190514499,4190514499,0,1305933439,260619391,1045314048,11183874,439752,10744122,3394,30,3364,4190514499,0,1045073132,836506519,208991774,167285146,41801665,33463347,8346772,6682356,1544103,1235996,170642,136419,5351,4265
108984795136,33127405345,13803085633,5521234255,13803085457,10500551617,3302534016,11155892890,2647192743,10500551617,10500551617,0,3274378295,654218530,2620159765,28146581,1122662,27023919,9140,81,9059,10500551617,0,2619987969,2096506095,523979933,419297783,104805913,83868999,20954254,16767723,4052393,3241002,565414,452153,32317,25929,102,81,4200859142,1320375113,4462564588,1058669667,4200859142,4200859142,0,1309160307,261264634,1047895673,11211404,440782,10770622,3402,30,3372,4200859142,0,1047655519,838572859,209507815,167697705,41904646,33545704,8367492,6698943,1548223,1239269,171239,136913,5373,4280
109253230592,33208999908,13837083315,5534833322,13837083271,10526410528,3310672787,11183367660,2653715655,10526410528,10526410528,0,3282447133,655831584,2626615549,28216487,1125467,27091020,9167,81,9086,10526410528,0,2626443662,2101671712,525270852,420330480,105064508,84075650,21005770,16808886,4062772,3249268,567018,453442,32446,26028,105,83,4211205254,1323628068,4473555822,1061277500,4211205254,4211205254,0,1312385503,261908677,1050476826,11239157,441861,10797296,3408,30,3378,4211205254,0,1050236081,840638294,210024042,168110857,42007935,33628217,8388061,6715367,1552217,1242461,171760,137325,5407,4305
109521666048,33290594522,13871081081,5548432432,13871081009,10552267074,3318814007,11210839857,2660241224,10552267074,10552267074,0,3290518697,657444478,2633074219,28286127,1128224,27157903,9183,81,9102,10552267074,0,2632901332,2106839167,526563079,421364749,105322463,84281725,21057535,16850209,4072939,3257397,568666,454755,32576,26132,107,85,4221549515,1326882917,4484545357,1063887075,4221549515,4221549515,0,1315612779,262552906,1053059873,11266720,442906,10823814,3418,30,3388,4221549515,0,1052818846,842705806,210540210,168523595,42111052,33710726,8408677,6731926,1556265,1245728,172305,137776,5424,4316
109790101504,33372189174,13905078886,5562031529,13905078759,10578127541,3326951345,11238315707,2666763179,10578127541,10578127541,0,3298586865,659057018,2639529847,28355276,1131066,27224210,9204,82,9122,10578127541,0,2639356851,2112004215,527853387,422397412,105580939,84488545,21109280,16891634,4083235,3265619,570370,456118,32695,26219,108,85,4231896173,1330135356,4495537722,1066493807,4231896173,4231896173,0,1318837513,263197514,1055639999,11294416,444005,10850411,3427,30,3397,4231896173,0,1055399050,844769899,211056208,168936587,42214377,33793552,8429308,6748502,1560281,1248917,172841,138209,5448,4333
110058536960,33453783740,13939076654,5575630606,13939076480,10603986608,3335090046,11265790966,2673285688,10603986608,10603986608,0,3306655708,660670451,2645985257,28425113,1133825,27291288,9225,82,9143,10603986608,0,2645812848,2117168591,529144227,423430853,105839335,84695165,21160870,16932947,4093395,3273783,572085,457499,32839,26333,109,86,4242240972,1333389634,4506527329,1069103277,4242240972,4242240972,0,1322064019,263841194,1058222825,11322184,445133,10877051,3431,30,3401,4242240972,0,1057981995,846837524,211571688,169349355,42317164,33875736,8449967,6765014,1564346,1252179,173393,138669,5466,4348
110326972416,33535378332,13973074281,5589229730,13973074321,10629842724,3343231557,11293261904,2679812377,10629842724,10629842724,0,3314727203,662282497,2652444706,28495101,1136600,27358501,9253,83,9170,10629842724,0,2652271201,2122336964,530435630,424464453,106097041,84901418,21212763,16974477,4103702,3282004,573790,458860,32965,26442,111,88,4252586982,1336642748,4517518681,1071711049,4252586982,4252586982,0,1325289473,264485425,1060804048,11349837,446244,10903593,3438,30,3408,4252586982,0,1060564011,848903386,212087230,169762244,42419792,33957968,8470584,6781519,1568409,1255434,173947,139116,5500,4381
110595407872,33616973024,14007072172,5602828796,14007072056,10655704185,3351367987,11320738436,2686333736,10655704185,10655704185,0,3322794303,663894803,2658899500,28564412,1139365,27425047,9272,83,9189,10655704185,0,2658724369,2127499644,531728165,425499092,106355137,85108275,21264032,17015411,4113928,3290230,575464,460214,33095,26545,113,89,4262934291,1339894505,4528510976,1074317820,4262934291,4262934291,0,1328513381,265129351,1063384030,11377677,447304,10930373,3447,30,3417,4262934291,0,1063142523,850967490,212603893,170175375,42523111,34040482,8491265,6797976,1572558,1258755,174504,139550,5527,4402
110863843328,33698567553,14041069884,5616427917,14041069752,10681562843,3359507041,11348210980,2692858904,10681562843,10681562843,0,3330863785,665505962,2665357823,28633959,1142092,27491867,9297,83,9214,10681562843,0,2665181172,2132666145,533018692,426533074,106613414,85314942,21315853,17056937,4124175,3298435,577126,461544,33240,26657,113,89,4273276547,1343151370,4539499184,1076928733,4273276547,4273276547,0,1331742202,265774190,1065968012,11405718,448417,10957301,3450,30,3420,4273276547,0,1065725080,853034487,213120606,170588682,42627155,34123742,8512042,6814601,1576737,1262101,175033,139977,5549,4422
111132278784,33780162243,14075067628,5630027098,14075067517,10707423171,3367644457,11375687164,2699380464,10707423171,10707423171,0,3338931985,667119084,2671812901,28703153,1144826,27558327,9319,83,9236,10707423171,0,2671637430,2137830713,534308713,427565919,106871743,85521694,21367342,17098189,4134465,3306644,578803,462888,33372,26762,117,92,4283619925,1346407173,4550488205,1079538893,4283619925,4283619925,0,1334970261,266418733,1068551528,11433454,449517,10983937,3458,30,3428,4283619925,0,1068307181,855100947,213637686,171002492,42730588,34206653,8532818,6831209,1580821,1265362,175589,140420,5578,4445
111400714240,33861756846,14109065467,5643626111,14109065268,10733281516,3375783951,11403162499,2705902968,10733281516,10733281516,0,3347002220,668733267,2678268953,28772388,1147633,27624755,9343,83,9260,10733281516,0,2678093725,2142994746,535599847,428599600,107130798,85728972,21419020,17139591,4144712,3314854,580520,464250,33479,26846,119,94,4293963127,1349662984,4561474913,1082151198,4293963127,4293963127,0,1338198513,267061191,1071137322,11461006,450565,11010441,3465,30,3435,4293963127,0,1070889887,857169862,214154862,171416780,42833895,34289256,8553339,6847609,1584821,1268529,176112,140827,5597,4459
111669149696,33943351476,14143063201,5657225208,14143063067,10759142138,3383921063,11430640073,2712423128,10759142138,10759142138,0,3355069900,670347491,2684722409,28841794,1150360,27691434,9369,84,9285,10759142138,0,2684547877,2148157284,536890416,429632336,107389603,85935812,21471138,17181285,4154916,3323065,582221,465588,33607,26943,122,96,4304307536,1352917672,4572464798,1084760410,4304307536,4304307536,0,1341425278,267705567,1073719711,11488922,451665,11037257,3472,30,3442,4304307536,0,1073472374,859236283,214670852,171830096,42936984,34371770,8573884,6864046,1588927,1271797,176637,141243,5620,4476
111937585152,34024946006,14177060966,5670824287,14177060753,10785001152,3392059814,11458116487,2718944479,10785001152,10785001152,0,3363139599,671962145,2691177454,28910826,1153106,27757720,9389,84,9305,10785001152,0,2691008003,2153324964,538177980,430662385,107647620,86141907,21522985,17222839,4165235,3331255,583917,466971,33735,27035,124,98,4314654662,1356169625,4583456664,1087367623,4314654662,4314654662,0,1344649386,268349160,1076300226,11516758,452812,11063946,3481,30,3451,4314654662,0,1076052705,861301374,215185976,172242301,43040156,34454599,8594797,6880765,1592947,1275022,177157,141666,5648,4499
112206020608,34106540586,14211058750,5684423385,14211058451,10810858166,3400200584,11485589907,2725468843,10810858166,10810858166,0,3371211054,673575830,2697635224,28980117,1155826,27824291,9413,85,9328,10810858166,0,2697465856,2158491445,539468856,431695165,107906408,86349137,21574765,17264322,4175589,3339586,585608,468343,33844,27124,128,102,4324997173,1359426212,4594444468,1089978917,4324997173,4324997173,0,1347878104,268993337,1078884767,11544622,453927,11090695,3486,31,3455,4324997173,0,1078636438,863369527,215702427,172655599,43143394,34537328,8615420,6897333,1597062,1278364,177690,142097,5673,4519
112474456064,34188135275,14245056445,5698022548,14245056282,10836720655,3408335790,11513068094,2731988351,10836720655,10836720655,0,3379276329,675188711,2704087618,29050017,1158642,27891375,9444,86,9358,10836720655,0,2703918627,2163654134,540759475,432727800,108164490,86555237,21626305,17305462,4186058,3347991,587282,469672,33962,27218,130,104,4335341327,1362681221,4605433854,1092588694,4335341327,4335341327,0,1351105432,269637505,1081467927,11572293,454991,11117302,3496,31,3465,4335341327,0,1081218570,865436085,216218996,173069336,43246861,34620074,8635908,6913731,1601095,1281565,178296,142592,5706,4544
112742891520,34269729823,14279054164,5711621609,14279054050,10862582443,3416471721,11540543733,2738510431,10862582443,10862582443,0,3387342162,676799735,2710542427,29120095,1161469,27958626,9464,86,9378,10862582443,0,2710371758,2168818655,542050407,433761013,108422174,86761043,21678166,17346947,4196524,3356374,588919,470980,34084,27311,130,104,4345683641,1365937968,4616421864,1095199745,4345683641,4345683641,0,1354334552,270282047,1084052505,11599914,456145,11143769,3502,31,3471,4345683641,0,1083803033,867504409,216735082,173482628,43349912,34702608,8656769,6930450,1605142,1284787,178885,143063,5729,4560
113011326976,34351324423,14313051930,5725220718,14313051775,10888440437,3424611493,11568018288,2745033642,10888440437,10888440437,0,3395412695,678413551,2716999144,29189313,1164214,28025099,9485,86,9399,10888440437,0,2716829842,2173985236,543340405,434793149,108680814,86967887,21729885,17388458,4206785,3364542,590641,472371,34192,27396,131,105,4356029380,1369191338,4627413209,1097807509,4356029380,4356029380,0,1357559763,270926569,1086633194,11628067,457229,11170838,3508,31,3477,4356029380,0,1086383569,869568611,217251672,173896187,43452559,34785213,8677417,6946927,1609345,1288157,179448,143518,5753,4581
113279762432,34432919038,14347049726,5738819803,14347049509,10914299111,3432750615,11595493316,2751556410,10914299111,10914299111,0,3403482506,680027136,2723455370,29258599,1166983,28091616,9510,86,9424,10914299111,0,2723286506,2179150590,544630889,435825773,108939508,87174857,21781611,17429867,4217343,3373045,592195,473634,34323,27499,131,105,4366373524,1372446279,4638402762,1100417041,4366373524,4366373524,0,1360787033,271570854,1089216179,11655733,458353,11197380,3513,31,3482,4366373524,0,1088966763,871636561,217767606,174308715,43555561,34867578,8697902,6963373,1613423,1291399,179996,143949,5782,4604
113548197888,34514513612,14381047490,5752418899,14381047223,10940154517,3440892973,11622964958,2758082532,10940154517,10940154517,0,3411555319,681640574,2729914745,29328121,1169781,28158340,9533,86,9447,10940154517,0,2729744910,2184318311,545923737,436860302,109197750,87381432,21832871,17470800,4227663,3381273,593819,474930,34433,27588,136,109,4376722097,1375696802,4649395611,1103023288,4376722097,4376722097,0,1364010078,272214060,1091796018,11683207,459423,11223784,3517,31,3486,4376722097,0,1091546396,873701354,218283127,174721546,43658231,34949660,8718450,6979774,1617503,1294677,180561,144382,5810,4625
113816633344,34596108304,14415045271,5766018015,14415045018,10966013922,3449031349,11650438157,2764607114,10966013922,10966013922,0,3419624609,683251635,2736372974,29397181,1172514,28224667,9559,86,9473,10966013922,0,2736200672,2189485725,547215244,437892942,109456148,87588544,21884414,17512204,4237962,3389506,595475,476252,34555,27690,139,111,4387068528,1378949487,4660388248,1105629767,4387068528,4387068528,0,1367235162,272859170,1094375992,11710801,460519,11250282,3524,31,3493,4387068528,0,1094126833,875765232,218799159,175134757,43761545,35032310,8739111,6996257,1621567,1297971,181113,144820,5834,4645
114085068800,34677702924,14449042947,5779617173,14449042804,10991870554,3457172393,11677910361,2771132586,10991870554,10991870554,0,3427696316,684864381,2742831935,29466502,1175340,28291162,9575,86,9489,10991870554,0,2742656363,2194651424,548509041,438928289,109715086,87795825,21935628,17553152,4248300,3397808,597091,477545,34664,27779,143,113,4397414293,1382202880,4671379239,1108237934,4397414293,4397414293,0,1370461000,273503265,1096957735,11738347,461650,11276697,3533,31,3502,4397414293,0,1096707873,877830938,219316017,175548411,43864256,35114487,8759723,7012715,1625626,1301253,181642,145263,5863,4668
114353504256,34759297433,14483040698,5793216253,14483040482,11017730822,3465309876,11705387773,2777652925,11017730822,11017730822,0,3435764563,686478756,2749285807,29535718,1178109,28357609,9595,86,9509,11017730822,0,2749110283,2199813080,549800978,439962364,109973398,88002626,21987567,17594750,4258674,3406151,598723,478835,34797,27888,143,113,4407759759,1385456494,4682371182,1110845071,4407759759,4407759759,0,1373686846,274148679,1099538167,11766109,462713,11303396,3539,31,3508,4407759759,0,1099288505,879895319,219832549,175961325,43967618,35197359,8780411,7029308,1629685,1304494,182185,145671,5893,4691
114621939712,34840892021,14517038463,5806815321,14517038237,11043591962,3473446501,11732864995,2784173468,11043591962,11043591962,0,3443831266,688092135,2755739131,29605619,1180811,28424808,9616,87,9529,11043591962,0,2755566046,2204977583,551090315,440993987,110231366,88208938,22039092,17635990,4268988,3414374,600402,480163,34912,27982,145,114,4418104596,1388710725,4693360839,1113454482,4418104596,4418104596,0,1376913286,274792322,1102120964,11793890,463889,11330001,3549,32,3517,4418104596,0,1101871082,881962981,220347808,176373658,44070913,35279893,8801002,7045797,1633839,1307811,182723,146111,5919,4713
114890375168,34922486626,14551036289,5820414339,14551035998,11069455244,3481581045,11760343606,2790692683,11069455244,11069455244,0,3451896189,689704708,2762191481,29675218,1183566,28491652,9638,88,9550,11069455244,0,2762019209,2210140045,552379909,442026103,110490011,88415897,22090429,17676983,4279400,3422773,602037,481474,35046,28090,148,116,4428449956,1391964383,4704351437,1116062902,4428449956,4428449956,0,1380138856,275436419,1104702437,11821970,465030,11356940,3557,32,3525,4428449956,0,1104451993,884028347,220864289,176787192,44173811,35362204,8821624,7062302,1637925,1311108,183266,146549,5948,4735
