boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,inert_cyclic_7,inert_cyclic_7_rank_same,inert_cyclic_8,inert_cyclic_8_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same,ramified_cyclic_6,ramified_cyclic_6_rank_same,ramified_cyclic_7,ramified_cyclic_7_rank_same
41070624768,12483972932,5201655355,2080662130,5201655447,3957764204,1243891151,4204519381,997135974,3957764204,3957764204,0,1233319593,246334959,986984634,10568116,420177,10147939,3442,41,3401,3957764204,0,986933330,789802331,197381037,157962415,39479376,31597380,7890992,6314212,1462261,1170339,166078,132685,6519,5272,0,0,1583423640,497238490,1681914983,398747147,1583423640,1583423640,0,493032058,98326745,394705313,4205182,164589,4040593,1250,9,1241,1583423640,0,394609340,315905575,78916176,63180164,15785111,12639628,3138720,2513390,537465,430390,44557,35607,689,559
41339060224,12565567587,5235653172,2094261236,5235653179,3983626336,1252026836,4231995993,1003657179,3983626336,3983626336,0,1241385990,247946734,993439256,10637389,422882,10214507,3457,41,3416,3983626336,0,993386670,794965659,198672206,158996125,39737568,31803962,7942942,6355846,1472537,1178545,167466,133779,6601,5340,0,0,1593768564,500492672,1692904697,401356539,1593768564,1593768564,0,496258473,98970409,397288064,4232945,165715,4067230,1254,9,1245,1593768564,0,397189980,317971693,79433011,63593509,15889095,12722881,3159266,2529843,541406,433607,45016,35963,699,568
41607495680,12647162137,5269650876,2107860386,5269650875,4009490380,1260160496,4259474565,1010176311,4009490380,4009490380,0,1249450085,249558600,999891485,10706927,425544,10281383,3484,41,3443,4009490380,0,999839287,800128227,199963377,160029247,39995005,32010094,7994211,6396892,1482656,1186717,168870,134912,6679,5396,0,0,1604111952,503748434,1703894521,403965865,1604111952,1604111952,0,499486496,99615757,399870739,4260676,166803,4093873,1262,9,1253,1604111952,0,399772645,320037571,79949517,64007101,15992804,12805941,3179927,2546397,545431,436836,45467,36319,705,574
41875931136,12728756731,5303648599,2121459481,5303648651,4035355934,1268292665,4286953455,1016695144,4035355934,4035355934,0,1257512536,251169203,1006343333,10776612,428277,10348335,3517,41,3476,4035355934,0,1006292224,805292098,201251158,161059912,40252920,32216403,8046251,6438462,1492963,1194969,170262,136030,6758,5459,0,0,1614459223,507000258,1714886557,406572924,1614459223,1614459223,0,502710724,100259423,402451301,4288260,167902,4120358,1274,9,1265,1614459223,0,402352361,322102395,80465439,64420024,16096300,12888670,3200610,2562935,549397,440033,45903,36663,714,581
42144366592,12810351325,5337646378,2135058630,5337646317,4061217537,1276428841,4314430504,1023215874,4061217537,4061217537,0,1265579478,252781840,1012797638,10845818,431086,10414732,3545,41,3504,4061217537,0,1012746611,810456833,202542242,162092435,40511357,32422941,8097688,6479675,1503091,1203094,171646,137133,6843,5527,0,0,1624802919,510255711,1725875515,409183115,1624802919,1624802919,0,505938388,100903625,405034763,4316038,168962,4147076,1285,9,1276,1624802919,0,404935251,324170086,80981951,64833130,16199508,12971273,3221222,2579423,553388,443253,46349,37014,719,584
42412802048,12891945869,5371644086,2148657688,5371644095,4087081903,1284562183,4341909052,1029735034,4087081903,4087081903,0,1273643509,254393239,1019250270,10915108,433869,10481239,3566,41,3525,4087081903,0,1019198441,815619202,203833122,163125738,40769287,32629082,8149474,6521193,1513294,1211230,172976,138234,6915,5591,0,0,1635148422,513509266,1736864577,411793111,1635148422,1635148422,0,509164401,101546088,407618313,4343566,170058,4173508,1299,9,1290,1635148422,0,407516111,326236976,81498767,65247185,16302674,13053764,3242008,2596013,557301,446404,46812,37382,728,589
42681237504,12973540510,5405641916,2162256805,5405641789,4112940035,1292701881,4369381459,1036260457,4112940035,4112940035,0,1281714044,256004748,1025709296,10984247,436635,10547612,3590,41,3549,4112940035,0,1025656769,820787995,205123487,164158600,41027948,32835857,8200911,6562457,1523564,1219349,174376,139389,6989,5649,0,0,1645492911,516763894,1747852879,414403926,1645492911,1645492911,0,512391194,102188842,410202352,4371394,171117,4200277,1306,9,1297,1645492911,0,410099124,328306050,82014187,65659420,16406161,13136570,3262530,2612495,561212,449501,47249,37725,731,591
42949672960,13055135182,5439639628,2175855901,5439639653,4138801764,1300837864,4396858967,1042780661,4138801764,4138801764,0,1289780178,257617769,1032162409,11054074,439393,10614681,3612,41,3571,4138801764,0,1032112769,825952573,206412253,165189626,41285955,33042514,8252515,6603839,1533845,1227645,175776,140503,7065,5709,0,0,1655838575,520017326,1758843151,417012750,1655838575,1655838575,0,515617056,102832370,412784686,4398959,172197,4226762,1311,9,1302,1655838575,0,412680452,330372670,82530030,66072264,16509648,13219303,3283303,2629083,565169,452688,47718,38082,736,596
43218108416,13136729708,5473637310,2189454984,5473637414,4164664908,1308972402,4424335170,1049302140,4164664908,4164664908,0,1297845086,259228096,1038616990,11123688,442125,10681563,3628,41,3587,4164664908,0,1038564820,831116275,207704058,166223662,41543824,33248842,8303949,6644958,1544135,1235841,177150,141632,7150,5780,0,0,1666185302,523269682,1769835533,419619451,1666185302,1666185302,0,518842049,103476963,415365086,4426319,173259,4253060,1314,9,1305,1666185302,0,415261036,332437500,83046059,66485165,16613131,13302053,3303886,2645556,569039,455788,48156,38423,742,601
43486543872,13218324351,5507635087,2203054141,5507635123,4190527559,1317107528,4451812632,1055822455,4190527559,4190527559,0,1305910726,260840154,1045070572,11193150,444877,10748273,3652,42,3610,4190527559,0,1045017926,836279778,208994494,167255555,41802391,33456127,8355747,6686503,1554347,1243987,178598,142785,7223,5837,0,0,1676531319,526522822,1780828310,422225831,1676531319,1676531319,0,522067761,104122631,417945130,4453734,174351,4279383,1327,9,1318,1676531319,0,417843806,334503524,83560778,66896673,16716314,13384557,3324427,2661953,573010,458969,48677,38846,749,608
43754979328,13299918897,5541632821,2216653216,5541632860,4216388280,1325244541,4479286641,1062346180,4216388280,4216388280,0,1313978242,262450562,1051527680,11262626,447757,10814869,3673,42,3631,4216388280,0,1051472806,841446866,210285084,168287824,42060786,33663094,8407803,6728075,1564461,1252035,179989,143874,7313,5912,0,0,1686876018,529777198,1791818923,424834293,1686876018,1686876018,0,525294625,104767432,420527193,4481235,175464,4305771,1338,9,1329,1686876018,0,420426597,336570450,84076976,67309573,16819201,13466828,3345051,2678493,576916,462041,49123,39191,761,617
44023414784,13381513500,5575630600,2230252327,5575630573,4242246500,1333384100,4506761820,1068868780,4242246500,4242246500,0,1322048476,264064719,1057983757,11331927,450559,10881368,3697,42,3655,4242246500,0,1057930239,846612399,211576054,169320964,42318709,33869468,8459997,6769786,1574687,1260156,181403,145015,7387,5969,0,0,1697222884,533029443,1802811833,427440494,1697222884,1697222884,0,528519290,105412321,423106969,4508808,176618,4332190,1345,10,1335,1697222884,0,423007477,338634896,84592551,67722454,16922698,13549519,3365510,2694853,580755,465106,49531,39518,768,623
44291850240,13463108161,5609628280,2243851498,5609628383,4268105714,1341522566,4534236543,1075391737,4268105714,4268105714,0,1330117146,265677421,1064439725,11401700,453366,10948334,3720,42,3678,4268105714,0,1064386822,851777964,212866468,170353581,42576580,34076041,8512144,6811660,1584803,1268269,182847,146171,7482,6039,0,0,1707569226,536282272,1813801566,430049932,1707569226,1707569226,0,531744614,106054642,425689972,4536308,177688,4358620,1350,10,1340,1707569226,0,425587789,340701493,85109571,68136302,17025701,13632149,3386214,2711380,584600,468161,49964,39857,775,630
44560285696,13544702752,5643626091,2257450569,5643626092,4293962975,1349663116,4561709688,1081916403,4293962975,4293962975,0,1338188606,267290542,1070898064,11470765,456129,11014636,3745,42,3703,4293962975,0,1070843436,856944675,214159127,171387612,42835171,34282795,8564014,6853024,1595068,1276557,184222,147293,7568,6108,0,0,1717914158,539536411,1824793007,432657562,1717914158,1717914158,0,534971016,106699992,428271024,4564039,178847,4385192,1356,10,1346,1717914158,0,428169889,342767064,85625315,68548729,17129074,13714989,3406941,2728009,588604,471379,50411,40217,782,637
44828721152,13626297261,5677623822,2271049670,5677623769,4319823775,1357800047,4589186561,1088437261,4319823775,4319823775,0,1346255813,268903807,1077352006,11540459,458937,11081522,3775,42,3733,4319823775,0,1077298617,862108427,215449729,172420563,43093350,34489430,8615429,6894142,1605287,1284739,185738,148524,7663,6181,0,0,1728261806,542787864,1835786101,435263569,1728261806,1728261806,0,538194597,107344349,430850248,4591902,179936,4411966,1365,10,1355,1728261806,0,430748912,344830145,86141682,68962419,17232291,13797450,3427505,2744466,592547,474547,50869,40576,791,645
45097156608,13707891942,5711621575,2284648728,5711621639,4345685572,1365936003,4616662570,1094959005,4345685572,4345685572,0,1354322419,270515292,1083807127,11609793,461664,11148129,3791,42,3749,4345685572,0,1083752279,867272809,216740657,173453679,43351647,34696150,8667453,6935703,1615495,1292884,187149,149662,7739,6240,0,0,1738610985,546037743,1846779975,437868753,1738610985,1738610985,0,541416712,107988007,433428705,4619654,180973,4438681,1377,10,1367,1738610985,0,433327621,346893229,86657457,69375610,17335210,13879854,3447873,2760747,596413,477650,51341,40964,797,651
45365592064,13789486525,5745619380,2298247784,5745619361,4371552323,1374067057,4644143993,1101475387,4371552323,4371552323,0,1362383779,272127116,1090256663,11679466,464512,11214954,3812,42,3770,4371552323,0,1090201465,872433310,218030439,174484995,43609881,34902561,8719707,6977527,1625899,1301175,188554,150772,7834,6323,0,0,1748957885,549289899,1857773043,440474741,1748957885,1748957885,0,544641359,108633093,436008266,4647156,182055,4465101,1384,10,1374,1748957885,0,435908013,348957283,87173831,69788515,17438199,13962520,3468366,2777159,600362,480811,51779,41316,809,662
45634027520,13871081176,5779617211,2311846870,5779617095,4397410046,1382207165,4671617901,1107999310,4397410046,4397410046,0,1370454100,273740483,1096713617,11749232,467330,11281902,3833,42,3791,4397410046,0,1096659081,877599859,219321666,175518458,43868257,35109175,8771228,7018649,1635944,1309149,190016,151946,7908,6381,0,0,1759306670,552540200,1868766398,443080472,1759306670,1759306670,0,547864000,109276560,438587440,4674809,183158,4491651,1391,10,1381,1759306670,0,438485836,351020701,87690420,70201997,17541712,14045061,3488648,2793328,604332,484007,52228,41672,824,674
45902462976,13952675706,5813614938,2325445975,5813614793,4423270112,1390344826,4699094937,1114520001,4423270112,4423270112,0,1378522209,275354662,1103167547,11818757,470121,11348636,3860,42,3818,4423270112,0,1103113763,882764018,220612683,176550680,44126884,35315832,8823266,7060171,1646169,1317290,191448,153099,7996,6457,0,0,1769654729,555791246,1879759426,445686549,1769654729,1769654729,0,551087524,109920429,441167095,4702325,184258,4518067,1397,10,1387,1769654729,0,441065313,353084336,88206503,70615246,17644490,14127591,3509410,2810029,608323,487195,52654,42017,831,681
46170898432,14034270361,5847612684,2339045067,5847612610,4449131346,1398481338,4726567282,1121045402,4449131346,4449131346,0,1386589170,276963005,1109626165,11888289,472888,11415401,3879,43,3836,4449131346,0,1109569662,887932711,221902420,177583271,44384876,35522427,8874722,7101415,1656550,1325593,192866,154229,8074,6519,0,0,1780002704,559042363,1890751975,448293092,1780002704,1780002704,0,554311191,110563939,443747252,4729772,185322,4544450,1400,10,1390,1780002704,0,443645548,355149568,88721806,71027544,17747680,14210266,3529973,2826491,612253,490333,53094,42364,837,686
46439333888,14115864995,5881610386,2352644234,5881610375,4474993564,1406616822,4754043390,1127566996,4474993564,4474993564,0,1394655361,278574114,1116081247,11957553,475668,11481885,3908,44,3864,4474993564,0,1116023973,893097729,223192870,178615977,44643274,35729346,8926146,7142603,1666628,1333664,194300,155340,8170,6588,0,0,1790349874,562294360,1901743590,450900644,1790349874,1790349874,0,557535498,111207312,446328186,4757450,186394,4571056,1412,10,1402,1790349874,0,446224101,357213459,89239017,71441702,17851216,14293215,3550565,2842926,616149,493418,53605,42774,845,692
46707769344,14197459464,5915608185,2366243256,5915608023,4500857071,1414751114,4781520089,1134088096,4500857071,4500857071,0,1402720280,280184617,1122535663,12026900,478357,11548543,3934,44,3890,4500857071,0,1122475790,898261476,224484618,179649271,44901118,35935786,8977943,7184149,1676910,1341886,195666,156454,8235,6641,0,0,1800697585,565545671,1912734962,453508294,1800697585,1800697585,0,560759315,111849884,448909431,4784939,187483,4597456,1417,10,1407,1800697585,0,448803414,359278332,89754724,71854868,17955055,14376349,3571118,2859486,620073,496549,54079,43149,852,698
46976204800,14279053955,5949605950,2379842274,5949605731,4526721813,1422884137,4808997220,1140608730,4526721813,4526721813,0,1410784111,281794276,1128989835,12096074,481086,11614988,3952,45,3907,4526721813,0,1128931461,903428553,225771579,180679076,45158983,36142491,9029526,7225383,1687212,1350081,197028,157539,8322,6712,0,0,1811043346,568798928,1923726026,456116248,1811043346,1811043346,0,563984936,112494105,451490831,4812571,188564,4624007,1421,11,1410,1811043346,0,451385363,361344464,90270722,72268103,18057715,14458377,3591820,2876061,623920,499597,54535,43526,861,703
47244640256,14360648700,5983603694,2393441409,5983603597,4552587874,1431015820,4836477627,1147126067,4552587874,4552587874,0,1418846195,283405815,1135440380,12165648,483893,11681755,3977,45,3932,4552587874,0,1135382523,908589662,227062201,181711973,45416626,36348728,9080705,7266456,1697273,1358119,198443,158653,8424,6789,0,0,1821389168,572052241,1934716579,458724830,1821389168,1821389168,0,567210476,113137801,454072675,4840341,189599,4650742,1424,11,1413,1821389168,0,453967178,363411008,90785658,72680286,18161125,14541233,3612711,2892767,627927,502769,55006,43901,871,711
47513075712,14442243302,6017601425,2407040548,6017601329,4578450857,1439150568,4863955656,1153645769,4578450857,4578450857,0,1426912266,285018095,1141894171,12234306,486659,11747647,3996,45,3951,4578450857,0,1141835722,913752994,228353288,182745221,45675148,36555318,9132339,7307783,1707396,1366206,199879,159799,8494,6850,0,0,1831734615,575305933,1945705538,461335010,1831734615,1831734615,0,570436451,113780218,456656233,4868049,190694,4677355,1433,11,1422,1831734615,0,456548750,365478310,91301731,73093684,18264441,14624089,3633302,2909223,631881,505938,55467,44272,879,717
47781511168,14523837813,6051599132,2420639618,6051599063,4604311041,1447288091,4891428239,1160170893,4604311041,4604311041,0,1434980044,286627753,1148352291,12304030,489399,11814631,4017,46,3971,4604311041,0,1148289382,918919608,229646902,183780137,45932441,36761446,9183955,7348998,1717470,1374250,201334,160953,8560,6899,0,0,1842082877,578556741,1956697528,463942090,1842082877,1842082877,0,573659606,114422843,459236763,4895696,191797,4703899,1439,11,1428,1842082877,0,459127588,367543136,91817959,73506831,18367464,14706657,3653898,2925666,635893,509120,55915,44626,889,727
48049946624,14605432371,6085596907,2434238713,6085596751,4630175178,1455421729,4918907240,1166689667,4630175178,4630175178,0,1443043664,288239805,1154803859,12374028,492211,11881817,4037,46,3991,4630175178,0,1154740522,924080635,230938070,184813372,46190804,36968327,9235211,7390092,1727662,1382381,202746,162081,8649,6971,0,0,1852429569,581809144,1967687982,466550731,1852429569,1852429569,0,576884482,115065542,461818940,4923212,192860,4730352,1450,11,1439,1852429569,0,461708224,369609533,92333633,73919561,18470944,14789549,3674634,2942309,639816,512283,56332,44970,899,735
48318382080,14687027095,6119594634,2447837861,6119594600,4656032770,1463561864,4946377747,1173216887,4656032770,4656032770,0,1451114198,289849989,1161264209,12443597,494942,11948655,4069,46,4023,4656032770,0,1161199591,929251488,232227313,185844702,46449466,37175672,9286996,7431488,1737933,1390615,204160,163204,8739,7040,0,0,1862774438,585063423,1978676474,469161387,1862774438,1862774438,0,580111308,115708116,464403192,4950660,193909,4756751,1455,11,1444,1862774438,0,464291471,371678785,92849133,74331867,18573861,14872112,3695355,2958878,643797,515473,56782,45334,909,743
48586817536,14768621647,6153592355,2461436944,6153592348,4681889699,1471702656,4973848712,1179743643,4681889699,4681889699,0,1459185627,291461291,1167724336,12512943,497676,12015267,4086,46,4040,4681889699,0,1167657851,934419813,233519453,186879582,46707436,37382163,9338429,7472650,1748052,1398659,205583,164356,8823,7113,0,0,1873120610,588316334,1989666913,471770031,1873120610,1873120610,0,583336460,116351280,466985180,4978412,195012,4783400,1462,11,1451,1873120610,0,466871824,373745016,93365469,74744850,18677216,14954777,3716186,2975535,647617,518544,57228,45705,920,753
48855252992,14850216185,6187590115,2475035992,6187590078,4707748932,1479841183,5001325975,1186264140,4707748932,4707748932,0,1467254878,293076518,1174178360,12582192,500479,12081713,4113,46,4067,4707748932,0,1174112910,939583263,234811442,187912622,46965784,37588643,9390432,7514233,1758378,1406895,207022,165517,8910,7187,0,0,1883469591,591566401,2000660173,474375819,1883469591,1883469591,0,586558845,116994442,469564403,5006085,196129,4809956,1471,11,1460,1883469591,0,469451070,375809647,93880446,75156929,18780342,15037201,3736892,2992195,651506,521631,57662,46040,927,760
49123688448,14931810841,6221587809,2488635129,6221587903,4733608904,1487978905,5028803371,1192784438,4733608904,4733608904,0,1475322811,294691088,1180631723,12651947,503333,12148614,4147,46,4101,4733608904,0,1180568366,944747016,236101801,188944736,47224141,37795202,9442395,7555781,1768642,1415034,208475,166701,8991,7253,0,0,1893817204,594817925,2011653089,476982040,1893817204,1893817204,0,589783038,117638694,472144344,5033411,197180,4836231,1476,11,1465,1893817204,0,472030618,377873894,94396761,75569929,18883481,15119789,3757764,3008823,655359,524729,58117,46410,938,770
49392123904,15013405406,6255585523,2502234225,6255585658,4759472544,1496112979,5056281447,1199304076,4759472544,4759472544,0,1483387222,296302861,1187084361,12721594,505996,12215598,4163,46,4117,4759472544,0,1187021474,949910936,237391725,189976324,47481774,38001331,9494335,7597400,1778878,1423167,209943,167868,9093,7335,0,0,1904164414,598069811,2022645189,479589036,1904164414,1904164414,0,593007332,118282495,474724837,5060994,198268,4862726,1485,12,1473,1904164414,0,474610989,379939226,94912373,75982372,18986629,15202510,3778489,3025286,659327,527883,58577,46782,948,778
49660559360,15094999978,6289583283,2515833273,6289583422,4785334510,1504248773,5083757829,1205825454,4785334510,4785334510,0,1491453518,297914446,1193539072,12791073,508827,12282246,4182,46,4136,4785334510,0,1193473013,955073787,238684427,191010860,47740421,38208107,9545874,7638505,1789185,1431350,211395,169038,9203,7425,0,0,1914512910,601320363,2033638457,482194816,1914512910,1914512910,0,596230210,118926169,477304041,5088659,199366,4889293,1494,12,1482,1914512910,0,477189356,382002450,95428585,76395876,19089829,15284935,3799142,3041790,663329,531058,59009,47144,960,788
49928994816,15176594490,6323580967,2529432361,6323581162,4811191467,1512389500,5111232869,1212348098,4811191467,4811191467,0,1499524816,299529816,1199995000,12860484,511540,12348944,4200,46,4154,4811191467,0,1199930826,960238856,239975313,192043696,47999242,38415263,9597799,7679880,1799567,1439659,212796,170159,9273,7487,0,0,1924857911,604574450,2044628538,484803823,1924857911,1924857911,0,599456675,119570167,479886508,5116272,200448,4915824,1503,12,1491,1924857911,0,479771069,384068882,95944839,76809229,19193210,15367578,3819863,3058342,667249,534175,59479,47508,966,794
50197430272,15258189116,6357578663,2543031507,6357578946,4837053584,1520525079,5138709699,1218868964,4837053584,4837053584,0,1507591185,301141760,1206449425,12929665,514309,12415356,4229,46,4183,4837053584,0,1206383189,965401962,241268128,193077637,48257182,38621838,9649402,7721264,1809696,1447841,214229,171328,9359,7555,0,0,1935205109,607826398,2055620446,487411061,1935205109,1935205109,0,602680933,120213795,482467138,5143949,201530,4942419,1516,12,1504,1935205109,0,482350217,386132964,96461329,77222793,19296906,15450628,3840431,3074781,671157,537311,59918,47859,975,802
50465865728,15339783739,6391576468,2556630575,6391576696,4862916558,1528659910,5166189130,1225387338,4862916558,4862916558,0,1515656872,302755397,1212901475,12998788,517128,12481660,4250,47,4203,4862916558,0,1212834555,970563076,242561185,194111873,48515030,38828056,9700884,7762277,1820044,1456067,215724,172496,9450,7630,0,0,1945549855,611080720,2066610872,490019703,1945549855,1945549855,0,605907627,120858384,485049243,5171569,202621,4968948,1524,12,1512,1945549855,0,484932905,388199001,96977294,77636373,19399995,15533095,3860988,3091221,675089,540503,60373,48243,983,807
50734301184,15421378271,6425574196,2570229656,6425574419,4888782716,1536791480,5193669766,1231904430,4888782716,4888782716,0,1523718784,304367098,1219351686,13068421,519905,12548516,4275,47,4228,4888782716,0,1219284043,975723545,243851866,195144567,48773532,39034644,9752265,7803280,1830320,1464261,217227,173697,9531,7692,0,0,1955894108,614335548,2077599339,492630317,1955894108,1955894108,0,609134823,121501607,487633216,5199192,203611,4995581,1533,13,1520,1955894108,0,487516018,390267316,97492996,78049045,19503335,15616020,3881579,3107715,679061,543698,60841,48607,993,815
51002736640,15502972970,6459571949,2583828828,6459572193,4914645112,1544926837,5221146815,1238425134,4914645112,4914645112,0,1531784773,305979050,1225805723,13137769,522604,12615165,4295,49,4246,4914645112,0,1225737928,980887751,245142032,196176741,49031648,39241320,9804279,7844821,1840560,1472444,218714,174884,9612,7762,0,0,1966240163,617588665,2088590822,495238006,1966240163,1966240163,0,612360200,122145920,490214280,5226927,204726,5022201,1538,13,1525,1966240163,0,490097260,392332613,98008967,78462409,19606439,15698463,3902206,3124131,683017,546853,61310,48989,1001,822
51271172096,15584567585,6493569792,2597427930,6493569863,4940503647,1553066145,5248620044,1244949748,4940503647,4940503647,0,1539854632,307590940,1232263692,13207201,525407,12681794,4312,50,4262,4940503647,0,1232193645,986053255,246434384,197211804,49290159,39448025,9855852,7886202,1850731,1480542,220152,176024,9709,7840,0,0,1976586897,620841033,2099584192,497843738,1976586897,1976586897,0,615585091,122791460,492793631,5254396,205822,5048574,1546,13,1533,1976586897,0,492678201,394396980,98525097,78874989,19709581,15781119,3922530,3140421,686880,549925,61786,49368,1016,829
51539607552,15666162247,6527567527,2611027035,6527567685,4966365759,1561201768,5276096264,1251471263,4966365759,4966365759,0,1547920726,309202155,1238718571,13276714,528300,12748414,4328,50,4278,4966365759,0,1238646818,991217128,247725516,198245290,49548492,39654627,9907561,7927703,1860901,1488686,221629,177215,9809,7922,0,0,1986933796,624093239,2110577581,500449454,1986933796,1986933796,0,618809485,123436814,495372671,5282199,206958,5075241,1555,13,1542,1986933796,0,495257971,396460811,99041094,79287258,19813218,15864071,3943158,3156943,690819,553051,62200,49701,1025,836
51808043008,15747756800,6561565229,2624626130,6561565441,4992229276,1569335953,5303573188,1257992041,4992229276,4992229276,0,1555985511,310812849,1245172662,13346086,531013,12815073,4356,50,4306,4992229276,0,1245097454,996379740,249018292,199279690,49806728,39861314,9959041,7968824,1871018,1496715,223086,178382,9892,7997,0,0,1997277852,627348278,2121566826,503059304,1997277852,1997277852,0,622036772,124080903,497955869,5309940,208058,5101882,1566,13,1553,1997277852,0,497839499,398527103,99558491,79701325,19916453,15946747,3963850,3173531,694752,556232,62687,50085,1040,846
52076478464,15829351440,6595563002,2638225283,6595563155,5018096303,1577466699,5331053620,1264509382,5018096303,5018096303,0,1564047006,312423447,1251623559,13415320,533820,12881500,4373,50,4323,5018096303,0,1251547552,1001541183,250308942,200312780,50064325,40067307,10010482,8009874,1881193,1504842,224548,179519,9964,8054,0,0,2007623657,630601626,2132556907,505668376,2007623657,2007623657,0,625262607,124724135,500538472,5337448,209102,5128346,1571,13,1558,2007623657,0,500421393,400594171,100073853,80114083,20019989,16029495,3984511,3190036,698657,559367,63152,50466,1052,854
52344913920,15910946085,6629560821,2651824341,6629560923,5043959209,1585601612,5358530365,1271030456,5043959209,5043959209,0,1572112759,314034567,1258078192,13484459,536539,12947920,4394,50,4344,5043959209,0,1258000368,1006704732,251599948,201346437,50322619,40273890,10062236,8051256,1891462,1513029,226067,180718,10059,8130,0,0,2017973133,633851208,2143551464,508272877,2017973133,2017973133,0,628484539,125368133,503116406,5365090,210184,5154906,1579,14,1565,2017973133,0,502999682,402656761,100589545,80527055,20123088,16111907,4004944,3206434,702611,562551,63613,50841,1056,857
52613349376,15992540746,6663558578,2665423432,6663558736,5069821422,1593737156,5386007406,1277551172,5069821422,5069821422,0,1580178978,315646578,1264532400,13553766,539356,13014410,4412,50,4362,5069821422,0,1264455417,1011869876,252889906,202378392,50580425,40480202,10113890,8092604,1901695,1521278,227514,181859,10131,8189,0,0,2028321420,637102012,2154544057,510879375,2028321420,2028321420,0,631707847,126011379,505696468,5392576,211244,5181332,1589,14,1575,2028321420,0,505579327,404721760,101104942,80939346,20226302,16194558,4025556,3222969,706528,565725,64124,51243,1068,867
52881784832,16074135330,6697556445,2679022523,6697556362,5095690033,1601866412,5413487199,1284069246,5095690033,5095690033,0,1588238549,317255077,1270983472,13623429,542039,13081390,4434,50,4384,5095690033,0,1270904423,1017031762,254178890,203410253,50838426,40686490,10165662,8134163,1911878,1529448,229028,183077,10242,8279,0,0,2038666448,640356075,2165533406,513489117,2038666448,2038666448,0,634934279,126654649,508279630,5420192,212295,5207897,1604,14,1590,2038666448,0,508161631,406789635,101620926,81352310,20329349,16276828,4046078,3239366,710625,568985,64593,51633,1077,873
53150220288,16155729886,6731554117,2692621609,6731554160,5121555428,1609998689,5440967237,1290586880,5121555428,5121555428,0,1596301399,318866940,1277434459,13692835,544819,13148016,4455,50,4405,5121555428,0,1277354020,1022192264,255469908,204442934,51097112,40893521,10217476,8175647,1922044,1537475,230515,184272,10324,8346,0,0,2049011229,643610380,2176522271,516099338,2049011229,2049011229,0,638161225,127297688,510863537,5447548,213340,5234208,1607,14,1593,2049011229,0,510742837,408856157,102138171,81766717,20432551,16359582,4066978,3256099,714573,572118,65032,51987,1083,877
53418655744,16237324462,6765551838,2706220713,6765551911,5147418540,1618133298,5468445571,1297106267,5147418540,5147418540,0,1604366603,320479366,1283887237,13762214,547615,13214599,4481,50,4431,5147418540,0,1283808193,1027355627,256760527,205476117,51354384,41099292,10268861,8216763,1932230,1545557,231991,185453,10417,8428,0,0,2059356111,646864602,2187512259,518708454,2059356111,2059356111,0,641387594,127941748,513445846,5475388,214386,5261002,1620,14,1606,2059356111,0,513323461,410921572,102654968,82180412,20536529,16442809,4087578,3272597,718457,575209,65506,52362,1095,885
53687091200,16318919058,6799549597,2719819775,6799549686,5173282672,1626266925,5495922566,1303627031,5173282672,5173282672,0,1612430956,322089443,1290341513,13831457,550401,13281056,4512,50,4462,5173282672,0,1290260052,1032519985,258051703,206508757,51612606,41306014,10319992,8257780,1942660,1553870,233440,186612,10503,8495,0,0,2069706563,650113212,2198506455,521313320,2069706563,2069706563,0,644608400,128584450,516023950,5503184,215428,5287756,1628,14,1614,2069706563,0,515900387,412984275,103170436,82592939,20640184,16525826,4107928,3288937,722362,578324,65996,52755,1107,894
