boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same
33017561088,10036135164,4599895253,836344556,4599895355,4144326421,455568832,4185706236,414189017,4144326421,4144326421,0,455225896,41376963,413848933,342934,2852,340082,2,0,2,4144326421,0,414162465,376516464,37633868,34214199,3282383,2984566,146565,133152,615,552,753579470,82765086,761093385,75251171,753579470,753579470,0,82703509,7513440,75190069,61577,475,61102,0,0,0,753579470,0,75283030,68444137,6840722,6218710,564590,513481,15163,13738,4,3
33285996544,10117729834,4637292845,843144147,4637292842,4178019896,459272949,4219735006,417557839,4178019896,4178019896,0,458927202,41712242,417214960,345745,2868,342877,2,0,2,4178019896,0,417529180,379578027,37939536,34492332,3309684,3009429,148179,134613,623,559,759705124,83439023,767279905,75864242,759705124,759705124,0,83376939,7574305,75802634,62084,476,61608,0,0,0,759705124,0,75895483,69001129,6896562,6269582,569548,518027,15342,13893,4,3
33554432000,10199324365,4674690328,849943656,4674690381,4211711415,462978913,4253762793,420927535,4211711415,4211711415,0,462630362,42048488,420581874,348549,2890,345659,2,0,2,4211711415,0,420896800,382639932,38246051,34770935,3337155,3034431,149722,136008,634,568,765832324,84111332,773468033,76475623,765832324,765832324,0,84048774,7635229,76413545,62558,480,62078,0,0,0,765832324,0,76506864,69557136,6951918,6319873,574470,522479,15518,14054,4,3
33822867456,10280919047,4712087806,856743255,4712087986,4245402012,466685794,4287789251,424298555,4245402012,4245402012,0,466334414,42384325,423950089,351378,2914,348464,2,0,2,4245402012,0,424266203,385704043,38551905,35048865,3364357,3059167,151306,137437,643,577,771956735,84786520,779653929,77089326,771956735,771956735,0,84723454,7696711,77026743,63066,483,62583,0,0,0,771956735,0,77121044,70115248,7007397,6370404,579313,526872,15696,14216,4,3
34091302912,10362513588,4749485289,863542798,4749485501,4279091250,470394039,4321814659,427670630,4279091250,4279091250,0,470039776,42720474,427319302,354261,2935,351326,2,0,2,4279091250,0,427636322,388768560,38858073,35327141,3391878,3084176,152855,138844,648,581,778082656,85460142,785841007,77701791,778082656,778082656,0,85396593,7757864,77638729,63549,487,63062,0,0,0,778082656,0,77733499,70672070,7062961,6420884,584266,531398,15863,14374,4,3
34359738368,10444108196,4786882801,870342325,4786883070,4312778698,474104103,4355840496,431042305,4312778698,4312778698,0,473746966,43058838,430688128,357135,2960,354175,2,0,2,4312778698,0,431007258,391831744,39165168,35606323,3419516,3109261,154364,140209,660,591,784211055,86131270,792030263,78312062,784211055,784211055,0,86067201,7818720,78248481,64069,488,63581,0,0,0,784211055,0,78343674,71226846,7118279,6471198,589203,535898,16041,14536,4,3
34628173824,10525702739,4824280280,877141893,4824280566,4346473531,477806749,4389871065,434409215,4346473531,4346473531,0,477446936,43394551,434052385,359810,2983,356827,3,0,3,4346473531,0,434372421,394891824,39471080,35884315,3446920,3134087,155849,141562,666,597,790336942,86804951,798217390,78924503,790336942,790336942,0,86740344,7879953,78860391,64607,495,64112,0,0,0,790336942,0,78956247,71783596,7173771,6521744,594077,540329,16245,14719,4,3
34896609280,10607297322,4861677704,883941440,4861678178,4380161229,481516475,4423896213,437781491,4380161229,4380161229,0,481153849,43731980,437421869,362623,3004,359619,3,0,3,4380161229,0,437744087,397956988,39777557,36162530,3474092,3158726,157442,143023,671,602,796462214,87479226,804403671,79537769,796462214,796462214,0,87414060,7940956,79473104,65166,501,64665,0,0,0,796462214,0,79568782,72340727,7229766,6572620,599062,544853,16445,14900,5,4
35165044736,10688891957,4899075277,890740981,4899075699,4413852632,485222645,4457923538,441151739,4413852632,4413852632,0,484857131,44067880,440789251,365511,3026,362485,3,0,3,4413852632,0,441112300,401019519,40083458,36440869,3501642,3183776,159053,144479,678,608,802586907,88154074,810590214,80150767,802586907,802586907,0,88088451,8002802,80085649,65623,505,65118,0,0,0,802586907,0,80182783,72898392,7285124,6622943,603886,549223,16653,15087,5,4
35433480192,10770486462,4936472805,897540537,4936473120,4447545022,488927783,4491953562,444519243,4447545022,4447545022,0,488559420,44405494,444153926,368360,3046,365314,3,0,3,4447545022,0,444478775,404078789,40389927,36719628,3529413,3209030,160612,145856,693,623,808714774,88825763,816779066,80761471,808714774,808714774,0,88759629,8063786,80695843,66134,506,65628,0,0,0,808714774,0,80793820,73453805,7340240,6673127,608723,553644,16840,15262,6,5
35701915648,10852081078,4973870348,904340102,4973870628,4481236143,492634205,4525982204,447888144,4481236143,4481236143,0,492263061,44742984,447520077,371141,3077,368064,3,0,3,4481236143,0,447847143,407140208,40695907,36997685,3557108,3234230,162200,147322,703,632,814841382,89498720,822966569,81373533,814841382,814841382,0,89432115,8124679,81307436,66605,508,66097,0,0,0,814841382,0,81405704,74010376,7395771,6723584,613619,558054,17015,15417,6,5
35970351104,10933675691,5011267881,911139656,5011268154,4514929062,496338819,4560011174,451256707,4514929062,4514929062,0,495964828,45079012,450885816,373988,3100,370888,3,0,3,4514929062,0,451213148,410200556,41002713,37276816,3584458,3259057,163799,148750,710,637,820968064,90171592,829154664,81984992,820968064,820968064,0,90104506,8186088,81918418,67086,512,66574,0,0,0,820968064,0,82017205,74566060,7451580,6774249,618527,562528,17188,15576,6,5
36238786560,11015270236,5048665423,917939116,5048665697,4548620014,500045409,4594038728,454626695,4548620014,4548620014,0,499668615,45415593,454253022,376791,3121,373670,3,0,3,4548620014,0,454581468,413262791,41309300,37555556,3611797,3283899,165333,150132,717,644,827094422,90844694,835341905,82597211,827094422,827094422,0,90777133,8246969,82530164,67561,514,67047,0,0,0,827094422,0,82629089,75122710,7507230,6824721,623429,566971,17378,15756,7,6
36507222016,11096864775,5086062919,924738759,5086063097,4582311154,503751765,4628066386,457996533,4582311154,4582311154,0,503372232,45752086,457620146,379530,3146,376384,3,0,3,4582311154,0,457949136,416324507,41616069,37834486,3639353,3308906,166942,151589,732,658,833220600,91518159,841529579,83209180,833220600,833220600,0,91450113,8308463,83141650,68046,516,67530,0,0,0,833220600,0,83241200,75678779,7562987,6875515,628354,571423,17565,15927,7,6
36775657472,11178459371,5123460524,931538274,5123460573,4616004061,507456463,4662096006,461364518,4616004061,4616004061,0,507074088,46088775,460985313,382372,3170,379202,3,0,3,4616004061,0,461316215,419385171,41921694,38112418,3666904,3334026,168536,153035,739,663,839347938,92190336,847718096,83820178,839347938,839347938,0,92121781,8369636,83752145,68555,522,68033,0,0,0,839347938,0,83852047,76234083,7618599,6925997,633378,575962,17750,16097,7,6
37044092928,11260053963,5160857979,938337802,5160858182,4649696732,511161247,4696124868,464733111,4649696732,4649696732,0,510776081,46424947,464351134,385163,3189,381974,3,0,3,4649696732,0,464682829,422446340,42227794,38390426,3694578,3359225,170131,154472,749,671,845473707,92864095,853905394,84432408,845473707,845473707,0,92795074,8431159,84363915,69021,528,68493,0,0,0,845473707,0,84464525,76790560,7674226,6976567,638339,580479,17977,16303,7,6
37312528384,11341648587,5198255468,945137437,5198255682,4683390028,514865440,4730154734,468100734,4683390028,4683390028,0,514477458,46761487,467715971,387979,3219,384760,3,0,3,4683390028,0,468049250,425506891,42533469,38668217,3722225,3384237,171753,155944,761,682,851600303,93537134,860092973,85044464,851600303,851600303,0,93467638,8492136,84975502,69496,534,68962,0,0,0,851600303,0,85076498,77347133,7729655,7026897,643297,584988,18181,16478,7,6
37580963840,11423243298,5235653150,951936968,5235653180,4717083306,518569844,4764184671,471468479,4717083306,4717083306,0,518179087,47098121,471080966,390754,3244,387510,3,0,3,4717083306,0,471415755,428567294,42839314,38946162,3749885,3409429,173357,157384,776,697,857726884,94210084,866280664,85656304,857726884,857726884,0,94140067,8553238,85586829,70017,542,69475,0,0,0,857726884,0,85688470,77903541,7785017,7077154,648202,589480,18371,16648,7,6
37849399296,11504837837,5273050627,958736513,5273050697,4750777231,522273396,4798214934,474835693,4750777231,4750777231,0,521879838,47434434,474445404,393555,3269,390286,3,0,3,4750777231,0,474781993,431627791,43144818,39223672,3777317,3434406,174928,158832,782,703,863852664,94883849,872467285,86269228,863852664,863852664,0,94813304,8614077,86199227,70545,544,70001,0,0,0,863852664,0,86301151,78460909,7840450,7127510,653153,593999,18543,16803,7,6
38117834752,11586432494,5310448165,965536065,5310448264,4784469626,525978539,4832243517,478204648,4784469626,4784469626,0,525582241,47770603,477811638,396295,3288,393007,3,0,3,4784469626,0,478149420,434689603,43450573,39501548,3804941,3459496,176519,160284,788,707,869979764,95556301,878655591,86880474,869979764,869979764,0,95485276,8675280,86809996,71025,547,70478,0,0,0,869979764,0,86912412,79016406,7896018,7178114,658097,598493,18742,16977,7,6
38386270208,11668027070,5347845714,972335643,5347845713,4818161113,529684601,4866272657,481573057,4818161113,4818161113,0,529285515,48108231,481177284,399083,3313,395770,3,0,3,4818161113,0,481517467,437750534,43756622,39779799,3832521,3484512,178100,161716,805,723,876106274,96229369,884843359,87492284,876106274,876106274,0,96157795,8736531,87421264,71574,554,71020,0,0,0,876106274,0,87524133,79572450,7951726,7228709,662984,602931,18945,17168,7,6
38654705664,11749621670,5385243276,979135116,5385243278,4851850991,533392285,4900299069,484944207,4851850991,4851850991,0,532990385,48444734,484545651,401897,3344,398553,3,0,3,4851850991,0,484886619,440813653,44062899,40058275,3860287,3509765,179763,163224,817,734,882232200,96902916,891030201,88104915,882232200,882232200,0,96830862,8797442,88033420,72054,559,71495,0,0,0,882232200,0,88136376,80129321,8007409,7279319,667910,607408,19160,17366,7,6
38923141120,11831216297,5422640809,985934713,5422640775,4885543042,537097767,4934327689,488313120,4885543042,4885543042,0,536693010,48781282,487911728,404754,3365,401389,3,0,3,4885543042,0,488254475,443875559,44368837,40336257,3887450,3534415,181422,164755,826,742,888357036,97577677,897216451,88718262,888357036,888357036,0,97505116,8858852,88646264,72561,563,71998,0,0,0,888357036,0,88749681,80686741,8063301,7330167,672773,611808,19353,17541,8,7
39191576576,11912810779,5460038252,992734227,5460038300,4919236597,540801655,4968358177,491680075,4919236597,4919236597,0,540394143,49118190,491275953,407509,3390,404119,3,0,3,4919236597,0,491619660,446934414,44675451,40615016,3915181,3559589,183014,166182,837,752,894484133,98250094,903404433,89329794,894484133,894484133,0,98177029,8919733,89257296,73065,567,72498,0,0,0,894484133,0,89361157,81242895,8118669,7380441,677653,616239,19541,17713,9,8
39460012032,11994405342,5497435702,999533768,5497435872,4952925008,544510694,5002383008,495052694,4952925008,4952925008,0,544100333,49454581,494645752,410358,3419,406939,3,0,3,4952925008,0,494990610,449999382,44981636,40893465,3942593,3584451,184648,167695,846,759,900610853,98922915,909592157,89941611,900610853,900610853,0,98849330,8980731,89868599,73585,573,73012,0,0,0,900610853,0,89972596,81798924,8174430,7431089,682565,620696,19730,17882,9,8
39728447488,12075999996,5534833291,1006333308,5534833397,4986613327,548219964,5036408659,498424632,4986613327,4986613327,0,547806808,49791894,498014914,413153,3438,409715,3,0,3,4986613327,0,498361991,453064012,45287750,41171605,3969978,3609398,186228,169125,861,774,906735283,99598025,915777758,90555550,906735283,906735283,0,99523971,9041899,90482072,74054,576,73478,0,0,0,906735283,0,90586262,82356885,8230366,7482005,687410,625118,19924,18056,9,8
39996882944,12157594492,5572230765,1013132853,5572230874,5020308937,551921828,5070440331,501790434,5020308937,5020308937,0,551505939,50127932,501378007,415886,3462,412424,3,0,3,5020308937,0,501726286,456122777,45593306,41449290,3997652,3634570,187819,170581,876,789,912862177,100270676,921965268,91167585,912862177,912862177,0,100196171,9102512,91093659,74505,579,73926,0,0,0,912862177,0,91197545,82912973,8286195,7532854,692292,629580,20130,18244,9,8
40265318400,12239189116,5609628262,1019932409,5609628445,5054000355,555627907,5104469128,505159134,5054000355,5054000355,0,555209188,50465288,504743900,418716,3485,415231,3,0,3,5054000355,0,505094614,459184453,45899339,41727375,4024902,3659219,189447,172055,886,798,918988776,100943633,928152716,91779693,918988776,918988776,0,100868603,9163361,91705242,75030,579,74451,0,0,0,918988776,0,91809366,83469359,8341695,7583395,697205,634054,20328,18426,9,8
40533753856,12320783737,5647025794,1026731971,5647025972,5087692746,559333048,5138498262,508527532,5087692746,5087692746,0,558911519,50802008,508109511,421526,3508,418018,3,0,3,5087692746,0,508462425,462246003,46204967,42005124,4052202,3684085,191026,173489,899,810,925114251,101617720,934339042,92392929,925114251,925114251,0,101542206,9224210,92317996,75514,581,74933,0,0,0,925114251,0,92422151,84026689,8397311,7634083,702224,638631,20510,18584,10,9
40802189312,12402378327,5684423382,1033531510,5684423435,5121383536,563039846,5172526042,511897340,5121383536,5121383536,0,562615521,51138971,511476550,424322,3535,420787,3,0,3,5121383536,0,511831235,465308306,46511155,42283510,4079521,3708915,192698,174996,912,823,931239583,102291927,940525095,93006415,931239583,931239583,0,102215933,9284927,92931006,75994,585,75409,0,0,0,931239583,0,93034820,84584107,8453264,7685005,707133,643119,20706,18766,10,9
41070624768,12483972932,5721820854,1040331089,5721820989,5155076411,566744443,5206555687,515265167,5155076411,5155076411,0,566317328,51475724,514841604,427112,3552,423560,3,0,3,5155076411,0,515197786,468368794,46817306,42561662,4106960,3733828,194358,176491,918,829,937365881,102965208,946712406,93618683,937365881,937365881,0,102888716,9345933,93542783,76492,592,75900,0,0,0,937365881,0,93646868,85140644,8508950,7735663,711993,647527,20895,18940,10,9
41339060224,12565567587,5759218400,1047130635,5759218552,5188769827,570448573,5240586691,518631709,5188769827,5188769827,0,570018671,51813290,518205381,429899,3574,426325,3,0,3,5188769827,0,518564656,471428580,47122627,42839187,4134504,3758837,195952,177934,932,843,943491466,103639169,952899387,94231248,943491466,943491466,0,103562229,9407328,94154901,76940,593,76347,0,0,0,943491466,0,94259034,85697003,8565174,7786782,716937,652011,21074,19096,10,9
41607495680,12647162137,5796615881,1053930226,5796616030,5222463185,574152696,5274616727,521999154,5222463185,5222463185,0,573719979,52149942,521570037,432714,3600,429114,3,0,3,5222463185,0,521930951,474488835,47428385,43117070,4162144,3783906,197558,179377,941,849,949618391,104311835,959087353,94842873,949618391,949618391,0,104234359,9468366,94765993,77476,596,76880,0,0,0,949618391,0,94870929,86253342,8620420,7837012,721729,656357,21270,19272,11,10
41875931136,12728756731,5834013437,1060729796,5834013498,5256154238,577859199,5308644703,525368734,5256154238,5256154238,0,577423622,52486845,524936777,435574,3620,431954,3,0,3,5256154238,0,525298020,477549747,47735740,43396305,4189772,3809029,199133,180832,957,864,955743747,104986049,965273911,95455885,955743747,955743747,0,104908098,9529562,95378536,77951,602,77349,0,0,0,955743747,0,95483632,86810342,8676283,7887839,726696,660889,21476,19456,11,10
42144366592,12810351325,5871410941,1067529363,5871411021,5289844515,581566426,5342671271,528739670,5289844515,5289844515,0,581128044,52823117,528304927,438379,3639,434740,3,0,3,5289844515,0,528667178,480613137,48041695,43674400,4217513,3834265,200689,182251,969,874,961868357,105661006,971460264,96069099,961868357,961868357,0,105582566,9591299,95991267,78440,608,77832,0,0,0,961868357,0,96097155,87367623,8732093,7938621,731630,665376,21677,19637,11,10
42412802048,12891945869,5908808512,1074328880,5908808477,5323535696,585272816,5376699059,532109453,5323535696,5323535696,0,584831621,53159695,531671926,441192,3668,437524,3,0,3,5323535696,0,532036931,483676722,48346541,43951497,4244826,3859072,202342,183749,981,886,967993829,106335051,977646683,96682197,967993829,967993829,0,106256112,9652244,96603868,78939,610,78329,0,0,0,967993829,0,96709953,87924957,8787643,7989132,736619,669947,21886,19822,11,10
