boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same
75698798592,23009675453,10546101442,1917472850,10546101161,9501293500,1044807942,9596206232,949895210,9501293500,9501293500,0,1044019192,94906186,949113006,788744,6546,782198,6,0,6,9501293500,0,949611061,863285276,86311792,78467371,7673454,6976140,419862,381465,3023,2754,1727614105,189858745,1744856733,172616117,1727614105,1727614105,0,189716641,17241452,172475189,142103,1176,140927,1,0,1,1727614105,0,172624057,156935796,15691720,14265540,1350946,1228565,49835,45214,83,74
75967234048,23091270036,10583498917,1924272417,10583498702,9534987147,1048511770,9630235973,953262944,9534987147,9534987147,0,1047720199,95242248,952477951,791565,6578,784987,6,0,6,9534987147,0,952976495,866344884,86617798,78745891,7701129,7001231,421737,383175,3040,2770,1733741206,190531211,1751045302,173227115,1733741206,1733741206,0,190388613,17302916,173085697,142597,1180,141417,1,0,1,1733741206,0,173235160,157490894,15747384,14316229,1355904,1233067,50081,45433,84,74
76235669504,23172864617,10620896428,1931071893,10620896296,9568679176,1052217252,9664264895,956631533,9568679176,9568679176,0,1051422869,95579126,955843743,794377,6593,787784,6,0,6,9568679176,0,956342557,869404472,86924648,79024990,7729014,7026626,423587,384864,3063,2791,1739865763,191206130,1757231155,173840738,1739865763,1739865763,0,191063047,17364210,173698837,143082,1182,141900,1,0,1,1739865763,0,173848271,158048312,15803465,14367192,1360909,1237607,50318,45652,84,74
76504104960,23254459155,10658293935,1937871439,10658293781,9602369484,1055924451,9698292148,960001787,9602369484,9602369484,0,1055127203,95916054,959211149,797242,6610,790632,6,0,6,9602369484,0,959710994,872466400,87230868,79303401,7756856,7052018,425406,386526,3079,2804,1745991560,191879879,1763418273,174453166,1745991560,1745991560,0,191736253,17425525,174310728,143625,1188,142437,1,0,1,1745991560,0,174460871,158605082,15858810,14417483,1365935,1242224,50552,45864,85,75
76772540416,23336053772,10695691396,1944670992,10695691384,9636061367,1059630029,9732319508,963371888,9636061367,9636061367,0,1058829965,96251509,962578456,800058,6632,793426,6,0,6,9636061367,0,963077133,875527814,87537632,79582174,7784738,7077361,427368,388290,3094,2817,1752117426,192553566,1769605408,175065584,1752117426,1752117426,0,192409440,17486792,174922648,144125,1190,142935,1,0,1,1752117426,0,175073024,159161604,15914633,14468140,1370915,1246759,50783,46070,85,75
77040975872,23417648346,10733088932,1951470546,10733088868,9669753956,1063334976,9766347826,966741106,9669753956,9669753956,0,1062531970,96587210,965944760,803000,6660,796340,6,0,6,9669753956,0,966444451,878589526,87842783,79859927,7812383,7102475,429246,390003,3107,2829,1758242849,193227697,1775792272,175678274,1758242849,1758242849,0,193083096,17548232,175534864,144600,1191,143409,1,0,1,1758242849,0,175685818,159718369,15970350,14518910,1375839,1251240,51003,46269,86,76
77309411328,23499243001,10770486419,1958270133,10770486449,9703449856,1067036563,9800379910,970106509,9703449856,9703449856,0,1066230769,96923372,969307397,805788,6682,799106,6,0,6,9703449856,0,969807685,881647140,88148682,80138022,7840217,7127733,431053,391651,3132,2851,1764368997,193901136,1781979677,176290456,1764368997,1764368997,0,193756046,17609485,176146561,145089,1195,143894,1,0,1,1764368997,0,176297956,160274854,16025957,14569399,1380792,1255734,51254,46497,87,77
77577846784,23580837588,10807883908,1965069707,10807883973,9737143599,1070740309,9834409703,973474205,9737143599,9737143599,0,1069931716,97259404,972672312,808587,6700,801887,6,0,6,9737143599,0,973173277,884707194,88454260,80415779,7868071,7153082,432962,393392,3146,2865,1770495173,194574534,1788166959,176902748,1770495173,1770495173,0,194428962,17670587,176758375,145571,1199,144372,1,0,1,1770495173,0,176910011,160831425,16081639,14619944,1385761,1260241,51464,46688,87,77
77846282240,23662432112,10845281380,1971869273,10845281459,9770835524,1074445856,9868438696,976842684,9770835524,9770835524,0,1073634396,97596444,976037952,811454,6728,804726,6,0,6,9770835524,0,976540052,887767464,88760359,80694034,7895975,7178466,434837,395100,3173,2888,1776621473,195247800,1794354499,177514774,1776621473,1776621473,0,195101689,17731827,177369862,146110,1199,144911,1,0,1,1776621473,0,177522092,161387669,16136834,14670233,1390995,1264991,51680,46891,88,78
78114717696,23744026729,10882678991,1978668757,10882678981,9804525223,1078153768,9902465647,980213344,9804525223,9804525223,0,1077339539,97933671,979405868,814223,6753,807470,6,0,6,9804525223,0,979909825,890830462,89066307,80972148,7923495,7203532,436720,396821,3192,2905,1782747895,195920862,1800542085,178126672,1782747895,1782747895,0,195774265,17792988,177981277,146596,1202,145394,1,0,1,1782747895,0,178134093,161943999,16192260,14720632,1395907,1269457,51914,47108,91,81
78383153152,23825621307,10920076450,1985468340,10920076517,9838216835,1081859615,9936493947,983582503,9838216835,9838216835,0,1081042513,98270328,982772185,817096,6784,810312,6,0,6,9838216835,0,983277542,893891824,89372148,81250298,7951035,7228617,438566,398517,3222,2929,1788874111,196594229,1806729208,178739132,1788874111,1788874111,0,196447106,17853888,178593218,147122,1209,145913,1,0,1,1788874111,0,178746108,162500696,16247785,14771095,1400958,1274005,52163,47340,92,82
78651588608,23907215954,10957474014,1992267888,10957474052,9871906428,1085567586,9970518970,986955044,9871906428,9871906428,0,1084747723,98605733,986141990,819857,6809,813048,6,0,6,9871906428,0,986646605,896955897,89678533,81528948,7978880,7253964,440459,400229,3246,2952,1795000908,197266980,1812917112,179350776,1795000908,1795000908,0,197119332,17914992,179204340,147647,1212,146435,1,0,1,1795000908,0,179356901,163056007,16303909,14822076,1406036,1278632,52393,47542,93,83
78920024064,23988810595,10994871465,1999067490,10994871640,9905597865,1089273600,10004547174,990324291,9905597865,9905597865,0,1088450880,98942476,989508404,822714,6833,815881,6,0,6,9905597865,0,990012878,900016006,89985398,81807929,8006946,7279498,442393,402000,3265,2971,1801126342,197941148,1819103821,179963669,1801126342,1801126342,0,197792996,17976264,179816732,148151,1215,146936,1,0,1,1801126342,0,179969599,163612955,16359683,14872793,1410991,1283137,52630,47764,93,83
79188459520,24070405193,11032268992,2005867004,11032269197,9939289791,1092979201,10038575840,993693152,9939289791,9939289791,0,1092153577,99279194,992874383,825618,6855,818763,6,0,6,9939289791,0,993380088,903076922,90291350,82086138,8034555,7304597,444298,403734,3286,2992,1807251840,198615164,1825290376,180576628,1807251840,1807251840,0,198466510,18037316,180429194,148653,1220,147433,1,0,1,1807251840,0,180582311,164170150,16415276,14923349,1415965,1287635,52865,47977,93,83
79456894976,24151999762,11069666473,2012666617,11069666672,9972977110,1096689363,10072601068,997065405,9972977110,9972977110,0,1095860918,99617088,996243830,828439,6870,821569,6,0,6,9972977110,0,996750922,906140671,90598288,82364945,8062242,7329778,446165,405431,3301,3005,1813377715,199288902,1831477791,181188826,1813377715,1813377715,0,199139756,18098850,181040906,149145,1226,147919,1,0,1,1813377715,0,181195059,164726764,16470724,14973871,1420752,1291988,53125,48197,96,86
79725330432,24233594306,11107064005,2019466142,11107064159,10006667189,1100396816,10106628140,1000435865,10006667189,10006667189,0,1099565666,99954057,999611609,831144,6894,824250,6,0,6,10006667189,0,1000119747,909203066,90904608,82643412,8089941,7354973,448044,407130,3326,3028,1819503501,199962641,1837664758,181801384,1819503501,1819503501,0,199812973,18160027,181652946,149667,1230,148437,1,0,1,1819503501,0,181807800,165283817,16526023,15024153,1425665,1296453,53389,48437,96,86
79993765888,24315188906,11144461449,2026265719,11144461738,10040355387,1104106062,10140652834,1003808615,10040355387,10040355387,0,1103272135,100290534,1002981601,833921,6913,827008,6,0,6,10040355387,0,1003490432,912267849,91210389,82921347,8118050,7380512,449914,408842,3350,3051,1825628902,200636817,1843851433,182414286,1825628902,1825628902,0,200486594,18221297,182265297,150222,1234,148988,1,0,1,1825628902,0,182420348,165840710,16581909,15074923,1430617,1300939,53622,48637,98,88
80262201344,24396783511,11181858962,2033065277,11181859272,10074045226,1107813736,10174678728,1007180234,10074045226,10074045226,0,1106977011,100626568,1006350443,836719,6934,829785,6,0,6,10074045226,0,1006859839,915331493,91516358,83199740,8145624,7405555,451816,410580,3374,3075,1831754171,201311106,1850038051,183027226,1831754171,1831754171,0,201160383,18282639,182877744,150722,1241,149481,1,0,1,1831754171,0,183033269,166397854,16637551,15125467,1435593,1305467,53871,48867,99,89
80530636800,24478378081,11219256450,2039864889,11219256742,10107740079,1111516371,10208709965,1010546485,10107740079,10107740079,0,1110676879,100962930,1009713949,839486,6956,832530,6,0,6,10107740079,0,1010224341,918390271,91821996,83477372,8173463,7430946,453683,412264,3396,3096,1837878959,201985930,1856224345,183640544,1837878959,1837878959,0,201834735,18344143,183490592,151194,1243,149951,1,0,1,1837878959,0,183646192,166954786,16693618,15176504,1440695,1310106,54131,49107,99,89
80799072256,24559972757,11256654040,2046664426,11256654291,10141432008,1115222032,10242738105,1013915935,10141432008,10141432008,0,1114379703,101299114,1013080589,842323,6983,835340,6,0,6,10141432008,0,1013591356,921451544,92128335,83755895,8201109,7456111,455490,413928,3413,3111,1844004091,202660335,1862410814,184253612,1844004091,1844004091,0,202508652,18405479,184103173,151682,1244,150438,1,0,1,1844004091,0,184258988,167511877,16749558,15227264,1445616,1314602,54389,49339,101,91
81067507712,24641567367,11294051647,2053463963,11294051757,10175120081,1118931566,10276763833,1017287814,10175120081,10175120081,0,1118086426,101636743,1016449683,845134,7009,838125,6,0,6,10175120081,0,1016962052,924515372,92434937,84034481,8228718,7481159,457295,415549,3424,3122,1850129970,203333993,1868597851,184866112,1850129970,1850129970,0,203181792,18466630,184715162,152200,1251,150949,1,0,1,1850129970,0,184871221,168068514,16805254,15277891,1450579,1319105,54637,49561,101,91
81335943168,24723161952,11331449080,2060263560,11331449312,10208809448,1122639632,10310789714,1020659366,10208809448,10208809448,0,1121791642,101973233,1019818409,847984,7033,840951,6,0,6,10208809448,0,1020331024,927578450,92741169,84312852,8256798,7506673,459202,417289,3449,3145,1856255200,204008360,1874784485,185479075,1856255200,1856255200,0,203855659,18528032,185327627,152700,1253,151447,1,0,1,1856255200,0,185483925,168625356,16861134,15328702,1455631,1323702,54867,49775,102,92
81604378624,24804756567,11368846682,2067063074,11368846811,10242499118,1126347564,10344816419,1024030263,10242499118,10242499118,0,1125496809,102310247,1023186562,850749,7054,843695,6,0,6,10242499118,0,1023698982,930640051,93048389,84592151,8284992,7532313,460980,418888,3466,3159,1862380447,204682627,1880971161,186091913,1862380447,1862380447,0,204529405,18589456,185939949,153221,1258,151963,1,0,1,1862380447,0,186096817,169182242,16916822,15379428,1460548,1328185,55116,50002,102,92
81872814080,24886351208,11406244166,2073862652,11406244390,10276192006,1130052160,10378845270,1027398896,10276192006,10276192006,0,1129198555,102646180,1026552375,853599,7084,846515,6,0,6,10276192006,0,1027064914,933700519,93354651,84870641,8312658,7557461,462848,420580,3484,3174,1868507000,205355652,1887159315,186703337,1868507000,1868507000,0,205201938,18651057,186550881,153713,1258,152455,1,0,1,1868507000,0,186708008,169737559,16972928,15430264,1465525,1332723,55374,50242,103,93
82141249536,24967945800,11443641712,2080662215,11443641873,10309882071,1133759641,10412872915,1030768797,10309882071,10309882071,0,1132903192,102983733,1029919459,856443,7111,849332,6,0,6,10309882071,0,1030433765,936762636,93660622,85148375,8340603,7582990,464695,422263,3507,3195,1874634291,206027924,1893347877,187314338,1874634291,1874634291,0,205873669,18712325,187161344,154254,1261,152993,1,0,1,1874634291,0,187319001,170292893,17028389,15480546,1470584,1337366,55590,50444,105,95
82409684992,25049540440,11481039197,2087461781,11481039462,10343572918,1137466279,10446900425,1034138772,10343572918,10343572918,0,1136607051,103320370,1033286681,859222,7137,852085,6,0,6,10343572918,0,1033801901,939824532,93966839,85426760,8368207,7608192,466572,423978,3532,3219,1880760684,206701097,1899535627,187926154,1880760684,1880760684,0,206546362,18773680,187772682,154734,1263,153471,1,0,1,1880760684,0,187930913,170848968,17083968,15531076,1475506,1341845,55869,50697,106,96
82678120448,25131135134,11518436821,2094261339,11518436974,10377261347,1141175474,10480924956,1037511865,10377261347,10377261347,0,1140313551,103656452,1036657099,861917,7157,854760,6,0,6,10377261347,0,1037172342,942889290,94273295,85705457,8395867,7633360,468493,425751,3554,3241,1886887278,207374061,1905723214,188538125,1886887278,1886887278,0,207218784,18834671,188384113,155276,1265,154011,1,0,1,1886887278,0,188542618,171405204,17139470,15581500,1480480,1346391,56108,50920,108,98
82946555904,25212729684,11555834360,2101060873,11555834451,10410949293,1144885067,10514949471,1040884889,10410949293,10410949293,0,1144020396,103993001,1040027395,864665,7177,857488,6,0,6,10410949293,0,1040542897,945953582,94579882,85984359,8423696,7658751,470355,427451,3566,3252,1893013391,208047482,1911910288,189150585,1893013391,1893013391,0,207891699,18895626,188996073,155782,1271,154511,1,0,1,1893013391,0,189154740,171961863,17195021,15632090,1485473,1350874,56357,51148,108,98
83214991360,25294324341,11593231996,2107860362,11593231983,10444636647,1148595349,10548973219,1044258777,10444636647,10444636647,0,1147727769,104329377,1043398392,867574,7195,860379,6,0,6,10444636647,0,1043914365,949019086,94886174,86262892,8451454,7684017,472186,429124,3590,3273,1899140107,208720255,1918098144,189762218,1899140107,1899140107,0,208563958,18956762,189607196,156296,1275,155021,1,0,1,1899140107,0,189766563,172517856,17250318,15682529,1490356,1355327,56613,51386,108,98
83483426816,25375918860,11630629436,2114659937,11630629487,10478326655,1152302781,10582999884,1047629552,10478326655,10478326655,0,1151432419,104666013,1046766406,870356,7216,863140,6,0,6,10478326655,0,1047282827,952081564,95192481,86541232,8479478,7709517,474013,430790,3620,3303,1905267250,209392687,1924286307,190373630,1905267250,1905267250,0,209235863,19017777,190218086,156823,1280,155543,1,0,1,1905267250,0,190377587,173073403,17305832,15732998,1495453,1359951,56883,51636,108,98
83751862272,25457513528,11668027069,2121459446,11668027013,10512017093,1156009976,10617027400,1050999669,10512017093,10512017093,0,1155136775,105003066,1050133709,873195,7241,865954,6,0,6,10512017093,0,1050651300,955143599,95498655,86819498,8507358,7734852,475823,432439,3639,3321,1911393452,210065994,1930473907,190985539,1911393452,1911393452,0,209908657,19079171,190829486,157336,1284,156052,1,0,1,1911393452,0,190989586,173629612,17361325,15783378,1500496,1364519,57142,51879,108,98
84020297728,25539108129,11705424515,2128259067,11705424547,10545706005,1159718510,10651054526,1054369989,10545706005,10545706005,0,1158842474,105341249,1053501225,876030,7272,868758,6,0,6,10545706005,0,1054021366,958206036,95804577,87097623,8535190,7760109,477676,434110,3665,3347,1917520555,210738512,1936661657,191597410,1917520555,1917520555,0,210580713,19139812,191440901,157798,1290,156508,1,0,1,1917520555,0,191600569,174185502,17417162,15834180,1505500,1369033,57373,52087,109,99
84288733184,25620702706,11742821976,2135058640,11742822090,10579395898,1163426078,10685081652,1057740324,10579395898,10579395898,0,1162547149,105678467,1056868682,878923,7287,871636,6,0,6,10579395898,0,1057390265,961268250,96110592,87375857,8563082,7785411,479532,435805,3678,3359,1923646832,211411808,1942849284,192209356,1923646832,1923646832,0,211253477,19201154,192052323,158330,1298,157032,1,0,1,1923646832,0,192212674,174741858,17472600,15884489,1510491,1373583,57602,52293,110,100
84557168640,25702297466,11780219552,2141858224,11780219690,10613086566,1167132986,10719108456,1061111096,10613086566,10613086566,0,1166251185,106014580,1060236605,881795,7310,874485,6,0,6,10613086566,0,1060758176,964330802,96417182,87654523,8590768,7810462,481365,437445,3694,3373,1929772666,212085558,1949036071,192822153,1929772666,1929772666,0,211926714,19262102,192664612,158843,1303,157540,1,0,1,1929772666,0,192825023,175298718,17528218,15935118,1515521,1378161,57842,52515,110,100
84825604096,25783891920,11817616960,2148657722,11817617238,10646778313,1170838647,10753137480,1064479480,10646778313,10646778313,0,1169954009,106351828,1063602181,884632,7339,877293,6,0,6,10646778313,0,1064125837,967391802,96722838,87932350,8618414,7835535,483213,439109,3707,3385,1935898243,212759479,1955222672,193435050,1935898243,1935898243,0,212600118,19323121,193276997,159360,1308,158052,1,0,1,1935898243,0,193437309,175855565,17584004,15985799,1520596,1382785,58099,52748,110,100
85094039552,25865486592,11855014431,2155457314,11855014847,10680468224,1174546207,10787164767,1067849664,10680468224,10680468224,0,1173658673,106689181,1066969492,887528,7362,880166,6,0,6,10680468224,0,1067494862,970454020,97028668,88210326,8646254,7860843,485156,440894,3733,3409,1942023907,213433407,1961409511,194047803,1942023907,1942023907,0,213273542,19384291,193889251,159864,1313,158551,1,0,1,1942023907,0,194049789,176412353,17639627,16036415,1525656,1387397,58359,52985,111,101
85362475008,25947081185,11892412070,2162256809,11892412306,10714157031,1178255039,10821190815,1071221255,10714157031,10714157031,0,1177364749,107026404,1070338345,890284,7380,882904,6,0,6,10714157031,0,1070865583,973517953,97334466,88488363,8673965,7886033,486982,442569,3753,3427,1948149813,214106996,1967596517,194660292,1948149813,1948149813,0,213946578,19445386,194501192,160417,1318,159099,1,0,1,1948149813,0,194661606,176968595,17695649,16087398,1530608,1391891,58604,53207,111,101
85630910464,26028675779,11929809551,2169056382,11929809846,10747850048,1181959503,10855220187,1074589364,10747850048,10747850048,0,1181066441,107362732,1073703709,893056,7407,885649,6,0,6,10747850048,0,1074231049,976577573,97640887,88767001,8701857,7911381,488871,444307,3777,3447,1954275826,214780556,1973783664,195272718,1954275826,1954275826,0,214619635,19506518,195113117,160920,1320,159600,1,0,1,1954275826,0,195273593,177524961,17751562,16138291,1535500,1396318,58868,53445,112,102
85899345920,26110270246,11967207052,2175855965,11967207229,10781539254,1185667798,10889246588,1077960464,10781539254,10781539254,0,1184771891,107699902,1077071989,895901,7432,888469,6,0,6,10781539254,0,1077600207,979640162,97947499,89045733,8729674,7936672,490712,445956,3799,3466,1960401195,215454770,1979970236,195885729,1960401195,1960401195,0,215293329,19567718,195725611,161440,1323,160117,1,0,1,1960401195,0,195886195,178081937,17807398,16189016,1540490,1400868,59133,53687,113,103
86167781376,26191864962,12004604675,2182655533,12004604754,10815233965,1189370710,10923277008,1081327667,10815233965,10815233965,0,1188471953,108035590,1080436363,898751,7453,891298,6,0,6,10815233965,0,1080964409,982699364,98253784,89324135,8757370,7961737,492573,447644,3817,3483,1966527617,216127916,1986157914,196497619,1966527617,1966527617,0,215965917,19628970,196336947,161998,1327,160671,1,0,1,1966527617,0,196497839,178637859,17862991,16239553,1545578,1405504,59396,53928,113,103
86436216832,26273459580,12042002140,2189455107,12042002333,10848926013,1193076127,10957305668,1084696472,10848926013,10848926013,0,1192174530,108372181,1083802349,901591,7474,894117,6,0,6,10848926013,0,1084331535,985760380,98559708,89602229,8784974,7986871,494469,449360,3844,3509,1972653937,216801170,1992345449,197109658,1972653937,1972653937,0,216638672,19690180,196948492,162497,1332,161165,1,0,1,1972653937,0,197109740,179194105,17918669,16290160,1550503,1409965,59647,54159,113,103
86704652288,26355054120,12079399675,2196254651,12079399794,10882618039,1196781636,10991334580,1088065095,10882618039,10882618039,0,1195877188,108709043,1087168145,904442,7498,896944,6,0,6,10882618039,0,1087698501,988820885,98865990,89880798,8812531,8011900,496309,451040,3857,3522,1978779775,217474876,1998532251,197722400,1978779775,1978779775,0,217311877,19751141,197560736,162998,1335,161663,1,0,1,1978779775,0,197722051,179750980,17974411,16340841,1555436,1414449,59866,54363,113,103
86973087744,26436648655,12116797130,2203054186,12116797339,10916306556,1200490574,11025359192,1091437938,10916306556,10916306556,0,1199583255,109045117,1090538138,907313,7519,899794,6,0,6,10916306556,0,1091068382,991885219,99172532,90159586,8840294,8037059,498170,452733,3877,3541,1984904866,218149320,2004718440,198335746,1984904866,1984904866,0,217985801,19812237,198173564,163518,1337,162181,1,0,1,1984904866,0,198335222,180308560,18030025,16391408,1560332,1418912,60107,54579,115,105
87241523200,26518243281,12154194738,2209853684,12154194859,10949994924,1204199814,11059384869,1094809869,10949994924,10949994924,0,1203289638,109382394,1093907244,910170,7551,902619,6,0,6,10949994924,0,1094439392,994949644,99478369,90437488,8867914,8062103,500067,454451,3896,3558,1991030445,218823239,2010905232,198948452,1991030445,1991030445,0,218659174,19873443,198785731,164064,1344,162720,1,0,1,1991030445,0,198948103,180865729,18085317,16441696,1565280,1423388,60358,54812,116,106
87509958656,26599837960,12191592393,2216653268,12191592299,10983683817,1207908576,11093410786,1098181607,10983683817,10983683817,0,1206995606,109719388,1097276218,912964,7581,905383,6,0,6,10983683817,0,1097808795,998012635,99785153,90716489,8895786,8087365,501948,456146,3924,3583,1997156390,219496878,2017092238,199561030,1997156390,1997156390,0,219332286,19934498,199397788,164591,1350,163241,1,0,1,1997156390,0,199560272,181422305,18141031,16492457,1570247,1427874,60619,55045,117,107
87778394112,26681432500,12228989834,2223452766,12228989900,11017373921,1211615913,11127437622,1101552212,11017373921,11017373921,0,1210700156,110056094,1100644062,915751,7607,908144,6,0,6,11017373921,0,1101176506,1001074466,100092255,90995580,8923571,8112499,503868,457902,3956,3615,2003281708,220171058,2023278786,200173980,2003281708,2003281708,0,220005952,19995724,200010228,165105,1354,163751,1,0,1,2003281708,0,200172729,181979062,18196907,16543285,1575318,1432490,60880,55283,118,108
88046829568,26763027129,12266387388,2230252323,12266387418,11051068256,1215319132,11161467809,1104919579,11051068256,11051068256,0,1214400633,110391926,1104008707,918493,7627,910866,6,0,6,11051068256,0,1104542768,1004135063,100396834,91272525,8951250,8137817,505796,459660,3985,3642,2009407742,220844581,2029465928,200786395,2009407742,2009407742,0,220678966,20056825,200622141,165614,1361,164253,1,0,1,2009407742,0,200784593,182535259,18252865,16594248,1580241,1436991,61148,55534,119,109
88315265024,26844621681,12303784893,2237051894,12303784894,11084760045,1219024848,11195496805,1108288088,11084760045,11084760045,0,1218103599,110729113,1107374486,921243,7647,913596,6,0,6,11084760045,0,1107909628,1007195576,100703412,91550936,8978903,8162954,507655,461363,4001,3657,2015533984,221517910,2035653205,201398689,2015533984,2015533984,0,221351782,20117855,201233927,166127,1366,164761,1,0,1,2015533984,0,201396498,183091688,18308494,16644827,1585301,1441569,61370,55734,119,109
88583700480,26926216296,12341182399,2243851445,12341182452,11118445291,1222737108,11229519419,1111662980,11118445291,11118445291,0,1221812990,111066454,1110746536,924112,7674,916438,6,0,6,11118445291,0,1111282685,1010261793,101010006,91829677,9006741,8188317,509527,463069,4031,3680,2021659768,222191677,2041840077,202011368,2021659768,2021659768,0,222025023,20178936,201846087,166653,1373,165280,1,0,1,2021659768,0,202008776,183648531,18364225,16695416,1590277,1446058,61626,55973,119,109
88852135936,27007810865,12378579959,2250650940,12378579966,11152135618,1226444341,11263545854,1115034105,11152135618,11152135618,0,1225517416,111402540,1114114876,926919,7696,919223,6,0,6,11152135618,0,1114652507,1013326042,101314838,92106836,9034596,8213506,511423,464791,4052,3701,2027785493,222865447,2048027162,202623778,2027785493,2027785493,0,222698313,20240291,202458022,167133,1378,165755,1,0,1,2027785493,0,202621316,184205219,18419669,16745847,1595328,1450639,61881,56208,119,109
89120571392,27089405469,12415977476,2257450514,12415977479,11185826797,1230150679,11297574609,1118402867,11185826797,11185826797,0,1229220844,111740088,1117480756,929829,7724,922105,6,0,6,11185826797,0,1118020586,1016386956,101620834,92385101,9062062,8238493,513296,466494,4066,3712,2033912282,223538232,2054215101,203235413,2033912282,2033912282,0,223370562,20301438,203069124,167669,1381,166288,1,0,1,2033912282,0,203232537,184760854,18475455,16796560,1600311,1455156,62138,56443,121,111
89389006848,27171000071,12453374984,2264250010,12453375077,11219517496,1233857488,11331601938,1121773046,11219517496,11219517496,0,1232924906,112076698,1120848208,932576,7744,924832,6,0,6,11219517496,0,1121388315,1019448678,101927360,92663747,9089975,8263857,515156,468185,4100,3741,2040037753,224212257,2060401794,203848216,2040037753,2040037753,0,224044116,20362658,203681458,168140,1383,166757,1,0,1,2040037753,0,203845031,185317608,18531227,16847317,1605355,1459761,62382,56661,121,111
89657442304,27252594573,12490772420,2271049572,12490772581,11253207740,1237564680,11365629335,1125143085,11253207740,11253207740,0,1236629265,112413821,1124215444,935409,7774,927635,6,0,6,11253207740,0,1124755799,1022509751,102234740,92943118,9117573,8288924,517031,469890,4122,3761,2046162206,224887366,2066587812,204461760,2046162206,2046162206,0,224718699,20424220,204294479,168666,1386,167280,1,0,1,2046162206,0,204458526,185875156,18586948,16897927,1610475,1464406,62628,56878,122,112
89925877760,27334189287,12528170044,2277849194,12528170049,11286900368,1241269676,11399659447,1128510597,11286900368,11286900368,0,1240331438,112751280,1127580158,938232,7799,930433,6,0,6,11286900368,0,1128122650,1025569451,102540630,93221359,9145138,8313995,518876,471572,4144,3781,2052288876,225560318,2072776091,205073103,2052288876,2052288876,0,225391151,20485824,204905327,169166,1391,167775,1,0,1,2052288876,0,205070261,186430795,18642483,16948413,1615390,1468886,62894,57120,123,113
90194313216,27415783867,12565567538,2284648695,12565567634,11320590891,1244976647,11433687259,1131880279,11320590891,11320590891,0,1244035605,113088545,1130947060,941036,7823,933213,6,0,6,11320590891,0,1131491538,1028631387,102846184,93499323,9172885,8339225,520828,473320,4170,3805,2058413231,226235464,2078961694,205687001,2058413231,2058413231,0,226065820,20547069,205518751,169643,1394,168249,1,0,1,2058413231,0,205683964,186988564,18698215,16999321,1620361,1473396,63155,57356,125,114
90462748672,27497378517,12602965073,2291448247,12602965197,11354283036,1248682037,11467715867,1135249206,11354283036,11354283036,0,1247738168,113424989,1134313179,943863,7842,936021,6,0,6,11354283036,0,1134858681,1031692707,103152185,93777428,9200376,8364171,522737,475051,4189,3822,2064539330,226908917,2085148908,206299339,2064539330,2064539330,0,226738770,20608179,206130591,170146,1399,168747,1,0,1,2064539330,0,206295885,187544815,18754005,17050119,1625352,1477956,63402,57586,126,115
90731184128,27578973061,12640362510,2298247840,12640362711,11387973355,1252389155,11501742638,1138619872,11387973355,11387973355,0,1251442484,113761423,1137681061,946665,7860,938805,6,0,6,11387973355,0,1138226462,1034754664,103459245,94056601,9227868,8389116,524709,476848,4200,3832,2070665374,227582466,2091336038,206911802,2070665374,2070665374,0,227411801,20669263,206742538,170664,1401,169263,1,0,1,2070665374,0,206907830,188101285,18809779,17100748,1630413,1482577,63652,57812,127,116
90999619584,27660567701,12677760099,2305047372,12677760230,11421664201,1256095898,11535769942,1141990157,11421664201,11421664201,0,1255146440,114097859,1141048581,949452,7882,941570,6,0,6,11421664201,0,1141594870,1037816990,103765425,94335114,9255390,8414126,526527,478492,4228,3859,2076790082,228257290,2097521870,207525502,2076790082,2076790082,0,228086110,20730379,207355731,171179,1409,169770,1,0,1,2076790082,0,207521527,188659325,18865203,17151222,1635370,1487040,63882,58027,128,117
