boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same
18790481920,5711621736,2651824409,407972996,2651824331,2432499627,219324782,2449364994,202459415,2432499627,2432499627,0,219226411,16864813,202361598,98371,554,97817,0,0,0,2432499627,0,202594700,187009423,15568234,14370878,1044201,963507,19276,17790,0,0,374253565,33719431,376847574,31125422,374253565,374253565,0,33704387,2593899,31110488,15044,110,14934,374253565,0,31175600,28776636,2388716,2204519,138942,128283,1129,1050
19058917376,5793216346,2689707546,413801216,2689707584,2467250878,222456668,2484357771,205349775,2467250878,2467250878,0,222356905,17106330,205250575,99763,563,99200,0,0,0,2467250878,0,205486249,189677770,15790776,14576349,1060215,978301,19665,18155,0,0,379599450,34201766,382230903,31570313,379599450,379599450,0,34186552,2631342,31555210,15214,111,15103,379599450,0,31621572,29187897,2422620,2235875,141205,130366,1155,1072
19327352832,5874811010,2727590813,419629386,2727590811,2501998973,225591840,2519347764,208243049,2501998973,2501998973,0,225490644,17348221,208142423,101196,570,100626,0,0,0,2501998973,0,208380474,192348773,16013791,14781991,1076303,993125,20076,18534,0,0,384944788,34684598,387613318,32016068,384944788,384944788,0,34669179,2668418,32000761,15419,112,15307,384944788,0,32067395,29599501,2457097,2267681,143502,132478,1185,1101
19595788288,5956405481,2765473976,425457541,2765473964,2536747873,228726103,2554337594,211136382,2536747873,2536747873,0,228623464,17589145,211034319,102639,576,102063,0,0,0,2536747873,0,211273418,195019033,16237012,14988212,1092509,1008125,20525,18949,0,0,390291643,35165898,392997190,32460351,390291643,390291643,0,35150240,2705435,32444805,15658,112,15546,390291643,0,32511993,30009860,2491182,2299160,145845,134649,1220,1136
19864223744,6038000059,2803357115,431285741,2803357203,2571494786,231862329,2589325933,214031182,2571494786,2571494786,0,231758296,17830564,213927732,104033,583,103450,0,0,0,2571494786,0,214168975,197691673,16459863,15193841,1108506,1022868,20952,19350,0,0,395639006,35646735,398381619,32904122,395639006,395639006,0,35630861,2742499,32888362,15874,114,15760,395639006,0,32956388,30420004,2525067,2330424,148169,136783,1237,1151
20132659200,6119594638,2841240300,437113924,2841240414,2606242581,234997719,2624314967,216925333,2606242581,2606242581,0,234892220,18071795,216820425,105499,591,104908,0,0,0,2606242581,0,217063532,200363418,16682904,15399754,1124422,1037522,21362,19731,0,0,400985585,36128339,403765483,33348441,400985585,400985585,0,36112244,2779784,33332460,16095,114,15981,400985585,0,33401248,30830415,2559230,2361939,150502,138930,1264,1176
20401094656,6201189142,2879123534,442942094,2879123514,2640991021,238132513,2659304650,219818884,2640991021,2640991021,0,238025518,18313029,219712489,106995,600,106395,0,0,0,2640991021,0,219957538,203034750,16905643,15605232,1140564,1052396,21773,20111,0,0,406331811,36610283,409148629,33793465,406331811,406331811,0,36593963,2816702,33777261,16320,116,16204,406331811,0,33846609,31241642,2593259,2393366,152802,141052,1293,1201
20669530112,6282783755,2917006738,448770312,2917006705,2675734725,241272013,2694289499,222717239,2675734725,2675734725,0,241163563,18554168,222609395,108450,606,107844,0,0,0,2675734725,0,222856705,205711096,17127805,15810385,1156852,1067395,22201,20519,0,0,411677214,37093098,414530797,34239515,411677214,411677214,0,37076556,2853466,34223090,16542,117,16425,411677214,0,34292834,31653877,2627301,2424812,155099,143175,1322,1226
20937965568,6364378340,2954889892,454598514,2954889934,2710484888,244405004,2729280456,225609436,2710484888,2710484888,0,244295104,18794954,225500150,109900,614,109286,0,0,0,2710484888,0,225748745,208380777,17350595,16016074,1173139,1082387,22625,20912,0,0,417024429,37574085,419915330,34683184,417024429,417024429,0,37557303,2890783,34666520,16782,118,16664,417024429,0,34737246,32063783,2661310,2456188,157398,145297,1349,1252
21206401024,6445972916,2992773021,460426727,2992773168,2745233709,247539312,2764269933,228503088,2745233709,2745233709,0,247427913,19035594,228392319,111399,630,110769,0,0,0,2745233709,0,228641420,211051045,17574085,16222559,1189360,1097415,23048,21300,0,0,422370318,38056409,425298364,35128363,422370318,422370318,0,38039416,2927923,35111493,16993,123,16870,422370318,0,35182771,32474948,2695532,2487802,159725,147456,1388,1287
21474836480,6527567585,3030656261,466254887,3030656437,2779981974,250674287,2799259959,231396302,2779981974,2779981974,0,250561543,19277347,231284196,112744,638,112106,0,0,0,2779981974,0,231536299,213722236,17796130,16427779,1205637,1112485,23477,21696,0,0,427716852,38538035,430681982,35572905,427716852,427716852,0,38520828,2965007,35555821,17207,123,17084,427716852,0,35627623,32885511,2729811,2519472,161964,149512,1430,1326
21743271936,6609162256,3068539468,472083096,3068539692,2814732857,253806611,2834252582,234286886,2814732857,2814732857,0,253692432,19519076,234173356,114179,649,113530,0,0,0,2814732857,0,234428280,216390956,18018534,16632967,1221661,1127289,23957,22144,0,0,433062960,39020136,436065263,36017833,433062960,433062960,0,39002704,3002178,36000526,17432,125,17307,433062960,0,36072929,33296436,2764053,2551108,164266,151631,1456,1351
22011707392,6690756766,3106422681,477911210,3106422875,2849478976,256943705,2869239492,237183189,2849478976,2849478976,0,256828101,19759854,237068247,115604,662,114942,0,0,0,2849478976,0,237325296,219065395,18240607,16838118,1237847,1142220,24351,22514,0,0,438409306,39501904,441448593,36462617,438409306,438409306,0,39484261,3039160,36445101,17643,127,17516,438409306,0,36518135,33707437,2798072,2582518,166574,153772,1480,1374
22280142848,6772351339,3144305910,483739395,3144306034,2884222066,260083844,2904223867,240082043,2884222066,2884222066,0,259966804,20001129,239965675,117040,672,116368,0,0,0,2884222066,0,240225079,221741995,18462756,17043474,1254180,1157282,24789,22924,0,0,443755627,39983768,446831847,36907548,443755627,443755627,0,39965859,3076092,36889767,17909,128,17781,443755627,0,36962720,34117985,2832671,2614401,168946,155969,1522,1412
22548578304,6853945901,3182189310,489567509,3182189082,2918969308,263220002,2939211945,242977365,2918969308,2918969308,0,263101544,20241951,242859593,118458,686,117772,0,0,0,2918969308,0,243119929,224414603,18685904,17249318,1270468,1172327,25243,23345,0,0,449102452,40465057,452215667,37351842,449102452,449102452,0,40446928,3113084,37333844,18129,131,17998,449102452,0,37407128,34528121,2866964,2646153,171278,158126,1558,1444
22817013760,6935540526,3220072411,495395699,3220072416,2953716199,266356212,2974200009,245872402,2953716199,2953716199,0,266236293,20483116,245753177,119919,694,119225,0,0,0,2953716199,0,246015615,227087328,18908491,17454939,1286529,1187183,25658,23727,0,0,454448670,40947029,457598856,37796843,454448670,454448670,0,40928683,3150052,37778631,18346,134,18212,454448670,0,37852561,34939454,2900920,2677431,173596,160257,1606,1489
23085449216,7017134964,3257955583,501223877,3257955504,2988463859,269491724,3009188086,248767497,2988463859,2988463859,0,269370371,20723521,248646850,121353,706,120647,0,0,0,2988463859,0,248910459,229760030,19131087,17660549,1302733,1202148,26092,24123,0,0,459794383,41429494,462981769,38242108,459794383,459794383,0,41410937,3187250,38223687,18557,136,18421,459794383,0,38298491,35350933,2934852,2708797,175958,162442,1636,1515
23353884672,7098729654,3295838891,507052065,3295838698,3023213260,272625631,3044178720,251660171,3023213260,3023213260,0,272502904,20964747,251538157,122727,713,122014,0,0,0,3023213260,0,251803567,232430169,19353730,17866220,1319069,1217227,26538,24541,0,0,465139881,41912184,468364196,38687869,465139881,465139881,0,41893391,3224179,38669212,18793,136,18657,465139881,0,38744739,35762984,2968758,2740158,178218,164518,1676,1552
23622320128,7180324317,3333722032,512880260,3333722025,3057961583,275760449,3079168132,254553900,3057961583,3057961583,0,275636303,21205831,254430472,124146,718,123428,0,0,0,3057961583,0,254697596,235101477,19576463,18071867,1335262,1232178,26982,24950,0,0,470486798,42393462,473748144,39132116,470486798,470486798,0,42374445,3261210,39113235,19017,136,18881,470486798,0,39189160,36173167,3003023,2771813,180552,166674,1710,1581
23890755584,7261918893,3371605274,518708458,3371605161,3092708281,278896993,3114156467,257448807,3092708281,3092708281,0,278771427,21447463,257323964,125566,723,124843,0,0,0,3092708281,0,257594012,237774627,19798435,18276757,1351529,1247191,27451,25389,0,0,475832396,42876062,479131039,39577419,475832396,475832396,0,42856832,3298507,39558325,19230,136,19094,475832396,0,39635138,36584679,3037036,2803176,182902,168851,1756,1619
24159191040,7343513507,3409488480,524536641,3409488386,3127454555,282033925,3149143745,260344735,3127454555,3127454555,0,281906934,21688460,260218474,126991,730,126261,0,0,0,3127454555,0,260490343,240448283,20020782,18482128,1367914,1262265,27895,25798,0,0,481178471,43358170,484514136,40022505,481178471,481178471,0,43338736,3335529,40003207,19434,136,19298,481178471,0,40080491,36995940,3071193,2834598,185266,171022,1786,1647
24427626496,7425108095,3447371675,530364822,3447371598,3162201349,285170326,3184131968,263239707,3162201349,3162201349,0,285041892,21929880,263112012,128434,739,127695,0,0,0,3162201349,0,263386618,243121678,20242792,18686869,1384118,1277226,28364,26239,0,0,486525303,43839519,489897673,40467149,486525303,486525303,0,43819873,3372234,40447639,19646,136,19510,486525303,0,40525343,37406840,3105162,2865985,187552,173141,1816,1673
24696061952,7506702809,3485254942,536193035,3485254832,3196949717,288305225,3219121528,266133414,3196949717,3196949717,0,288175343,22171060,266004283,129882,751,129131,0,0,0,3196949717,0,266280713,245792987,20465254,18892274,1400525,1292327,28851,26695,0,0,491871569,44321466,495281031,40912004,491871569,491871569,0,44301573,3409324,40892249,19893,138,19755,491871569,0,40970534,37817828,3139326,2897431,189859,175281,1854,1709
24964497408,7588297385,3523138192,542021211,3523137982,3231699218,291438974,3254110740,269027452,3231699218,3231699218,0,291307712,22410763,268896949,131262,759,130503,0,0,0,3231699218,0,269173741,248464570,20687589,19097627,1417069,1307622,29313,27130,0,0,497216791,44804420,500663420,41357791,497216791,497216791,0,44784310,3446490,41337820,20110,139,19971,497216791,0,41416471,38229391,3173660,2929168,192281,177512,1898,1749
25232932864,7669891939,3561021351,547849384,3561021204,3266445520,294575831,3289098400,271922951,3266445520,3266445520,0,294443059,22652115,271790944,132772,765,132007,0,0,0,3266445520,0,272069494,251137343,20910396,19303368,1433361,1322651,29808,27582,0,0,502562971,45286413,506046979,41802405,502562971,502562971,0,45266065,3483867,41782198,20348,141,20207,502562971,0,41861527,38639812,3208011,2960941,194588,179659,1939,1786
25501368320,7751486535,3598904519,553677604,3598904412,3301195201,297709318,3324088787,274815732,3301195201,3301195201,0,297575162,22892815,274682347,134156,771,133385,0,0,0,3301195201,0,274962191,253807724,21132825,19508731,1449847,1337869,30299,28023,0,0,507908885,45768719,511429880,42247724,507908885,507908885,0,45748147,3520854,42227293,20572,141,20431,507908885,0,42306703,39050810,3242502,2992821,196955,181829,1987,1833
25769803776,7833081004,3636787688,559505753,3636787563,3335940071,300847617,3359075125,277712563,3335940071,3335940071,0,300712044,23134271,277577773,135573,783,134790,0,0,0,3335940071,0,277859271,256481671,21355701,19714540,1466280,1353081,30792,28481,0,0,513255363,46250390,516813360,42692393,513255363,513255363,0,46229583,3557856,42671727,20807,141,20666,513255363,0,42751609,39461466,3276527,3024283,199417,184106,2030,1872
26038239232,7914675568,3674670823,565333937,3674670808,3370687426,303983397,3394064155,280606668,3370687426,3370687426,0,303846435,23375940,280470495,136962,789,136173,0,0,0,3370687426,0,280754238,259153525,21578164,19919729,1482778,1368330,31255,28911,0,0,518602735,46731202,522197355,43136582,518602735,518602735,0,46710189,3594478,43115711,21013,142,20871,518602735,0,43195751,39871744,3310697,3055871,201679,186193,2062,1903
26306674688,7996270091,3712554061,571162125,3712553905,3405436870,307117191,3429054579,283499482,3405436870,3405436870,0,306978775,23616914,283361861,138416,795,137621,0,0,0,3405436870,0,283647341,261824099,21800688,20125041,1498981,1383337,31765,29384,0,0,523949282,47212843,527581047,43581078,523949282,523949282,0,47191623,3631619,43560004,21220,146,21074,523949282,0,43640400,40282041,3345007,3087586,204112,188436,2104,1941
26575110144,8077864757,3750437270,576990318,3750437169,3440187876,310249394,3464046671,286390599,3440187876,3440187876,0,310109499,23857991,286251508,139895,804,139091,0,0,0,3440187876,0,286538527,264492801,22023466,20330531,1515250,1398334,32256,29842,0,0,529296090,47694228,532964905,44025413,529296090,529296090,0,47672780,3668668,44004112,21448,147,21301,529296090,0,44084962,40692425,3379244,3119127,206435,190586,2139,1974
26843545600,8159459264,3788320457,582818507,3788320300,3474935302,313385155,3499035222,289285235,3474935302,3474935302,0,313243807,24099105,289144702,141348,815,140533,0,0,0,3474935302,0,289433664,267165268,22245761,20535683,1531654,1413479,32728,30272,0,0,534643202,48175305,538348963,44469544,534643202,534643202,0,48153636,3705613,44448023,21669,148,21521,534643202,0,44529507,41102851,3413202,3150454,208759,192718,2168,2000
27111981056,8241053801,3826203611,588646669,3826203521,3509682561,316521050,3534022970,292180641,3509682561,3509682561,0,316378286,24339588,292038698,142764,821,141943,0,0,0,3509682561,0,292328635,269838162,22468530,20741370,1547943,1428487,33178,30679,0,0,539989818,48656851,543732638,44914031,539989818,539989818,0,48634970,3742671,44892299,21881,149,21732,539989818,0,44974111,41513185,3447522,3182178,211131,194901,2206,2035
27380416512,8322648421,3864086778,594474838,3864086805,3544431869,319654909,3569012996,295073782,3544431869,3544431869,0,319510707,24580299,294930408,144202,828,143374,0,0,0,3544431869,0,295221850,272509093,22690818,20946512,1564350,1443656,33689,31147,0,0,545336452,49138386,549116199,45358639,545336452,545336452,0,49116276,3779598,45336678,22110,149,21961,545336452,0,45418597,41923649,3481924,3213863,213518,197103,2237,2063
27648851968,8404242985,3901970003,600303027,3901969955,3579178602,322791401,3604000094,297969909,3579178602,3579178602,0,322645791,24820651,297825140,145610,841,144769,0,0,0,3579178602,0,298117939,275182947,22912902,21151699,1580787,1458900,34163,31594,0,0,550681816,49621211,554498859,45804168,550681816,550681816,0,49598881,3816893,45781988,22330,150,22180,550681816,0,45864365,42334981,3516334,3245613,215905,199293,2277,2101
27917287424,8485837579,3939853263,606131172,3939853144,3613921794,325931469,3638985161,300868102,3613921794,3613921794,0,325784438,25062514,300721924,147031,853,146178,0,0,0,3613921794,0,301017068,277858521,23135661,21357453,1597066,1473903,34643,32047,0,0,556027860,50103312,559881927,46249245,556027860,556027860,0,50080763,3853915,46226848,22549,152,22397,556027860,0,46309892,42746273,3550356,3277031,218198,201406,2317,2138
28185722880,8567432241,3977736432,611959407,3977736402,3648668106,329068326,3673971326,303765106,3648668106,3648668106,0,328919826,25302362,303617464,148500,858,147642,0,0,0,3648668106,0,303913112,280532988,23358012,21562796,1613523,1489129,35179,32551,0,0,561372737,50586670,565263934,46695473,561372737,561372737,0,50563912,3891044,46672868,22758,153,22605,561372737,0,46756315,43158349,3584684,3308754,220556,203591,2357,2174
28454158336,8649026761,4015619585,617787582,4015619594,3683414206,332205379,3708958698,306660887,3683414206,3683414206,0,332055493,25543627,306511866,149886,865,149021,0,0,0,3683414206,0,306809162,283206153,23580790,21768551,1629882,1504165,35659,32997,0,0,566718881,51068701,570647034,47140548,566718881,566718881,0,51045745,3928000,47117745,22956,153,22803,566718881,0,47201378,43569333,3618981,3340362,222991,205839,2395,2211
28722593792,8730621419,4053502829,623615753,4053502837,3718163253,335339576,3743949190,309553639,3718163253,3718163253,0,335188202,25785062,309403140,151374,875,150499,0,0,0,3718163253,0,309702048,285876213,23803857,21974308,1646150,1519180,36147,33439,0,0,572064295,51551458,576029654,47586099,572064295,572064295,0,51528301,3965206,47563095,23157,153,23004,572064295,0,47647233,43980804,3653224,3371978,225408,208064,2436,2249
