boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same
39191576576,11912810779,5530947680,850915126,5530947973,5073311303,457636377,5108501848,422445832,5073311303,5073311303,0,457428826,35189337,422239489,207550,1208,206342,1,0,1,5073311303,0,422596343,390084696,32487391,29990067,2288679,2112587,56410,52136,3,3,780560355,70354771,785970596,64944530,780560355,780560355,0,70323104,5410031,64913073,31667,210,31457,780560355,0,65012831,60011520,4987288,4603481,318917,294322,4068,3750
39460012032,11994405342,5568830953,856743306,5568831083,5108057594,460773359,5143489612,425341341,5108057594,5108057594,0,460564411,35430804,425133607,208947,1214,207733,1,0,1,5108057594,0,425492347,392757708,32709787,30195280,2305311,2127971,56963,52645,3,3,785906240,70837066,791353783,65389523,785906240,785906240,0,70805176,5447333,65357843,31890,210,31680,785906240,0,65458458,60422591,5021239,4634901,321358,296550,4121,3801
39728447488,12075999996,5606714141,862571517,5606714338,5142798809,463915332,5178471705,428242436,5142798809,5142798809,0,463704953,35671675,428033278,210378,1221,209157,1,0,1,5142798809,0,428392039,395434947,32933442,30401842,2321935,2143303,57534,53183,3,3,791251033,71320484,796735812,65835705,791251033,791251033,0,71288386,5484569,65803817,32098,210,31888,791251033,0,65905211,60834869,5055261,4666331,323742,298768,4172,3849
39996882944,12157594492,5644597303,868399704,5644597485,5177546367,467050936,5213460096,431137207,5177546367,5177546367,0,466839079,35912497,430926582,211856,1232,210624,1,0,1,5177546367,0,431286596,398106784,33156089,30607663,2338324,2158459,58066,53672,4,4,796596598,71803106,802118594,66281110,796596598,796596598,0,71770780,5521785,66248995,32326,211,32115,796596598,0,66351067,61246343,5089410,4697826,326085,300933,4218,3893
40265318400,12239189116,5682480497,874227889,5682480730,5212293638,470186859,5248449468,434031029,5212293638,5212293638,0,469973530,36154589,433818941,213328,1241,212087,1,0,1,5212293638,0,434181172,400777746,33378644,30813087,2355073,2173906,58637,54198,4,4,801942098,72285791,807501044,66726845,801942098,801942098,0,72253253,5558735,66694518,32538,211,32327,801942098,0,66796868,61658077,5123582,4729316,328526,303180,4277,3945
40533753856,12320783737,5720363694,880056094,5720363949,5247040701,473322993,5283438162,436925532,5247040701,5247040701,0,473108240,36396212,436712028,214752,1249,213503,1,0,1,5247040701,0,437075723,403449044,33601531,31018917,2371817,2189388,59165,54675,4,4,807288696,72767398,812884538,67171556,807288696,807288696,0,72734651,5595628,67139023,32747,214,32533,807288696,0,67241335,62068525,5157991,4761033,331006,305481,4319,3984
40802189312,12402378327,5758246915,885884277,5758247135,5281783802,476463113,5318422142,439824773,5281783802,5281783802,0,476246902,36637081,439609821,216210,1259,214951,1,0,1,5281783802,0,439973590,406124312,33825144,31225607,2388445,2204721,59719,55177,4,4,812634869,73249408,818267714,67616563,812634869,812634869,0,73216449,5632628,67583821,32959,217,32742,812634869,0,67686465,62479455,5192140,4792574,333475,307761,4369,4031
41070624768,12483972932,5796130115,891712461,5796130356,5316528521,479601594,5353408149,442721966,5316528521,5316528521,0,479383933,36878359,442505574,217660,1269,216391,1,0,1,5316528521,0,442870193,408798002,34048417,31431840,2405001,2219989,60318,55739,4,4,817980375,73732086,823649891,68062570,817980375,817980375,0,73698914,5669295,68029619,33172,221,32951,817980375,0,68132272,62891401,5226371,4824185,335854,309961,4417,4072
41339060224,12565567587,5834013367,897540621,5834013599,5351273503,482739864,5388393911,445619456,5351273503,5351273503,0,482520740,37119130,445401610,219123,1278,217845,1,0,1,5351273503,0,445767319,411472849,34271132,31637369,2421396,2235122,60889,56266,4,4,823325543,74215078,829032034,68508587,823325543,823325543,0,74181701,5706269,68475432,33377,222,33155,823325543,0,68578438,63303371,5260431,4855669,338371,312280,4461,4112
41607495680,12647162137,5871896470,903368837,5871896830,5386018327,485878143,5423379659,448516811,5386018327,5386018327,0,485657690,37360047,448297643,220452,1285,219167,1,0,1,5386018327,0,448664286,414147300,34494012,31843169,2437931,2250385,61457,56785,4,4,828671836,74697001,834415581,68953256,828671836,828671836,0,74663387,5743523,68919864,33614,222,33392,828671836,0,69023431,63713901,5294717,4887336,340733,314472,4506,4155
41875931136,12728756731,5909779750,909196987,5909779994,5420764495,489015255,5458367473,451412277,5420764495,5420764495,0,488793305,37601690,451191615,221949,1288,220661,1,0,1,5420764495,0,451560213,416819961,34716632,32048666,2454459,2265700,61997,57284,4,4,834017983,75179004,839798732,69398255,834017983,834017983,0,75145135,5780527,69364608,33869,222,33647,834017983,0,69468409,64124771,5328988,4918918,343173,316708,4565,4211
42144366592,12810351325,5947663099,915025104,5947663122,5455510301,492152798,5493355315,454307784,5455510301,5455510301,0,491929433,37843720,454085713,223364,1294,222070,1,0,1,5455510301,0,454456120,419492335,34939767,32254631,2470959,2280914,62583,57829,4,4,839364376,75660728,845182102,69843002,839364376,839364376,0,75626645,5817503,69809142,34083,223,33860,839364376,0,69913289,64535511,5363165,4950470,345571,318898,4620,4263
42412802048,12891945869,5985546257,920853308,5985546304,5490257716,495288541,5528343682,457202575,5490257716,5490257716,0,495063781,38084666,456979115,224759,1300,223459,1,0,1,5490257716,0,457350799,422164703,35162223,32459851,2487608,2296222,63147,58335,4,4,844712045,76141263,850566979,70286329,844712045,844712045,0,76106959,5854709,70252250,34304,225,34079,844712045,0,70356805,64944758,5397527,4982091,347964,321096,4663,4305
42681237504,12973540510,6023429530,926681453,6023429527,5525004703,498424827,5563331743,460097787,5525004703,5525004703,0,498198618,38325729,459872889,226208,1311,224897,1,0,1,5525004703,0,460245513,424836728,35385264,32665853,2504138,2311463,63698,58840,5,5,850058504,76622949,855950351,70731102,850058504,850058504,0,76588424,5891620,70696804,34525,227,34298,850058504,0,70801457,65355327,5431854,5013793,350398,323333,4715,4351
42949672960,13055135182,6061312753,932509631,6061312798,5559748650,501564103,5598316970,462995783,5559748650,5559748650,0,501336412,38566996,462769416,227690,1324,226366,1,0,1,5559748650,0,463144133,427512523,35607176,32870614,2520804,2326880,64294,59394,5,5,855403976,77105655,861332970,71176661,855403976,855403976,0,77070916,5928766,71142150,34739,228,34511,855403976,0,71247005,65766562,5466326,5045644,352821,325547,4764,4397
43218108416,13136729708,6099195914,938337814,6099195980,5594495235,504700679,5633305689,465890225,5594495235,5594495235,0,504471548,38809122,465662426,229130,1332,227798,1,0,1,5594495235,0,466038758,430183405,35830355,33076788,2537554,2342299,64875,59928,6,6,860749630,77588184,866715754,71622060,860749630,860749630,0,77553227,5965895,71587332,34957,229,34728,860749630,0,71692664,66177876,5500418,5077113,355318,327887,4827,4456
43486543872,13218324351,6137079159,944166016,6137079176,5629238444,507840715,5668290660,468788499,5629238444,5629238444,0,507610132,39050878,468559254,230582,1338,229244,1,0,1,5629238444,0,468937854,432859167,36052777,33282123,2554034,2357503,65461,60455,6,6,866095172,78070844,872098286,72067730,866095172,866095172,0,78035657,6002885,72032772,35187,229,34958,866095172,0,72138781,66589752,5534280,5108404,357727,330125,4869,4491
43754979328,13299918897,6174962331,949994184,6174962382,5663984219,510978112,5703277824,471684507,5663984219,5663984219,0,510746076,39292260,471453816,232035,1345,230690,1,0,1,5663984219,0,471833874,435532396,36275758,33487752,2570464,2372743,65974,60919,6,6,871441090,78553094,877481768,72512416,871441090,871441090,0,78517701,6040448,72477253,35393,230,35163,871441090,0,72584363,67000649,5568286,5139734,360137,332336,4915,4534
44023414784,13381513500,6212845594,955822366,6212845540,5698729824,514115770,5738265372,474580222,5698729824,5698729824,0,513882300,39534191,474348109,233469,1357,232112,1,0,1,5698729824,0,474729660,438204817,36499030,33693837,2587065,2388013,66537,61434,8,8,876786822,79035544,882864910,72957456,876786822,876786822,0,78999906,6077855,72922051,35638,233,35405,876786822,0,73029939,67411702,5602451,5171208,362546,334555,4970,4586
44291850240,13463108161,6250728967,961650510,6250728684,5733476402,517252565,5773253499,477475468,5733476402,5733476402,0,517017636,39775729,477241907,234928,1368,233560,1,0,1,5733476402,0,477624697,440876940,36722091,33899581,2603696,2403381,67144,61997,8,8,882133423,79517087,888248655,73401855,882133423,882133423,0,79481216,6114999,73366217,35871,233,35638,882133423,0,73474695,67822147,5636466,5202585,365045,336863,5010,4622
44560285696,13544702752,6288612077,967478741,6288611934,5768223041,520389036,5808241851,480370226,5768223041,5768223041,0,520152678,40017434,480135244,236357,1376,234981,1,0,1,5768223041,0,480520128,443549044,36944607,34105069,2620204,2418583,67731,62540,8,8,887478367,80000374,893630864,73847877,887478367,887478367,0,79964267,6152261,73812006,36107,236,35871,887478367,0,73921205,68234288,5670541,5233957,367463,339094,5058,4667
44828721152,13626297261,6326495248,973306901,6326495112,5802972121,523523127,5843231040,483264208,5802972121,5802972121,0,523285279,40257534,483027745,237847,1385,236462,1,0,1,5802972121,0,483413040,446220351,37167225,34310514,2636685,2433793,68320,63078,9,9,892824675,80482226,899014340,74292561,892824675,892824675,0,80445914,6189429,74256485,36312,236,36076,892824675,0,74366188,68644993,5704682,5265407,369937,341373,5107,4712
45097156608,13707891942,6364378440,979135128,6364378374,5837718306,526660134,5878218759,486159681,5837718306,5837718306,0,526420830,40499060,485921770,239303,1393,237910,1,0,1,5837718306,0,486308405,448892444,37390195,34516542,2653308,2449151,68913,63624,9,9,898170610,80964518,904397102,74738026,898170610,898170610,0,80928020,6226255,74701765,36498,237,36261,898170610,0,74811462,69056265,5739113,5297171,372296,343576,5149,4753
45365592064,13789486525,6402261695,984963319,6402261511,5872466036,529795659,5913207530,489054165,5872466036,5872466036,0,529554906,40740092,488814814,240752,1402,239350,1,0,1,5872466036,0,489202318,451563795,37613192,34722363,2669893,2464486,69493,64160,10,10,903516841,81446478,909780405,75182914,903516841,903516841,0,81409763,6263324,75146439,36715,240,36475,903516841,0,75256588,69467127,5773280,5328735,374691,345777,5204,4800
45634027520,13871081176,6440144872,990791518,6440144786,5907212646,532932226,5948195405,491949467,5907212646,5907212646,0,532689967,40981346,491708621,242258,1413,240845,1,0,1,5907212646,0,492097268,454235819,37836061,34928213,2686550,2479874,70076,64703,12,12,908862752,81928766,915163390,75628128,908862752,908862752,0,81891826,6300397,75591429,36940,241,36699,908862752,0,75701988,69878321,5807397,5360197,377195,348072,5246,4839
45902462976,13952675706,6478028047,996619691,6478027968,5941958551,536069496,5983182841,494845206,5941958551,5941958551,0,535825849,41222868,494602981,243646,1422,242224,1,0,1,5941958551,0,494993491,456909018,38058549,35133500,2703155,2495227,70642,65224,12,12,914208817,82410874,920546200,76073491,914208817,914208817,0,82373664,6337141,76036523,37210,242,36968,914208817,0,76146997,70289321,5841667,5391918,379709,350403,5291,4881
46170898432,14034270361,6515911402,1002447835,6515911124,5976705537,539205865,6018171070,497740332,5976705537,5976705537,0,538960806,41464102,497496704,245058,1431,243627,1,0,1,5976705537,0,497888632,459581321,38281182,35339012,2719755,2510598,71224,65760,13,13,919555193,82892642,925929428,76518407,919555193,919555193,0,82855202,6373993,76481209,37440,242,37198,919555193,0,76591794,70700074,5875954,5423578,382107,352626,5347,4931
46439333888,14115864995,6553794622,1008276035,6553794338,6011451846,542342776,6053157809,500636813,6011451846,6011451846,0,542096322,41704524,500391798,246453,1439,245014,1,0,1,6011451846,0,500784432,462254990,38503850,35544701,2736230,2525802,71796,66291,14,14,924899525,83376510,931311060,76964975,924899525,924899525,0,83338859,6411293,76927566,37651,242,37409,924899525,0,77038354,71112197,5910578,5455536,384524,354850,5403,4983
46707769344,14197459464,6591677776,1014104228,6591677460,6046198203,545479573,6088145745,503532031,6046198203,6046198203,0,545231650,41946096,503285554,247922,1446,246476,1,0,1,6046198203,0,503680544,464927822,38725837,35749710,2752877,2541189,72378,66819,14,14,930245367,83858861,936693794,77410434,930245367,930245367,0,83820968,6448185,77372783,37893,242,37651,930245367,0,77483677,71523411,5944867,5487214,386951,357109,5473,5049
46976204800,14279053955,6629560931,1019932390,6629560634,6080943598,548617333,6123133098,506427833,6080943598,6080943598,0,548367950,42188051,506179899,249382,1449,247933,1,0,1,6080943598,0,506576510,467600129,38948853,35955735,2769617,2556674,72956,67347,14,14,935591152,84341238,942076987,77855403,935591152,935591152,0,84303147,6485593,77817554,38091,242,37849,935591152,0,77929164,71934333,5979036,5518730,389413,359387,5534,5104
47244640256,14360648700,6667444109,1025760627,6667443964,6115692726,551751383,6158123990,509320119,6115692726,6115692726,0,551500632,42429807,509070825,250750,1457,249293,1,0,1,6115692726,0,509469792,470270199,39170968,36160563,2786326,2572171,73532,67878,14,14,940938152,84822475,947461089,78299538,940938152,940938152,0,84784172,6522694,78261478,38303,243,38060,940938152,0,78373750,72344628,6013059,5550129,391786,361577,5577,5144
47513075712,14442243302,6705327186,1031588886,6705327230,6150441145,554886041,6193112722,512214464,6150441145,6150441145,0,554633822,42670109,511963713,252218,1468,250750,1,0,1,6150441145,0,512363527,472941941,39393335,36365970,2802836,2587374,74110,68414,14,14,946283615,85305271,952843605,78745281,946283615,946283615,0,85266743,6559746,78706997,38528,244,38284,946283615,0,78819629,72756230,6047364,5581823,394118,363749,5632,5195
47781511168,14523837813,6743210468,1037416980,6743210365,6185190111,558020357,6228102310,515108158,6185190111,6185190111,0,557766732,42910723,514856009,253624,1476,252148,1,0,1,6185190111,0,515256701,475612886,39615792,36571366,2819517,2602782,74706,68959,16,16,951627938,85789042,958224918,79192062,951627938,951627938,0,85750309,6596736,79153573,38733,244,38489,951627938,0,79266475,73168933,6081567,5613395,396579,366001,5688,5244
48049946624,14605432371,6781093677,1043245164,6781093530,6219937710,561155967,6263090292,518003385,6219937710,6219937710,0,560900831,43151099,517749732,255135,1483,253652,1,0,1,6219937710,0,518150858,478285034,39838385,36776885,2836257,2618277,75315,69520,16,16,956974365,86270799,963608554,79636610,956974365,956974365,0,86231866,6633945,79597921,38933,244,38689,956974365,0,79711448,73579512,6115732,5644942,398938,368170,5748,5297
48318382080,14687027095,6818976841,1049073376,6818976878,6254686501,564290340,6298079604,520897237,6254686501,6254686501,0,564033820,43391611,520642209,256519,1492,255027,1,0,1,6254686501,0,521043638,480955956,40061355,36982537,2852910,2633643,75900,70056,17,17,962319586,86753790,968990689,80082687,962319586,962319586,0,86714645,6670856,80043789,39145,247,38898,962319586,0,80157480,73991497,6149956,5676498,401399,370443,5810,5351
48586817536,14768621647,6856860132,1054901500,6856860015,6289432458,567427674,6333066682,523793450,6289432458,6289432458,0,567169761,43632726,523537035,257912,1498,256414,1,0,1,6289432458,0,523938636,483628614,40285075,37188835,2869551,2648975,76482,70594,17,17,967666366,87235134,974374523,80526977,967666366,967666366,0,87195774,6707907,80487867,39360,250,39110,967666366,0,80601976,74401807,6184145,5708003,403798,372668,5855,5389
48855252992,14850216185,6894743226,1060729729,6894743230,6324182655,570560571,6368057369,526685857,6324182655,6324182655,0,570301183,43873207,526427976,259387,1507,257880,1,0,1,6324182655,0,526830590,486298546,40507383,37393956,2886141,2664331,77051,71125,18,18,973012727,87717002,979757883,80971846,973012727,973012727,0,87677434,6744904,80932530,39568,252,39316,973012727,0,81046883,74812583,6218353,5739553,406294,374961,5904,5433
49123688448,14931810841,6932626397,1066557936,6932626508,6358926804,573699593,6403042821,529583576,6358926804,6358926804,0,573438862,44114503,529324359,260730,1514,259216,1,0,1,6358926804,0,529727441,488972702,40730720,37600051,2903006,2679886,77676,71701,19,19,978359362,88198574,985141897,81416039,978359362,978359362,0,88158796,6782281,81376515,39778,254,39524,978359362,0,81491291,75222457,6252766,5771318,408786,377260,5953,5480
49392123904,15013405406,6970509659,1072386084,6970509663,6393673657,576836002,6438031200,532478459,6393673657,6393673657,0,576573797,44356025,532217772,262204,1518,260686,1,0,1,6393673657,0,532622847,491645087,40953264,37805413,2919371,2694976,78296,72277,19,19,983705368,88680716,990524826,81861258,983705368,983705368,0,88640729,6819203,81821526,39987,255,39732,983705368,0,81936626,75633568,6286807,5802835,411277,379583,6019,5540
49660559360,15094999978,7008392911,1078214252,7008392815,6428423014,579969897,6473021479,535371432,6428423014,6428423014,0,579706260,44596943,535109317,263636,1522,262114,1,0,1,6428423014,0,535515600,494315526,41175695,38010521,2936035,2710407,78911,72844,19,19,989051997,89162255,995908504,82305748,989051997,989051997,0,89122036,6856252,82265784,40219,255,39964,989051997,0,82381432,76044081,6320853,5834306,413672,381805,6079,5592
49928994816,15176594490,7046276182,1084042429,7046275879,6463173375,583102807,6508012935,538263247,6463173375,6463173375,0,582837683,44838028,537999655,265123,1532,263591,1,0,1,6463173375,0,538407128,496984436,41398303,38215987,2952788,2725875,79445,73338,19,19,994397406,89645023,1001291069,82751360,994397406,994397406,0,89604589,6893405,82711184,40434,258,40176,994397406,0,82827369,76455655,6354896,5865753,416197,384139,6127,5637
50197430272,15258189116,7084159372,1089870633,7084159111,6497918396,586240976,6542998613,541160759,6497918396,6497918396,0,585974402,45078676,540895726,266573,1541,265032,1,0,1,6497918396,0,541303076,499658115,41622007,38422628,2969298,2741114,80001,73849,20,20,999743900,90126733,1006674731,83195902,999743900,999743900,0,90086070,6930573,83155497,40663,258,40405,999743900,0,83272256,76866157,6389006,5897270,418639,386397,6169,5673
50465865728,15339783739,7122042532,1095698790,7122042417,6532663195,589379337,6577985026,544057506,6532663195,6532663195,0,589111335,45320281,543791054,268001,1550,266451,1,0,1,6532663195,0,544200161,502332156,41844528,38627907,2985986,2756524,80640,74447,20,20,1005090197,90608593,1012058411,83640379,1005090197,1005090197,0,90567731,6967956,83599775,40862,258,40604,1005090197,0,83717119,77276413,6423271,5928965,421121,388676,6220,5721
50734301184,15421378271,7159925663,1101526984,7159925624,6567411574,592514089,6612973931,546951732,6567411574,6567411574,0,592244604,45560803,546683801,269484,1554,267930,1,0,1,6567411574,0,547093841,505003757,42066911,38833184,3002621,2771865,81209,74974,22,21,1010435769,91091215,1017441122,84085862,1010435769,1010435769,0,91050156,7005095,84045061,41059,258,40801,1010435769,0,84162599,77687607,6457758,5960791,423508,390875,6291,5788
51002736640,15502972970,7197808943,1107355185,7197808842,6602158623,595650320,6647963067,549845876,6602158623,6602158623,0,595379408,45802878,549576530,270911,1566,269345,1,0,1,6602158623,0,549988156,507674597,42290049,39039057,3019406,2787361,81775,75494,22,21,1015782228,91572957,1022824445,84530740,1015782228,1015782228,0,91531681,7041959,84489722,41276,258,41018,1015782228,0,84607204,78098244,6492285,5992631,425849,393012,6343,5835
51271172096,15584567585,7235692135,1113183399,7235692051,6636901116,598791019,6682946337,552745798,6636901116,6636901116,0,598518638,46043646,552474992,272380,1575,270805,1,0,1,6636901116,0,552886306,510350515,42513922,39245688,3035969,2802678,82419,76090,22,21,1021127462,92055937,1028206665,84976734,1021127462,1021127462,0,92014449,7078944,84935505,41488,259,41229,1021127462,0,85052769,78509608,6526995,6024737,428280,395268,6405,5892
51539607552,15666162247,7273575353,1119011600,7273575294,6671648437,601926916,6717935112,555640241,6671648437,6671648437,0,601653064,46285092,555367972,273851,1583,272268,1,0,1,6671648437,0,555780925,513022121,42736564,39451221,3052576,2817998,82976,76611,23,21,1026472894,92538706,1033589116,85422484,1026472894,1026472894,0,92497017,7115961,85381056,41689,261,41428,1026472894,0,85498670,78921358,6561216,6056275,430672,397478,6459,5945
51808043008,15747756800,7311458621,1124839750,7311458429,6706397678,605060943,6752926212,558532409,6706397678,6706397678,0,604785671,46526945,558258726,275271,1589,273682,1,0,1,6706397678,0,558673231,515691167,42959631,39657036,3069213,2833337,83572,77164,24,22,1031818388,93021362,1038971565,85868185,1031818388,1031818388,0,92979444,7152914,85826530,41918,263,41655,1031818388,0,85944344,79332880,6595433,6087881,433143,399763,6524,6006
52076478464,15829351440,7349341736,1130667962,7349341742,6741145089,608196647,6787914496,561427240,6741145089,6741145089,0,607919905,46767810,561152095,276741,1597,275144,1,0,1,6741145089,0,561567509,518363093,43182395,39862624,3085773,2848609,84203,77746,25,23,1037163936,93504026,1044354209,86313753,1037163936,1037163936,0,93461889,7190009,86271880,42137,264,41873,1037163936,0,86389926,79744186,6629826,6119656,435548,401972,6589,6066
52344913920,15910946085,7387224986,1136496164,7387224935,6775889179,611335807,6822899764,564325222,6775889179,6775889179,0,611057630,47008982,564048648,278176,1603,276573,1,0,1,6775889179,0,564464715,521037725,43405494,40068458,3102530,2864083,84866,78359,25,23,1042509700,93986464,1049736927,86759237,1042509700,1042509700,0,93944093,7226961,86717132,42371,266,42105,1042509700,0,86835489,80155558,6663924,6151185,438038,404274,6642,6115
52613349376,15992540746,7425108252,1142324384,7425108110,6810635522,614472730,6857888003,567220249,6810635522,6810635522,0,614193081,47250872,566942209,279648,1609,278039,1,0,1,6810635522,0,567361219,523710853,43627178,40272954,3119213,2879482,85445,78896,26,24,1047854973,94469411,1055119452,87204932,1047854973,1047854973,0,94426849,7264211,87162638,42562,268,42294,1047854973,0,87281342,80567058,6698327,6182868,440473,406535,6707,6177
52881784832,16074135330,7462991489,1148152537,7462991304,6845382848,617608641,6892876669,570114820,6845382848,6845382848,0,617327575,47492203,569835372,281065,1618,279447,1,0,1,6845382848,0,570255913,526382685,43849828,40478442,3135759,2894762,86049,79459,26,24,1053199865,94952672,1060501437,87651100,1053199865,1053199865,0,94909900,7301301,87608599,42772,271,42501,1053199865,0,87727693,80979017,6732540,6214564,442903,408787,6764,6231
53150220288,16155729886,7500874726,1153980699,7500874461,6880130693,620744033,6927865414,573009312,6880130693,6880130693,0,620461556,47733089,572728467,282476,1632,280844,1,0,1,6880130693,0,573149907,529054324,44072431,40683903,3152553,2910210,86638,80006,27,24,1058545889,95434810,1065884400,88096299,1058545889,1058545889,0,95391818,7338238,88053580,42992,273,42719,1058545889,0,88172858,81390126,6766778,6246116,445370,411060,6812,6278
53418655744,16237324462,7538757926,1159808900,7538757636,6914879807,623878119,6962856027,575901899,6914879807,6914879807,0,623594172,47974583,575619589,283946,1637,282309,1,0,1,6914879807,0,576043225,531724386,44294511,40889081,3169151,2925516,87256,80580,29,26,1063892087,95916813,1071267995,88540905,1063892087,1063892087,0,95873620,7375635,88497985,43193,273,42920,1063892087,0,88618063,81800752,6800880,6277617,447827,413301,6850,6315
53687091200,16318919058,7576641099,1165637047,7576640912,6949627416,627013683,6997844490,578796609,6949627416,6949627416,0,626728302,48215428,578512874,285380,1646,283734,1,0,1,6949627416,0,578936864,534395520,44517664,41095204,3185882,2940979,87863,81145,29,26,1069237207,96399840,1076650611,88986436,1069237207,1069237207,0,96356451,7413129,88943322,43389,275,43114,1069237207,0,89064280,82212393,6834868,6308890,450397,415672,6906,6367
53955526656,16400513607,7614524295,1171465234,7614524078,6984373839,630150456,7032832632,581691663,6984373839,6984373839,0,629863675,48457135,581406540,286780,1658,285122,1,0,1,6984373839,0,581832423,537067862,44740092,41300481,3202663,2956458,88468,81713,29,26,1074582971,96882263,1082033634,89431600,1074582971,1074582971,0,96838657,7450386,89388271,43606,277,43329,1074582971,0,89509939,82623603,6868918,6340299,452838,417950,6962,6419
54223962112,16482108162,7652407546,1177293374,7652407242,7019122813,633284733,7067822080,584585466,7019122813,7019122813,0,632996513,48697603,584298910,288219,1664,286555,1,0,1,7019122813,0,584725201,539738710,44962859,41506027,3219351,2971868,89072,82278,30,27,1079928840,97364534,1087416738,89876636,1079928840,1079928840,0,97320689,7487619,89833070,43845,279,43566,1079928840,0,89954956,83034251,6903476,6372182,455237,420163,7020,6474
54492397568,16563702817,7690290642,1183121602,7690290573,7053869457,636421185,7102809302,587481340,7053869457,7053869457,0,636131491,48938169,587193322,289693,1676,288017,1,0,1,7053869457,0,587619561,542411187,45185960,41711806,3236225,2987427,89713,82873,32,29,1085274593,97847009,1092799559,90322043,1085274593,1085274593,0,97802944,7524687,90278257,44065,279,43786,1085274593,0,90400436,83445532,6937718,6403753,457714,422446,7076,6526
54760833024,16645297340,7728173900,1188949748,7728173692,7088615060,639558840,7137795946,590377954,7088615060,7088615060,0,639267765,49179193,590088572,291074,1693,289381,1,0,1,7088615060,0,590516172,545085271,45408479,41917190,3252743,3002623,90339,83459,32,29,1090619663,98330085,1098181741,90768007,1090619663,1090619663,0,98285790,7561797,90723993,44295,281,44014,1090619663,0,90846423,83857175,6972027,6435453,460213,424794,7127,6571
55029268480,16726891961,7766057102,1194777933,7766056926,7123363146,642693956,7172784737,593272365,7123363146,7123363146,0,642401488,49419885,592981603,292467,1706,290761,1,0,1,7123363146,0,593409638,547756311,45631427,42123196,3269390,3017999,90998,84065,35,32,1095965118,98812815,1103564311,91213622,1095965118,1095965118,0,98768298,7598912,91169386,44517,281,44236,1095965118,0,91292175,84268659,7006174,6466957,462763,427148,7186,6622
55297703936,16808486546,7803940276,1200606121,7803940149,7158111454,645828822,7207774268,596166008,7158111454,7158111454,0,645534922,49661098,595873824,293899,1716,292183,1,0,1,7158111454,0,596303484,550427380,45853634,42328263,3286152,3033510,91615,84637,37,34,1101311942,99294179,1108948248,91657873,1101311942,1101311942,0,99249447,7636024,91613423,44732,282,44450,1101311942,0,91736348,84678566,7040680,6498811,465176,429373,7243,6673
55566139392,16890081093,7841823453,1206434323,7841823317,7192857958,648965495,7242762035,599061418,7192857958,7192857958,0,648670113,49902352,598767761,295381,1725,293656,1,0,1,7192857958,0,599198161,553099201,46076825,42534398,3302862,3048931,92226,85195,39,36,1106657963,99776360,1114331312,92103011,1106657963,1106657963,0,99731397,7673064,92058333,44963,285,44678,1106657963,0,92181451,85089502,7075053,6530472,467592,431634,7301,6725
55834574848,16971675681,7879706632,1212262548,7879706501,7227607192,652099440,7277752185,601954447,7227607192,7227607192,0,651802638,50143261,601659377,296801,1732,295069,1,0,1,7227607192,0,602091450,555769949,46298883,42739441,3319415,3064178,92850,85772,40,37,1112004187,100258361,1119714561,92547987,1112004187,1112004187,0,100213183,7710088,92503095,45178,286,44892,1112004187,0,92626519,85500377,7109196,6561994,470119,433953,7349,6771
56103010304,17053270261,7917589773,1218090736,7917589752,7262352338,655237435,7312738252,604851521,7262352338,7262352338,0,654939224,50384172,604555052,298210,1742,296468,1,0,1,7262352338,0,604988198,558444272,46521309,42944704,3336236,3079721,93439,86316,42,39,1117349960,100740776,1125097456,92993280,1117349960,1117349960,0,100695373,7747210,92948163,45403,286,45117,1117349960,0,93071905,85911431,7143529,6593719,472532,436188,7407,6825
56371445760,17134864867,7955472985,1223918903,7955472979,7297096947,658376038,7347724443,607748542,7297096947,7297096947,0,658076336,50625750,607450586,299701,1746,297955,1,0,1,7297096947,0,607885611,561118328,46743700,43150196,3352918,3095131,94065,86892,42,39,1122696117,101222786,1130480812,93438091,1122696117,1122696117,0,101177161,7784406,93392755,45625,289,45336,1122696117,0,93516681,86321833,7178006,6625596,475011,438449,7463,6877
