boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same
36507222016,11096864775,5240186126,616492431,5240186218,4914261075,325925051,4933424882,306761244,4914261075,4914261075,0,325859820,19163583,306696237,65231,224,65007,4914261075,0,307044676,288986251,17996537,16939734,813749,765693,4858,4559,578180450,38311981,580431391,36061040,578180450,578180450,0,38304418,2250912,36053506,7563,29,7534,578180450,0,36123376,34000612,2104621,1980943,76299,71834,122,117
36775657472,11178459371,5278716901,621025492,5278716978,4950391597,328325304,4969696787,309020114,4950391597,4950391597,0,328259595,19304963,308954632,65709,227,65482,4950391597,0,309304963,291113311,18129304,17064762,820404,771941,4924,4618,582431842,38593650,584699211,36326281,582431842,582431842,0,38586028,2267340,36318688,7622,29,7593,582431842,0,36388923,34250658,2119986,1995418,76995,72493,124,119
37044092928,11260053963,5317247601,625558558,5317247804,4986524601,330723000,5005970845,311276756,4986524601,4986524601,0,330656767,19446016,311210751,66233,228,66005,4986524601,0,311561841,293237379,18262649,17190277,827275,778405,5002,4690,586682946,38875612,588966598,36591960,586682946,586682946,0,38867932,2283623,36584309,7680,29,7651,586682946,0,36654550,34500956,2135586,2010105,77670,73127,126,121
37312528384,11341648587,5355778464,630091567,5355778556,5022657341,333121123,5042244650,313533814,5022657341,5022657341,0,333054398,19587080,313467318,66725,229,66496,5022657341,0,313820415,295363123,18394926,17314708,834002,784745,5055,4742,590934088,39157479,593234289,36857278,590934088,590934088,0,39149740,2300172,36849568,7739,29,7710,590934088,0,36919885,34750705,2151372,2024976,78355,73764,128,123
37580963840,11423243298,5394309359,634624562,5394309377,5058789969,335519390,5078518431,315790928,5058789969,5058789969,0,335452197,19728229,315723968,67193,233,66960,5058789969,0,316078970,297488756,18527298,17439250,840817,791167,5112,4795,595185872,39438690,597502374,37122188,595185872,595185872,0,39430889,2316473,37114416,7801,29,7772,595185872,0,37184927,35000362,2166826,2039553,79005,74377,131,124
37849399296,11504837837,5432840129,639157623,5432840085,5094921500,337918629,5114791385,318048744,5094921500,5094921500,0,337850877,19869649,317981228,67752,236,67516,5094921500,0,318337772,299614466,18660281,17564317,847636,797577,5188,4868,599436700,39720923,601769786,37387837,599436700,599436700,0,39713067,2333057,37380010,7856,29,7827,599436700,0,37450836,35250625,2182382,2054211,79715,75048,134,126
38117834752,11586432494,5471370996,643690711,5471370787,5131053856,340317140,5151065225,320305771,5131053856,5131053856,0,340248885,20011130,320237755,68255,239,68016,5131053856,0,320596077,301739508,18793145,17689343,854403,803969,5260,4935,603687546,40003165,606037284,37653427,603687546,603687546,0,39995258,2349709,37645549,7907,29,7878,603687546,0,37716731,35500857,2197977,2068852,80411,75709,139,131
38386270208,11668027070,5509901655,648223714,5509901701,5167183704,342717951,5187336192,322565463,5167183704,5167183704,0,342649257,20152245,322497012,68694,243,68451,5167183704,0,322856981,303867653,18925902,17814141,861046,810221,5328,4997,607937336,40286378,610303966,37919748,607937336,607937336,0,40278404,2366601,37911803,7974,29,7945,607937336,0,37983630,35751855,2213564,2083476,81071,76341,139,131
38654705664,11749621670,5548432492,652756712,5548432466,5203314831,345117661,5223608980,324823512,5203314831,5203314831,0,345048500,20293905,324754595,69161,244,68917,5203314831,0,325116374,305993573,19058800,17939264,867923,816694,5403,5064,612188334,40568378,614571333,38185379,612188334,612188334,0,40560329,2382970,38177359,8049,29,8020,612188334,0,38249384,36002218,2229096,2098071,81710,76939,139,131
38923141120,11831216297,5586963142,657289774,5586963381,5239447045,347516097,5259882341,327080801,5239447045,5239447045,0,347446494,20435051,327011443,69603,245,69358,5239447045,0,327375085,308119385,19191282,18063878,874658,823053,5469,5127,616439716,40850058,618839313,38450461,616439716,616439716,0,40841956,2399568,38442388,8102,29,8073,616439716,0,38514552,36251777,2244860,2112893,82399,77581,145,137
39191576576,11912810779,5625493857,661822821,5625494101,5275581288,349912569,5296157722,329336135,5275581288,5275581288,0,349842487,20576187,329266300,70082,247,69835,5275581288,0,329631788,310243292,19323674,18188347,881480,829462,5545,5199,620691287,41131534,623107462,38715359,620691287,620691287,0,41123377,2416146,38707231,8157,29,8128,620691287,0,38779711,36501358,2260419,2127496,83100,78238,147,139
39460012032,11994405342,5664024758,666355792,5664024792,5311712598,352312160,5332430286,331594472,5311712598,5311712598,0,352241611,20717440,331524171,70549,248,70301,5311712598,0,331891407,312369884,19456358,18313187,888256,835858,5590,5242,624942449,41413343,627375082,38980710,624942449,624942449,0,41405124,2432603,38972521,8219,30,8189,624942449,0,39045095,36751237,2276101,2142268,83781,78877,147,139
39728447488,12075999996,5702555576,670888843,5702555577,5347846680,354708896,5368705291,333850285,5347846680,5347846680,0,354637880,20858361,333779519,71016,250,70766,5347846680,0,334148084,314493706,19589113,18438243,895024,842261,5659,5309,629193573,41695270,631643029,39245814,629193573,629193573,0,41686996,2449426,39237570,8274,30,8244,629193573,0,39310685,37001031,2291664,2156835,84498,79563,149,141
39996882944,12157594492,5741086361,675421855,5741086276,5383981905,357104456,5404981205,336105156,5383981905,5383981905,0,357032985,20999049,336033936,71471,251,71220,5383981905,0,336403214,316616387,19722206,18563506,901842,848675,5723,5368,633444705,41977150,635910634,39511221,633444705,633444705,0,41968818,2465899,39502919,8332,30,8302,633444705,0,39576202,37251099,2307294,2171483,85172,80195,150,142
40265318400,12239189116,5779617058,679954907,5779617151,5420114312,359502746,5441254758,338362300,5420114312,5420114312,0,359430811,21140194,338290617,71935,252,71683,5420114312,0,338661783,318741943,19854535,18688170,908696,855067,5797,5437,637695818,42259089,640178412,39776495,637695818,637695818,0,42250699,2482564,39768135,8390,30,8360,637695818,0,39841744,37500910,2322947,2186244,85854,80835,154,146
40533753856,12320783737,5818147798,684487954,5818147985,5456247131,361900667,5477528230,340619568,5456247131,5456247131,0,361828219,21280846,340547373,72448,253,72195,5456247131,0,340919682,320867569,19987199,18812862,915477,861444,5861,5498,641946781,42541173,644445898,40042056,641946781,641946781,0,42532733,2499087,40033646,8440,30,8410,641946781,0,40107556,37751138,2338470,2200867,86548,81490,159,151
40802189312,12402378327,5856678606,689021001,5856678720,5492381280,364297326,5513803276,342875330,5492381280,5492381280,0,364224386,21421739,342802647,72940,257,72683,5492381280,0,343176187,322991564,20119913,18937606,922366,867922,5920,5555,646197662,42823339,648713243,40307758,646197662,646197662,0,42814837,2515551,40299286,8502,30,8472,646197662,0,40373426,38001523,2354002,2215452,87249,82159,160,152
41070624768,12483972932,5895209412,693554015,5895209505,5528513758,366695654,5550076271,345133141,5528513758,5528513758,0,366622216,21562254,345059962,73438,259,73179,5528513758,0,345434216,325117346,20252788,19062592,929217,874398,5995,5626,650448900,43105115,652981122,40572893,650448900,650448900,0,43096562,2532192,40564370,8553,30,8523,650448900,0,40638906,38251336,2369545,2230075,87947,82803,164,156
41339060224,12565567587,5933740227,698087106,5933740254,5564645497,369094730,5586348955,347391272,5564645497,5564645497,0,369020768,21703197,347317571,73962,261,73701,5564645497,0,347692529,327243080,20386107,19187977,936075,880828,6057,5686,654699309,43387797,657248247,40838859,654699309,654699309,0,43379186,2548908,40830278,8611,30,8581,654699309,0,40905257,38501905,2385113,2244742,88651,83474,165,157
41607495680,12647162137,5972271062,702620106,5972270969,5600776663,371494399,5622621610,349649452,5600776663,5600776663,0,371419903,21844685,349575218,74496,262,74234,5600776663,0,349951691,329369032,20519474,19313479,942620,886965,6118,5742,658950881,43669225,661516318,41103788,658950881,658950881,0,43660563,2565407,41095156,8662,30,8632,658950881,0,41170345,38751495,2400704,2259367,89347,84135,167,159
41875931136,12728756731,6010801822,707153137,6010801772,5636911244,373890578,5658896747,351905075,5636911244,5636911244,0,373815614,21985240,351830374,74964,263,74701,5636911244,0,352207534,331492579,20652368,19438525,949522,893463,6190,5807,663202083,43951054,665784098,41369039,663202083,663202083,0,43942339,2581985,41360354,8715,30,8685,663202083,0,41435858,39001396,2416263,2274002,90048,84795,170,161
42144366592,12810351325,6049332646,711686166,6049332513,5673044545,376288101,5695170338,354162308,5673044545,5673044545,0,376212619,22125526,354087093,75482,267,75215,5673044545,0,354464679,333617724,20785390,19563672,956283,899816,6267,5881,667452806,44233360,670051337,41634829,667452806,667452806,0,44224589,2598501,41626088,8771,30,8741,667452806,0,41701627,39251629,2432069,2288874,90721,85423,172,162
42412802048,12891945869,6087863404,716219183,6087863282,5709175975,378687429,5731442842,356420562,5709175975,5709175975,0,378611469,22266599,356344870,75960,268,75692,5709175975,0,356723867,335744026,20918122,19688640,963143,906257,6337,5947,671703688,44515495,674318795,41900388,671703688,671703688,0,44506674,2615077,41891597,8821,30,8791,671703688,0,41967502,39501827,2447600,2303550,91397,86055,175,165
42681237504,12973540510,6126394167,720752248,6126394095,5745308135,381086032,5767716070,358678097,5745308135,5745308135,0,381009554,22407664,358601890,76478,271,76207,5745308135,0,358982324,337869769,21050924,19813474,969902,912637,6404,6010,675954306,44797942,678586186,42166062,675954306,675954306,0,44789064,2631850,42157214,8878,30,8848,675954306,0,42233579,39752144,2463247,2318222,92062,86682,176,166
42949672960,13055135182,6164924876,725285323,6164924983,5781440328,383484548,5803988947,360935929,5781440328,5781440328,0,383407601,22548347,360859254,76947,272,76675,5781440328,0,361239891,339994981,21184422,19939043,976797,919138,6491,6092,680204894,45080429,682853310,42432013,680204894,680204894,0,45071499,2648386,42423113,8930,30,8900,680204894,0,42499751,40002743,2478818,2332863,92751,87338,179,169
43218108416,13136729708,6203455644,729818332,6203455732,5817573720,385881924,5840263594,363192050,5817573720,5817573720,0,385804487,22689600,363114887,77437,274,77163,5817573720,0,363497165,342119310,21317049,20063757,983704,925655,6569,6165,684456263,45362069,687121200,42697132,684456263,684456263,0,45353086,2664907,42688179,8983,30,8953,684456263,0,42764893,40252346,2494563,2347667,93448,87994,182,172
43486543872,13218324351,6241986502,734351353,6241986496,5853707323,388279179,5876538094,365448408,5853707323,5853707323,0,388201277,22830494,365370783,77902,277,77625,5853707323,0,365754701,344244052,21449375,20188391,990581,932125,6620,6215,688708018,45643335,691389535,42961818,688708018,688708018,0,45634289,2681487,42952802,9046,30,9016,688708018,0,43029688,40501536,2510266,2362427,94151,88665,184,174
43754979328,13299918897,6280517161,738884379,6280517357,5889839294,390677867,5912811267,367705894,5889839294,5889839294,0,390599502,22971693,367627809,78365,280,78085,5889839294,0,368013282,346369640,21582095,20313296,997436,938592,6689,6281,692959070,45925309,695657196,43227183,692959070,692959070,0,45916201,2698096,43218105,9108,30,9078,692959070,0,43295450,40751699,2525722,2376904,94843,89326,186,176
44023414784,13381513500,6319048017,743417377,6319048106,5925972040,393075977,5949084971,369963046,5925972040,5925972040,0,392997143,23112649,369884494,78834,282,78552,5925972040,0,370271303,348494841,21714692,20438114,1004385,945187,6763,6352,697209829,46207548,699924366,43493011,697209829,697209829,0,46198375,2714507,43483868,9173,30,9143,697209829,0,43561387,41002214,2541296,2391534,95505,89944,187,176
44291850240,13463108161,6357578815,747950464,6357578882,5962104040,395474775,5985357959,372220856,5962104040,5962104040,0,395395469,23253634,372141835,79306,285,79021,5962104040,0,372529704,350620685,21847663,20563112,1011267,951621,6835,6417,701461027,46489437,704192196,43758268,701461027,701461027,0,46480194,2731138,43749056,9243,31,9212,701461027,0,43826796,41251960,2557023,2406323,96185,90594,190,179
44560285696,13544702752,6396109504,752483526,6396109722,5998238194,397871310,6021632693,374476811,5998238194,5998238194,0,397791511,23394214,374397297,79799,285,79514,5998238194,0,374785752,352744358,21980771,20688396,1018095,958070,6893,6473,705712141,46771385,708459985,44023541,705712141,705712141,0,46762087,2747813,44014274,9298,31,9267,705712141,0,44092555,41501979,2572418,2420828,96923,91287,191,180
44828721152,13626297261,6434640175,757016542,6434640544,6034370353,400269822,6057905656,376734519,6034370353,6034370353,0,400189509,23535013,376654496,80313,290,80023,6034370353,0,377044015,354870026,22113593,20813443,1024944,964491,6957,6536,709962903,47053639,712727308,44289234,709962903,709962903,0,47044280,2764372,44279908,9359,33,9326,709962903,0,44358331,41752146,2588125,2435626,97627,91950,197,186
45097156608,13707891942,6473171025,761549575,6473171342,6070504135,402666890,6094180274,378990751,6070504135,6070504135,0,402586050,23675847,378910203,80840,292,80548,6070504135,0,379301498,356994834,22245760,20937837,1031756,970924,7036,6608,714213752,47335823,716994738,44554837,714213752,714213752,0,47326409,2780953,44545456,9414,33,9381,714213752,0,44624041,42002272,2603836,2450388,98334,92609,198,187
45365592064,13789486525,6511701813,766082609,6511702103,6106636347,405065466,6130453126,381248687,6106636347,6106636347,0,404984150,23816486,381167664,81316,293,81023,6106636347,0,381559973,359120849,22378409,21062711,1038654,977419,7114,6685,718464117,47618492,721261809,44820800,718464117,718464117,0,47609022,2797659,44811363,9470,33,9437,718464117,0,44890385,42252872,2619389,2465019,99049,93284,199,188
45634027520,13871081176,6550232736,770615630,6550232810,6142769374,407463362,6166727616,383505120,6142769374,6142769374,0,407381541,23957948,383423593,81821,294,81527,6142769374,0,383817259,361244799,22511649,21188217,1045450,983829,7183,6748,722714976,47900654,725529284,45086346,722714976,722714976,0,47891121,2814274,45076847,9533,34,9499,722714976,0,45156089,42502932,2635046,2479751,99786,93975,200,189
45902462976,13952675706,6588763478,775148657,6588763571,6178902150,409861328,6203001214,385762264,6178902150,6178902150,0,409779002,24098767,385680235,82326,297,82029,6178902150,0,386074970,363369741,22644326,21313244,1052458,990441,7248,6809,726966562,48182095,729797458,45351199,726966562,726966562,0,48172500,2830862,45341638,9595,34,9561,726966562,0,45421307,42752493,2650552,2494353,100439,94601,202,191
46170898432,14034270361,6627294222,779681684,6627294455,6215034157,412260065,6239274430,388019792,6215034157,6215034157,0,412177272,24239975,387937297,82793,298,82495,6215034157,0,388333090,365494868,22777477,21438629,1059377,996914,7328,6886,731217481,48464203,734065076,45616608,731217481,731217481,0,48454551,2847560,45606991,9652,35,9617,731217481,0,45687064,43002489,2666141,2509051,101144,95260,202,191
46439333888,14115864995,6665824989,784214705,6665825301,6251165555,414659434,6275547539,390277450,6251165555,6251165555,0,414576181,24381684,390194497,83253,300,82953,6251165555,0,390591331,367619583,22911125,21564461,1066318,1003492,7407,6961,735468195,48746510,738332522,45882183,735468195,735468195,0,48736806,2864292,45872514,9704,35,9669,735468195,0,45952705,43252348,2682049,2524047,101848,95926,204,193
46707769344,14197459464,6704355682,788747776,6704356006,6287298475,417057207,6311821650,392534032,6287298475,6287298475,0,416973424,24522874,392450550,83783,301,83482,6287298475,0,392848580,369743834,23044194,21689754,1073179,1009939,7471,7023,739719077,49028699,742600045,46147731,739719077,739719077,0,49018928,2880933,46137995,9771,35,9736,739719077,0,46218411,43502391,2697757,2538820,102552,96587,208,197
46976204800,14279053955,6742886485,793280783,6742886687,6323433043,419453442,6348097622,394788863,6323433043,6323433043,0,419369139,24664277,394704862,84303,302,84001,6323433043,0,395104679,371866892,23176853,21814457,1080071,1016427,7536,7086,743970076,49310707,746867491,46413292,743970076,743970076,0,49300886,2897380,46403506,9821,35,9786,743970076,0,46483945,43752449,2713461,2553604,103268,97252,212,201
47244640256,14360648700,6781417321,797813832,6781417547,6359562796,421854525,6384369119,397048202,6359562796,6359562796,0,421769726,24806020,396963706,84799,303,84496,6359562796,0,397365460,373994262,23309784,21939471,1086879,1022824,7603,7149,748220942,49592890,751135150,46678682,748220942,748220942,0,49583009,2914173,46668836,9881,35,9846,748220942,0,46749692,44002363,2729149,2568366,103952,97902,216,205
47513075712,14442243302,6819948080,802346894,6819948328,6395696043,424252037,6420643258,399304822,6395696043,6395696043,0,424166766,24946912,399219854,85271,303,84968,6395696043,0,399622926,376118980,23442474,22064404,1093692,1029256,7674,7214,752471546,49875348,755402270,46944624,752471546,752471546,0,49865406,2930689,46934717,9942,35,9907,752471546,0,47015808,44252873,2744724,2583066,104655,98570,219,208
47781511168,14523837813,6858478736,806879959,6858479118,6431828764,426649972,6456916613,401562123,6431828764,6431828764,0,426564234,25087545,401476689,85738,304,85434,6431828764,0,401881268,378244749,23574534,22188810,1100690,1035851,7742,7279,756722487,50157472,759669854,47210105,756722487,756722487,0,50147481,2947332,47200149,9991,35,9956,756722487,0,47281502,44502872,2760413,2597848,105342,99216,224,213
48049946624,14605432371,6897009529,811412948,6897009894,6467962009,429047520,6493191162,403818367,6467962009,6467962009,0,428961337,25228846,403732491,86183,307,85876,6467962009,0,404138615,380368929,23707234,22313776,1107658,1042425,7830,7361,760973287,50439661,763937456,47475492,760973287,760973287,0,50429620,2964134,47465486,10041,35,10006,760973287,0,47547186,44752767,2776141,2612609,106067,99896,226,214
48318382080,14687027095,6935540433,815946000,6935540662,6504094927,431445506,6529464765,406075668,6504094927,6504094927,0,431358793,25369529,405989264,86713,309,86404,6504094927,0,406396321,382494130,23839900,22438701,1114673,1049004,7899,7429,765223855,50722145,768204760,47741240,765223855,765223855,0,50712053,2980870,47731183,10092,35,10057,765223855,0,47813349,45003124,2791692,2627271,106783,100571,229,217
48586817536,14768621647,6974071288,820479026,6974071333,6540227772,433843516,6565738334,408332954,6540227772,6540227772,0,433756283,25510251,408246032,87233,311,86922,6540227772,0,408653902,384619128,23972892,22563964,1121524,1055455,7965,7485,769475218,51003808,772472475,48006551,769475218,769475218,0,50993665,2997222,47996443,10143,35,10108,769475218,0,48078307,45252658,2807598,2642295,107530,101272,230,218
48855252992,14850216185,7012601963,825012071,7012602151,6576359881,436242082,6602011891,410590072,6576359881,6576359881,0,436154347,25651699,410502648,87735,311,87424,6576359881,0,410911535,386743584,24106276,22689492,1128489,1062007,8047,7565,773725791,51286280,776739627,48272444,773725791,773725791,0,51276078,3013801,48262277,10202,35,10167,773725791,0,48344312,45503069,2823324,2657084,108209,101903,233,221
49123688448,14931810841,7051132813,829545133,7051132895,6612494620,438638193,6638287318,412845495,6612494620,6612494620,0,438549974,25792387,412757587,88219,311,87908,6612494620,0,413167603,388867261,24238913,22814255,1135328,1068428,8130,7643,777975891,51569242,781006100,48539033,777975891,777975891,0,51558989,3030174,48528815,10253,35,10218,777975891,0,48610781,45754078,2839023,2671907,108947,102604,238,226
49392123904,15013405406,7089663491,834078154,7089663761,6648626731,441036760,6674560686,415102805,6648626731,6648626731,0,440948030,25933640,415014390,88730,315,88415,6648626731,0,415425508,390992254,24372145,22939574,1142177,1074857,8200,7705,782226089,51852065,785272911,48805243,782226089,782226089,0,51841747,3046787,48794960,10318,35,10283,782226089,0,48877498,46005148,2854356,2686323,109652,103260,241,229
49660559360,15094999978,7128194278,838611182,7128194518,6684760088,443434190,6710834974,417359304,6684760088,6684760088,0,443345004,26074569,417270435,89186,317,88869,6684760088,0,417682827,393116915,24504710,23064295,1149198,1081455,8269,7770,786476047,52135135,789539406,49071776,786476047,786476047,0,52124750,3063324,49061426,10385,35,10350,786476047,0,49144065,46256117,2870066,2701142,110375,103935,244,232
49928994816,15176594490,7166724989,843144226,7166725275,6720896289,445828700,6747112155,419612834,6720896289,6720896289,0,445739065,26215548,419523517,89635,318,89317,6720896289,0,419936830,395238201,24637699,23189448,1156186,1088021,8350,7847,790727438,52416788,793807209,49337017,790727438,790727438,0,52406352,3079736,49326616,10436,35,10401,790727438,0,49409443,46506022,2885543,2715714,111122,104648,244,232
50197430272,15258189116,7205255919,847677224,7205255973,6757027945,448227974,6783384601,421871318,6757027945,6757027945,0,448137849,26356332,421781517,90125,324,89801,6757027945,0,422195741,397364637,24770642,23314513,1163036,1094447,8430,7920,794977927,52699297,798074290,49602934,794977927,794977927,0,52688800,3096328,49592472,10497,35,10462,794977927,0,49675637,46756572,2901059,2730326,111856,105339,248,235
50465865728,15339783739,7243786767,852210286,7243786686,6793163148,450623619,6819660562,424126205,6793163148,6793163148,0,450533018,26497087,424035931,90601,327,90274,6793163148,0,424451215,399487740,24903366,23439282,1169939,1100924,8498,7985,799227360,52982926,802340335,49869951,799227360,799227360,0,52972381,3112940,49859441,10545,35,10510,799227360,0,49942671,47008008,2916915,2745227,112541,105965,254,241
50734301184,15421378271,7282317420,856743350,7282317501,6829298076,453019344,6855936676,426380744,6829298076,6829298076,0,452928218,26638272,426289946,91126,328,90798,6829298076,0,426706847,401610418,25035919,23564024,1176869,1107439,8583,8065,803478393,53264957,806607903,50135447,803478393,803478393,0,53254372,3129475,50124897,10585,35,10550,803478393,0,50208285,47258036,2932579,2759985,113252,106633,256,243
51002736640,15502972970,7320848341,861276383,7320848246,6865427632,455420709,6892207529,428640812,6865427632,6865427632,0,455329106,26779569,428549537,91603,328,91275,6865427632,0,428967496,403738008,25169183,23689476,1183776,1113924,8651,8129,807728936,53547447,810875060,50401323,807728936,807728936,0,53536802,3146089,50390713,10645,35,10610,807728936,0,50474383,47508533,2948184,2774613,113977,107322,258,245
51271172096,15584567585,7359379174,865809411,7359379000,6901562224,457816950,6928483141,430896033,6901562224,6901562224,0,457724891,26920588,430804303,92059,329,91730,6901562224,0,431222896,405860776,25302564,23814895,1190722,1120449,8709,8183,811981328,53828083,815143954,50665457,811981328,811981328,0,53817392,3162590,50654802,10691,36,10655,811981328,0,50738864,47757499,2963597,2789072,114672,107985,259,246
51539607552,15666162247,7397909970,870342447,7397909830,6937696279,460213691,6964757645,433152325,6937696279,6937696279,0,460121174,27061037,433060137,92517,329,92188,6937696279,0,433479716,407985259,25435036,23939677,1197641,1126951,8781,8250,816232094,54110353,819411214,50931233,816232094,816232094,0,54099599,3179084,50920515,10754,36,10718,816232094,0,51004765,48007829,2979202,2803790,115371,108648,261,248
51808043008,15747756800,7436440679,874875511,7436440610,6973831300,462609379,7001033423,435407256,6973831300,6973831300,0,462516386,27201791,435314595,92993,332,92661,6973831300,0,435735382,410108383,25567407,24064268,1204744,1133627,8853,8317,820483340,54392171,823678884,51196627,820483340,820483340,0,54381362,3195508,51185854,10809,36,10773,820483340,0,51270523,48258096,2994509,2818192,116066,109315,264,251
52076478464,15829351440,7474971477,879408542,7474971421,7009964962,465006515,7037307921,437663556,7009964962,7009964962,0,464913041,27342627,437570414,93474,332,93142,7009964962,0,437992372,412232733,25699987,24189066,1211771,1140245,8911,8370,824734399,54674143,827946622,51461920,824734399,824734399,0,54663288,3212187,51451101,10855,36,10819,824734399,0,51536177,48508018,3010050,2832821,116796,110010,265,252
52344913920,15910946085,7513502146,883941601,7513502338,7046096391,467405755,7073580280,439921866,7046096391,7046096391,0,467311814,27483555,439828259,93941,334,93607,7046096391,0,440251515,414359269,25832614,24313770,1218705,1146783,8980,8437,828985202,54956399,832214048,51727553,828985202,828985202,0,54945488,3228810,51716678,10911,36,10875,828985202,0,51802106,48758318,3025634,2847448,117479,110656,269,256
52613349376,15992540746,7552033010,888474619,7552033117,7082229237,469803773,7109853904,442179106,7082229237,7082229237,0,469709342,27624330,442085012,94431,337,94094,7082229237,0,442509300,416484635,25965335,24438562,1225648,1153305,9059,8510,833235559,55239060,836481186,51993433,833235559,833235559,0,55228098,3245591,51982507,10962,36,10926,833235559,0,52068478,49008866,3041222,2862119,118126,111263,272,259
52881784832,16074135330,7590563800,893007665,7590563865,7118362161,472201639,7146127433,444436367,7118362161,7118362161,0,472106754,27764935,444341819,94885,337,94548,7118362161,0,444767167,418609987,26097898,24563419,1232548,1159824,9141,8589,837486823,55520842,840748991,52258674,837486823,837486823,0,55509831,3262132,52247699,11011,36,10975,837486823,0,52333738,49258554,3056977,2876952,118842,111932,274,261
53150220288,16155729886,7629094459,897540730,7629094697,7154494791,474599668,7182401132,446693327,7154494791,7154494791,0,474504244,27906004,446598240,95424,337,95087,7154494791,0,447025826,420735648,26229812,24687679,1239387,1166252,9219,8661,841737889,55802841,845016707,52524023,841737889,841737889,0,55791779,3278782,52512997,11062,36,11026,841737889,0,52599411,49508527,3072549,2891615,119541,112590,278,265
53418655744,16237324462,7667625294,902073710,7667625458,7190629437,476995857,7218676460,448948834,7190629437,7190629437,0,476899897,28046683,448853214,95960,340,95620,7190629437,0,449281801,422859030,26362512,24812702,1246293,1172755,9291,8727,845988641,56085069,849284312,52789398,845988641,845988641,0,56073955,3295634,52778321,11114,37,11077,845988641,0,52865334,49758550,3088118,2906277,120220,113224,283,270
53687091200,16318919058,7706156122,906606728,7706156208,7226761176,479394946,7254949424,451206698,7226761176,7226761176,0,479298488,28187905,451110583,96458,343,96115,7226761176,0,451539999,424984253,26495778,24938141,1253338,1179383,9373,8806,850238324,56368404,853550580,53056148,850238324,850238324,0,56357217,3312219,53044998,11187,37,11150,850238324,0,53132340,50009892,3103650,2920923,120938,113907,289,276
53955526656,16400513607,7744686811,911139780,7744687016,7262891269,481795542,7291220458,453466353,7262891269,7262891269,0,481698624,28328846,453369778,96918,343,96575,7262891269,0,453800644,427112190,26628298,25062822,1260242,1185897,9440,8869,854489841,56649939,857818691,53321089,854489841,854489841,0,56638696,3328813,53309883,11243,37,11206,854489841,0,53397577,50259500,3119173,2935520,121654,114584,292,279
54223962112,16482108162,7783217522,915672783,7783217857,7299023480,484194042,7327494315,455723207,7299023480,7299023480,0,484096615,28470488,455626127,97427,347,97080,7299023480,0,456058601,429236858,26761336,25187954,1267180,1192392,9498,8923,858740968,56931815,862086343,53586440,858740968,858740968,0,56920511,3345337,53575174,11304,38,11266,858740968,0,53662956,50509296,3134861,2950308,122399,115288,295,282
54492397568,16563702817,7821748358,920205819,7821748640,7335155107,486593251,7363767296,457981062,7335155107,7335155107,0,486495359,28611841,457883518,97892,348,97544,7335155107,0,458317515,431362716,26894262,25313000,1274013,1198811,9569,8991,862992033,57213786,866353826,53851993,862992033,862992033,0,57202432,3361755,53840677,11354,38,11316,862992033,0,53928454,50759358,3150580,2965081,123099,115952,299,286
54760833024,16645297340,7860279114,924738865,7860279361,7371285775,488993339,7400039318,460239796,7371285775,7371285775,0,488894959,28753192,460141767,98380,351,98029,7371285775,0,460576974,433489205,27027385,25438164,1280942,1205320,9658,9078,867242902,57495963,870621317,54117548,867242902,867242902,0,57484546,3378377,54106169,11417,38,11379,867242902,0,54194062,51009316,3166307,2979870,123875,116695,302,288
55029268480,16726891961,7898809861,929271869,7898810231,7407419125,491390736,7436313213,462496648,7407419125,7407419125,0,491291856,28893736,462398120,98880,352,98528,7407419125,0,462834432,435614312,27159787,25562803,1287904,1211856,9733,9149,871494469,57777400,874889684,54382185,871494469,871494469,0,57765937,3395177,54370760,11463,38,11425,871494469,0,54459274,51258716,3181756,2994382,124602,117372,305,290
55297703936,16808486546,7937340649,933804847,7937341050,7443552971,493787678,7472588258,464752391,7443552971,7443552971,0,493688286,29034931,464653355,99392,356,99036,7443552971,0,465090983,437737941,27292596,25687747,1294898,1218447,9809,9220,875745786,58059061,879157722,54647125,875745786,875745786,0,58047543,3411898,54635645,11518,38,11480,875745786,0,54724665,51508322,3197267,3008993,125303,118037,308,293
