boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_rank_4,inert_rank_4_inc,inert_rank_4_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,inert_cyclic_7,inert_cyclic_7_rank_same,inert_cyclic_8,inert_cyclic_8_rank_same,inert_cyclic_9,inert_cyclic_9_rank_same,inert_cyclic_10,inert_cyclic_10_rank_same,inert_cyclic_11,inert_cyclic_11_rank_same
24964497408,7588297385,2845611421,1897074403,2845611561,1612606063,1233005358,2005605362,840006059,1612606063,1612606063,0,1181781678,387761107,794020571,51060987,5234114,45826873,162661,4078,158583,32,0,32,1612606063,0,788040970,529487315,262652784,176459499,87538338,58814807,29179614,19606051,9724824,6534374,3241687,2177255,1054548,707537,290979,195072,52784,35267,5149,3394,1,0
25232932864,7669891939,2876209382,1917473081,2876209476,1629911681,1246297701,2027159448,849049934,1629911681,1629911681,0,1194514463,391951310,802563153,51618645,5292325,46326320,164560,4132,160428,33,0,33,1629911681,0,796533850,535183753,265479641,178356766,88481021,59448108,29494127,19816953,9829612,6604699,3276514,2200751,1066198,715332,294661,197530,53615,35815,5223,3446,1,0
25501368320,7751486535,2906807349,1937871691,2906807495,1647217661,1259589688,2048713211,858094138,1647217661,1647217661,0,1207246767,396140887,811105880,52176439,5350485,46825954,166449,4178,162271,33,0,33,1647217661,0,805024060,540880605,268307955,180254590,89425188,60081459,29807914,20027348,9934776,6675053,3311134,2223954,1077751,723010,298266,199995,54410,36353,5311,3513,2,0
25769803776,7833081004,2937405297,1958270284,2937405423,1664523214,1272882083,2070263581,867141716,1664523214,1664523214,0,1219979186,400327555,819651631,52734536,5408576,47325960,168328,4236,164092,33,0,33,1664523214,0,813516814,546579604,271135983,182152884,90366171,60713894,30122342,20238308,10039763,6745681,3346117,2247449,1089397,730849,301953,202499,55243,36889,5401,3574,2,0
26038239232,7914675568,2968003361,1978668866,2968003341,1681825365,1286177996,2091814076,876189285,1681825365,1681825365,0,1232715274,404517860,828197414,53292452,5466568,47825884,170237,4283,165954,33,0,33,1681825365,0,822008956,552276859,273967251,184053114,91308665,61346634,30436806,20449446,10144587,6815978,3380920,2270846,1100890,738530,305652,204965,56053,37414,5492,3628,2,0
26306674688,7996270091,2998601268,1999067485,2998601338,1699130015,1299471253,2113366242,885235026,1699130015,1699130015,0,1245447023,408707074,836739949,53851998,5524807,48327191,172198,4346,167852,34,0,34,1699130015,0,830498128,557972600,276794936,185950557,92253065,61980587,30751720,20660372,10248971,6886121,3416061,2294399,1112367,746206,309330,207441,56867,37980,5576,3686,2,0
26575110144,8077864757,3029199214,2019466167,3029199376,1716435422,1312763792,2134920745,894278469,1716435422,1716435422,0,1258179863,412898256,845281607,54409870,5582671,48827199,174025,4396,169629,34,0,34,1716435422,0,838983635,563664248,279629260,187852153,93197118,62614343,31065292,20870902,10353305,6956162,3450940,2317576,1123940,754014,313066,209970,57662,38516,5643,3723,2,0
26843545600,8159459264,3059797158,2039864814,3059797292,1733740630,1326056528,2156472082,903325076,1733740630,1733740630,0,1270912268,417085995,853826273,54968324,5641006,49327318,175902,4451,171451,34,0,34,1733740630,0,847473806,569362557,282457574,189749460,94141111,63248026,31379096,21081603,10458391,7026575,3485784,2341000,1135527,761769,316734,212418,58512,39081,5730,3783,3,1
27111981056,8241053801,3090395165,2060263404,3090395232,1751044546,1339350619,2178025839,912369326,1751044546,1751044546,0,1283645534,421277656,862367878,55527315,5699136,49828179,177736,4501,173235,34,0,34,1751044546,0,855963022,575057021,285286451,191646751,95085354,63881636,31694378,21293216,10562816,7096776,3520770,2364584,1147186,769524,320399,214868,59334,39652,5821,3849,3,1
27380416512,8322648421,3120993239,2080662018,3120993164,1768346573,1352646666,2199576566,921416673,1768346573,1768346573,0,1296381602,425468248,870913354,56085464,5757195,50328269,179566,4550,175016,34,0,34,1768346573,0,864453928,580753307,288116697,193546867,96030146,64515524,32008737,21504336,10667466,7166834,3555533,2387757,1158941,777300,324092,217319,60154,40203,5903,3905,5,2
27648851968,8404242985,3151591210,2101060653,3151591122,1785651695,1365939515,2221129344,930461866,1785651695,1785651695,0,1309113745,429658207,879455538,56644304,5814848,50829456,181431,4594,176837,35,0,35,1785651695,0,872944652,586450802,290944724,195444108,96974099,65148044,32322569,21714789,10771992,7236981,3590398,2411186,1170506,785058,327839,219857,60960,40739,6001,3972,5,2
27917287424,8485837579,3182189122,2121459344,3182189113,1802955021,1379234101,2242681928,939507194,1802955021,1802955021,0,1321847723,433849493,887998230,57203049,5872770,51330279,183294,4644,178650,35,0,35,1802955021,0,881434815,592147227,293774623,197341850,97917186,65780218,32636904,21925874,10876994,7307654,3625585,2434856,1182209,792869,331573,222378,61737,41267,6091,4035,6,2
28185722880,8567432241,3212787198,2141857996,3212787047,1820258575,1392528623,2264234218,948552980,1820258575,1820258575,0,1334581014,438039853,896541161,57762431,5931099,51831332,185142,4691,180451,36,0,36,1820258575,0,889922903,597844546,296606146,199239090,98861194,66413740,32951504,22136816,10981305,7377574,3660134,2457948,1193858,800679,335265,224888,62505,41769,6192,4107,8,4
28454158336,8649026761,3243385132,2162256616,3243385013,1837562172,1405822960,2285785877,957599255,1837562172,1837562172,0,1347314850,442229588,905085262,58320924,5989380,52331544,187150,4737,182413,36,0,36,1837562172,0,898412799,603541551,299438751,201139332,99802802,67044994,33265501,22347612,11086030,7448111,3695042,2481366,1205406,808492,338886,227315,63346,42318,6279,4167,8,4
28722593792,8730621419,3273983138,2182655245,3273983036,1854862829,1419120309,2307336250,966646888,1854862829,1854862829,0,1360051724,446420826,913630898,58879408,6047801,52831607,189141,4794,184347,36,0,36,1854862829,0,906905127,609237791,302268347,203038678,100747361,67679508,33580242,22558872,11190680,7518309,3729722,2504542,1217004,816211,342668,229859,64189,42891,6376,4233,8,4
28991029248,8812216035,3304581106,2203053939,3304580990,1872167605,1432413501,2328890665,975690441,1872167605,1872167605,0,1372784113,450612376,922171737,59438308,6105833,53332475,191044,4851,186193,36,0,36,1872167605,0,915390610,614929597,305101412,204939227,101689771,68311366,33894969,22769923,11295824,7589196,3764833,2528118,1228794,824162,346417,232412,65006,43428,6469,4304,8,4
29259464704,8893810656,3335179136,2223452574,3335178946,1889474058,1445705078,2350445259,984733877,1889474058,1889474058,0,1385515014,454802389,930712625,59997023,6163906,53833117,193005,4906,188099,36,0,36,1889474058,0,923879584,620624394,307930528,206836930,102632053,68944239,34209754,22981097,11401021,7659500,3799208,2551229,1240368,832006,350090,234879,65842,43984,6558,4363,8,4
29527900160,8975405275,3365777041,2243851238,3365776996,1906779449,1458997592,2371999010,993778031,1906779449,1906779449,0,1398245657,458992430,939253227,60557041,6222174,54334867,194858,4957,189901,36,0,36,1906779449,0,932367205,626318939,310760930,208735507,103574072,69576152,34524036,23191909,11506034,7729833,3834086,2574667,1252213,839954,353793,237325,66627,44516,6653,4421,8,4
29796335616,9056999962,3396375018,2264249957,3396374987,1924078263,1472296755,2393549973,1002825045,1924078263,1924078263,0,1410982228,463186013,947796215,61117758,6280672,54837086,196732,5025,191707,37,0,37,1924078263,0,940856302,632012657,313594599,210636947,104516842,70207828,34839347,23403387,11610887,7800244,3868757,2597989,1263930,847861,357368,239747,67431,45059,6754,4489,11,7
30064771072,9138594479,3426972953,2284648571,3426972955,1941376879,1485596074,2415098795,1011874158,1941376879,1941376879,0,1423719703,467378038,956341665,61677667,6338802,55338865,198666,5076,193590,38,0,38,1941376879,0,949349870,637711125,316423767,212534719,105460620,70840795,35154245,23614889,11715568,7870558,3903943,2621634,1275443,855505,361104,242253,68277,45619,6854,4561,12,7
30333206528,9220189117,3457570919,2305047252,3457570946,1958682060,1498888859,2436652695,1020918224,1958682060,1958682060,0,1436451362,471568395,964882967,62236866,6397117,55839749,200593,5123,195470,38,0,38,1958682060,0,957837418,643404716,319255186,214434061,106403222,71473509,35468060,23825793,11820401,7940765,3938988,2645146,1287104,863330,364831,244774,69177,46221,6963,4645,12,7
30601641984,9301783785,3488168911,2325445919,3488168955,1975983776,1512185135,2458205064,1029963847,1975983776,1975983776,0,1449186533,475760572,973425961,62796129,6455535,56340594,202435,5181,197254,38,0,38,1975983776,0,966327959,649100514,322087080,216333173,107345481,72105495,35782598,24037263,11924983,8010906,3974059,2668635,1298780,871231,368523,247256,70008,46776,7049,4704,13,8
30870077440,9383378379,3518766882,2345844551,3518766946,1993282371,1525484511,2479755478,1039011404,1993282371,1993282371,0,1461923193,479954098,981969095,63356911,6513769,56843142,204369,5240,199129,38,0,38,1993282371,0,974820831,654797392,324916876,218231380,108288695,72738052,36097250,24248169,12029732,8081009,4009162,2692194,1310434,879067,372226,249705,70838,47355,7136,4764,13,8
31138512896,9464973030,3549364887,2366243248,3549364895,2010586354,1538778533,2501308875,1048056012,2010586354,2010586354,0,1474655837,484144970,990510867,63916479,6572264,57344215,206178,5287,200891,39,0,39,2010586354,0,983310067,660492653,327745924,220128987,109232154,73370673,36411827,24459572,12134747,8151414,4044286,2715808,1322050,886842,375840,252136,71692,47947,7237,4827,13,8
31406948352,9546567545,3579962844,2386641896,3579962805,2027888080,1552074764,2522859631,1057103213,2027888080,2027888080,0,1487389810,488335348,999054462,64476775,6630867,57845908,208140,5336,202804,39,0,39,2027888080,0,991799744,666186850,330575799,222028363,110175632,74004172,36727084,24671554,12239331,8221692,4079091,2739196,1333631,894510,379604,254658,72535,48550,7345,4909,14,8
31675383808,9628162242,3610560860,2407040595,3610560787,2045189702,1565371158,2544410546,1066150314,2045189702,2045189702,0,1500123798,492525875,1007597923,65037283,6689578,58347705,210038,5391,204647,39,0,39,2045189702,0,1000288458,671882040,333405873,223926952,111120176,74638202,37041652,24882605,12344049,8291877,4114131,2762698,1345367,902342,383268,257126,73359,49095,7448,4975,17,11
31943819264,9709756793,3641158895,2427439172,3641158726,2062492565,1578666330,2565964894,1075194001,2062492565,2062492565,0,1512857288,496718785,1016138503,65597079,6748094,58848985,211922,5450,206472,41,0,41,2062492565,0,1008777351,677574866,336235699,225824735,112063867,75272290,37356357,25093704,12449083,8362283,4149156,2786158,1357052,910145,386949,259599,74209,49666,7546,5044,19,13
32212254720,9791351426,3671756832,2447837858,3671756736,2079790106,1591966726,2587512374,1084244458,2079790106,2079790106,0,1525595796,500909989,1024685807,66157006,6806788,59350218,213883,5491,208392,41,0,41,2079790106,0,1017271312,683274359,339067363,227724253,113006696,75905067,37670393,25304911,12554203,8432773,4183690,2809086,1368723,917885,390691,262105,75070,50253,7635,5101,20,14
