boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_rank_4,inert_rank_4_inc,inert_rank_4_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,inert_cyclic_7,inert_cyclic_7_rank_same,inert_cyclic_8,inert_cyclic_8_rank_same,inert_cyclic_9,inert_cyclic_9_rank_same,inert_cyclic_10,inert_cyclic_10_rank_same,inert_cyclic_11,inert_cyclic_11_rank_same
70598524928,21459378202,8047266832,5364844508,8047266862,4551952867,3495313965,5668627457,2378639375,4551952867,4551952867,0,3348177989,1101420044,2246757945,146639517,15241210,131398307,496354,13335,483019,105,1,104,4551952867,0,2232487435,1498108491,744091109,499293349,247989271,166410355,82672573,55479574,27546904,18482820,9187118,6163714,3033432,2034766,936136,628482,207843,138839,24931,16744,1237,811
70866960384,21540972763,8077864852,5385243127,8077864784,4569233675,3508631177,5690171949,2387692903,4569233675,4569233675,0,3360928500,1105624484,2255304016,147204157,15300394,131903763,498414,13395,485019,106,1,105,4569233675,0,2240988332,1503806913,746925435,501192228,248933853,167043491,82986946,55690240,27651692,18553036,9222012,6187200,3045095,2042684,939976,631040,208849,139528,25056,16835,1254,821
71135395840,21622567344,8108462823,5405641735,8108462786,4586514471,3521948352,5711715761,2396747062,4586514471,4586514471,0,3373678338,1109828315,2263850023,147769466,15359531,132409935,500442,13443,486999,106,1,105,4586514471,0,2249489512,1509505909,749757693,503089834,249879241,167677281,83301810,55901156,27756434,18623194,9256899,6210692,3056654,2050389,943799,633607,209807,140188,25219,16943,1270,830
71403831296,21704161939,8139060776,5426040391,8139060772,4603792562,3535268214,5733258499,2405802277,4603792562,4603792562,0,3386430403,1114033309,2272397094,148335233,15419124,132916109,502472,13503,488969,106,1,105,4603792562,0,2257993096,1515205938,752591655,504988541,250822645,168309560,83616933,56112688,27861022,18693306,9291753,6234103,3068289,2058107,947589,636155,210785,140831,25353,17026,1283,839
71672266752,21785756538,8169658763,5446438991,8169658784,4621071184,3548587579,5754801398,2414857365,4621071184,4621071184,0,3399182070,1118238029,2280944041,148900961,15478625,133422336,504439,13559,490880,109,1,108,4621071184,0,2266497651,1520906069,755424155,506887398,251766739,168942024,83930758,56323344,27965984,18763534,9326713,6257456,3080085,2066012,951412,638726,211776,141510,25492,17112,1305,856
71940702208,21867351110,8200256709,5466837654,8200256747,4638351510,3561905199,5776345102,2423911607,4638351510,4638351510,0,3411933283,1122442079,2289491204,149465324,15537897,133927427,506483,13615,492868,109,1,108,4638351510,0,2274998535,1526604420,758258983,508787672,252710749,169574430,84245866,56534578,28070918,18833810,9361376,6280742,3091778,2073918,955280,641336,212843,142224,25630,17207,1325,867
72209137664,21948945597,8230854627,5487236297,8230854673,4655630720,3575223907,5797886813,2432967814,4655630720,4655630720,0,3424684311,1126644710,2298039601,150031077,15597710,134433367,508410,13672,494738,109,1,108,4655630720,0,2283497503,1532301814,761094414,510688528,253654946,170207633,84561870,56746553,28175498,18903981,9396541,6304323,3103438,2081749,959112,643900,213871,142933,25780,17314,1338,873
72477573120,22030540298,8261452612,5507634990,8261452696,4672909471,3588543141,5819428630,2442023982,4672909471,4672909471,0,3437436081,1130848153,2306587928,150596450,15657275,134939175,510499,13730,496769,111,1,110,4672909471,0,2291998323,1538000227,763928197,512587876,254600729,170842256,84875794,56957318,28281105,18974445,9431593,6327824,3115201,2089641,962998,646448,214859,143594,25933,17420,1349,879
72746008576,22112134882,8292050540,5528033664,8292050678,4690185625,3601864915,5840970757,2451079783,4690185625,4690185625,0,3450191222,1135054951,2315136271,151161063,15716398,135444665,512518,13782,498736,112,1,111,4690185625,0,2300502588,1543699704,766762922,514488015,255544595,171475053,85191257,57168593,28386433,19044715,9466615,6351104,3126771,2097403,966749,649011,215841,144263,26085,17520,1366,890
73014444032,22193729481,8322648481,5548432392,8322648608,4707465791,3615182690,5862515971,2460132510,4707465791,4707465791,0,3462942255,1139260218,2323682037,151725787,15776134,135949653,514535,13827,500708,113,1,112,4707465791,0,2309004046,1549396434,769596675,516387922,256489579,172108267,85505366,57379357,28491910,19115502,9501234,6374379,3138408,2105176,970564,651524,216863,144967,26229,17609,1381,900
73282879488,22275324070,8353246475,5568831030,8353246565,4724749040,3628497435,5884059755,2469186720,4724749040,4724749040,0,3475690212,1143461238,2332228974,152290619,15835590,136455029,516490,13886,502604,114,1,113,4724749040,0,2317503307,1555094550,772428149,518285883,257434391,172742215,85821258,57591111,28596679,19186071,9536172,6397744,3150227,2113068,974451,654124,217829,145604,26357,17697,1392,907
73551314944,22356918646,8383844471,5589229679,8383844496,4742025706,3641818765,5905602131,2478242340,4742025706,4742025706,0,3488443701,1147667436,2340776265,152856446,15895040,136961406,518504,13948,504556,114,1,113,4742025706,0,2326007024,1560793623,775263866,520186817,258377502,173374211,86135686,57801477,28701621,19256427,9571063,6421095,3162031,2120995,978191,656656,218816,146260,26494,17788,1407,916
73819750400,22438513268,8414442407,5609628337,8414442524,4759300627,3655141780,5927142217,2487300190,4759300627,4759300627,0,3501198839,1151873307,2349325532,153422312,15954255,137468057,520513,14027,506486,116,1,115,4759300627,0,2334511768,1566493060,778098027,522087442,259322357,174007663,86451060,58012898,28806091,19326330,9605769,6444273,3173728,2128775,982112,659319,219862,146962,26642,17884,1423,926
74088185856,22520107883,8445040418,5630026922,8445040543,4776576240,3668464178,5948684557,2496355861,4776576240,4776576240,0,3513953501,1156080329,2357873172,153988035,16013894,137974141,522525,14093,508432,117,1,116,4776576240,0,2343014347,1572192347,780933599,523987181,260267788,174640930,86766502,58224205,28910654,19396395,9640346,6467280,3185410,2136582,985784,661738,220849,147607,26787,17973,1435,934
74356621312,22601702440,8475638376,5650425597,8475638467,4793855184,3681783192,5970227044,2505411332,4793855184,4793855184,0,3526705295,1160284731,2366420564,154553264,16072973,138480291,524516,14155,510361,117,1,116,4793855184,0,2351515877,1577890021,783766963,525886248,261212895,175274660,87081811,58435958,29015504,19466862,9675400,6490834,3196898,2144316,989742,664407,221812,148240,26939,18075,1454,943
74625056768,22683296956,8506236320,5670824218,8506236418,4811132078,3695104242,5991769807,2514466513,4811132078,4811132078,0,3539458891,1164490934,2374967957,155118689,16132579,138986110,526544,14215,512329,118,1,117,4811132078,0,2360019128,1583587873,786601278,527786665,262157636,175908105,87396212,58646740,29120697,19537104,9710442,6514307,3208561,2152144,993579,667008,222805,148889,27083,18171,1470,951
74893492224,22764891635,8536834337,5691222897,8536834401,4828410079,3708424258,6013310454,2523523883,4828410079,4828410079,0,3552211697,1168694169,2383517528,155683909,16191932,139491977,528532,14273,514259,120,1,119,4828410079,0,2368521925,1589288240,789434149,529685873,263103204,176541722,87711312,58858007,29225854,19607868,9745154,6537521,3220210,2159982,997343,669494,223818,149579,27245,18283,1483,959
75161927680,22846486291,8567432312,5711621590,8567432389,4845690960,3721741352,6034855731,2532576581,4845690960,4845690960,0,3564962598,1172898655,2392063943,156248172,16251789,139996383,530461,14326,516135,121,1,120,4845690960,0,2377023042,1594984975,792268140,531585843,264046716,177174719,88026851,59069219,29330525,19678198,9780356,6561279,3231963,2167922,1001271,672161,224820,150265,27410,18391,1504,971
75430363136,22928080855,8598030273,5732020243,8598030339,4862970208,3735060065,6056400794,2541629479,4862970208,4862970208,0,3577713129,1177105110,2400608019,156814358,16311104,140503254,532457,14371,518086,121,1,120,4862970208,0,2385524981,1600682343,795099431,533483300,264992356,177808386,88342032,59280131,29435122,19748172,9815393,6584588,3243759,2175955,1005146,674740,225820,150932,27571,18493,1518,979
75698798592,23009675453,8628628270,5752418870,8628628313,4880248481,3748379789,6077943488,2550684782,4880248481,4880248481,0,3590464839,1181309759,2409155080,157380428,16370819,141009609,534401,14428,519973,121,1,120,4880248481,0,2394025737,1606380471,797934007,535383235,265937950,178442006,88655971,59490289,29539921,19818495,9850485,6608205,3255582,2183809,1009156,677396,226778,151590,27709,18586,1543,998
75967234048,23091270036,8659226267,5772817563,8659226206,4897523728,3761702539,6099483914,2559742353,4897523728,4897523728,0,3603219652,1185515380,2417704272,157946350,16430313,141516037,536416,14492,521924,121,1,120,4897523728,0,2402527169,1612078854,800771404,537285478,266881952,179074436,88971492,59701559,29645077,19889143,9885267,6631409,3267058,2191446,1013044,679984,227773,152265,27856,18688,1560,1010
76235669504,23172864617,8689824196,5793216252,8689824169,4914800476,3775023720,6121024588,2568799608,4914800476,4914800476,0,3615972861,1189719648,2426253213,158512316,16489913,142022403,538422,14550,523872,121,1,120,4914800476,0,2411029824,1617778183,803606251,539186307,267825926,179706793,89286328,59912995,29750133,19959482,9920457,6654920,3278684,2199209,1016895,682590,228771,152922,28019,18795,1573,1017
76504104960,23254459155,8720422143,5813614865,8720422147,4932078870,3788343273,6142566770,2577855373,4932078870,4932078870,0,3628725383,1193923864,2434801519,159077387,16549451,142527936,540382,14584,525798,121,1,120,4932078870,0,2419533315,1623478067,806438495,541085249,268769899,180339656,89602404,60124693,29854957,20029471,9955565,6678570,3290449,2207131,1020771,685150,229762,153596,28183,18912,1583,1024
76772540416,23336053772,8751020173,5834013487,8751020112,4949357729,3801662444,6164110849,2586909324,4949357729,4949357729,0,3641476397,1198129114,2443347283,159643501,16609372,143034129,542425,14633,527792,121,1,120,4949357729,0,2428033439,1629175516,809270624,542982875,269716752,180974170,89917658,60335811,29960183,20100117,9990329,6701814,3302102,2214947,1024633,687713,230743,154268,28339,19021,1595,1031
77040975872,23417648346,8781618151,5854412135,8781618060,4966639072,3814979079,6185655350,2595962801,4966639072,4966639072,0,3654226780,1202332929,2451893851,160207808,16668649,143539159,544369,14699,529670,122,1,121,4966639072,0,2436534150,1634873716,812104076,544881892,270661250,181607490,90231933,60546746,30065625,20170473,10025328,6725257,3314092,2222961,1028526,690256,231706,154905,28482,19115,1612,1040
77309411328,23499243001,8812216129,5874810737,8812216135,4983913473,3828302656,6207196338,2605019791,4983913473,4983913473,0,3666981983,1206539637,2460442346,160774183,16728470,144045713,546368,14757,531611,122,1,121,4983913473,0,2445038424,1640573455,814938674,546781790,271605939,182240948,90546656,60757036,30170405,20240563,10060709,6749089,3325861,2230803,1032417,692865,232652,155537,28616,19206,1630,1054
77577846784,23580837588,8842814132,5895209347,8842814109,5001193203,3841620929,6228739198,2614074934,5001193203,5001193203,0,3679732251,1210743171,2468989080,161340145,16788011,144552134,548407,14812,533595,126,1,125,5001193203,0,2453543390,1646273963,817771008,548680984,272548045,182872918,90860606,60967118,30275663,20310917,10095842,6772624,3337485,2238600,1036164,695380,233644,156216,28757,19297,1647,1063
77846282240,23662432112,8873412006,5915608035,8873412071,5018472019,3854939987,6250281568,2623130438,5018472019,5018472019,0,3692482898,1214947073,2477535825,161906587,16847604,145058983,550376,14871,535505,126,1,125,5018472019,0,2462044497,1651972842,820604508,550579207,273492813,183506382,91175111,61178043,30380788,20381510,10130693,6795999,3349249,2246542,1040089,697954,234583,156879,28908,19399,1659,1068
78114717696,23744026729,8904010025,5936006714,8904009990,5035746261,3868263764,6271823748,2632186277,5035746261,5035746261,0,3705238070,1219155034,2486083036,162473196,16907529,145565667,552371,14923,537448,127,1,126,5035746261,0,2470551911,1657672362,823439018,552478972,274435403,184138347,91489680,61389023,30485604,20452067,10165327,6819131,3360898,2254457,1043865,700505,235591,157565,29100,19530,1673,1077
78383153152,23825621307,8934607982,5956405289,8934608036,5053028168,3881579814,6293369576,2641238406,5053028168,5053028168,0,3717986724,1223359368,2494627356,163038532,16967055,146071477,554431,14984,539447,127,1,126,5053028168,0,2479054688,1663370725,826269848,554376529,275379798,184771328,91803656,61599376,30590703,20522575,10200133,6842454,3372560,2262259,1047874,703221,236533,158172,29243,19632,1688,1085
78651588608,23907215954,8965205997,5976804011,8965205946,5070304391,3894901606,6314909126,2650296871,5070304391,5070304391,0,3730740118,1227562683,2503177435,163604823,17027003,146577820,556538,15048,541490,127,1,126,5070304391,0,2487557743,1669071470,829105282,556276932,276323825,185404176,92117582,61810208,30696000,20593270,10235139,6865926,3384164,2270000,1051698,705746,237557,158859,29423,19751,1705,1097
78920024064,23988810595,8995803997,5997202621,8995803977,5087582363,3908221634,6336453525,2659350472,5087582363,5087582363,0,3743493217,1231769590,2511723627,164169789,17086466,147083323,558501,15105,543396,127,1,126,5087582363,0,2496058070,1674767528,831940177,558177089,277269834,186038222,92433160,62021343,30800903,20663557,10269815,6889210,3395922,2277951,1055503,708283,238572,159505,29541,19832,1720,1107
79188459520,24070405193,9026401979,6017601238,9026401976,5104862256,3921539723,6357998393,2668403586,5104862256,5104862256,0,3756243042,1235974701,2520268341,164736014,17146267,147589747,560540,15168,545372,127,1,126,5104862256,0,2504559907,1680465041,834774771,560078040,278212001,186668971,92747496,62231769,30905986,20734015,10305115,6912846,3407517,2285704,1059285,710763,239541,160152,29692,19925,1731,1115
79456894976,24151999762,9056999936,6037999870,9056999956,5122137406,3934862530,6379536672,2677463264,5122137406,5122137406,0,3768998541,1240178379,2528820162,165301301,17205658,148095643,562559,15228,547331,129,1,128,5122137406,0,2513064518,1686166938,837610052,561979500,279156795,187302189,93061781,62442046,31010765,20804299,10340056,6936199,3419253,2293620,1063184,713390,240545,160828,29844,20026,1748,1127
79725330432,24233594306,9087597893,6058398527,9087597886,5139417288,3948180605,6401080790,2686517103,5139417288,5139417288,0,3781749788,1244382828,2537366960,165866192,17265390,148600802,564496,15283,549213,129,1,128,5139417288,0,2521567277,1691866170,840442269,563877449,280102743,187936951,93375734,62652323,31115635,20874411,10374901,6959489,3430855,2301394,1067071,716001,241536,161506,30001,20124,1766,1142
79993765888,24315188906,9118195880,6078797156,9118195870,5156693839,3961502041,6422623788,2695572092,5156693839,5156693839,0,3794503546,1248589533,2545914013,166431900,17325081,149106819,566466,15334,551132,129,1,128,5156693839,0,2530071328,1697566199,843277845,565776918,281045044,188568492,93690519,62863233,31221013,20944835,10409683,6982830,3442674,2309346,1070957,718623,242535,162157,30167,20227,1781,1153
80262201344,24396783511,9148793807,6099195863,9148793841,5173966084,3974827723,6444161540,2704632267,5173966084,5173966084,0,3807260081,1252795266,2554464815,166999008,17384789,149614219,568504,15400,553104,130,1,129,5173966084,0,2538576516,1703268670,846111708,567675883,281990007,189201726,94006379,63074587,31326184,21015123,10444485,7006136,3454500,2317267,1074664,721107,243521,162833,30317,20321,1800,1162
80530636800,24478378081,9179391734,6119594537,9179391810,5191243206,3988148528,6465702419,2713689315,5191243206,5191243206,0,3820013445,1256998955,2563014490,167564372,17444798,150119574,570580,15459,555121,131,1,130,5191243206,0,2547077326,1708968569,848949682,569577246,282933502,189835000,94320708,63284617,31431087,21085539,10479478,7029573,3466303,2325136,1078501,723655,244561,163558,30482,20423,1815,1174
80799072256,24559972757,9209989778,6139993228,9209989751,5208518850,4001470928,6487246253,2722743525,5208518850,5208518850,0,3832767901,1261207405,2571560496,168130311,17504482,150625829,572585,15515,557070,131,1,130,5208518850,0,2555580318,1714666256,851784207,571476434,283878806,190468165,94635636,63495949,31536371,21156003,10514163,7052624,3477959,2332859,1082345,726224,245613,164259,30656,20542,1827,1181
81067507712,24641567367,9240587829,6160391846,9240587692,5225797238,4014790591,6508787278,2731800551,5225797238,5225797238,0,3845518956,1265410312,2580108644,168696913,17564158,151132755,574590,15569,559021,132,1,131,5225797238,0,2564080885,1720364040,854618209,573377530,284823882,191102072,94950341,63706221,31641445,21226499,10549163,7076078,3489697,2340739,1086046,728714,246648,164928,30799,20631,1841,1192
81335943168,24723161952,9271185774,6180790496,9271185682,5243072305,4028113469,6530328696,2740857078,5243072305,5243072305,0,3858273288,1269616680,2588656608,169263419,17624083,151639336,576630,15627,561003,132,1,131,5243072305,0,2572584929,1726063827,857452275,575276770,285768239,191734839,95265558,63917353,31746068,21296762,10584229,7099546,3501613,2348699,1089871,731254,247679,165614,30969,20739,1858,1205
81604378624,24804756567,9301783802,6201189109,9301783656,5260347878,4041435924,6551868877,2749914925,5260347878,5260347878,0,3871028638,1273821816,2597206822,169828498,17683497,152145001,578656,15685,562971,132,1,131,5260347878,0,2581090970,1731767075,860284117,577174193,286714116,192368849,95580223,64127923,31851196,21367130,10619114,7122842,3513410,2356598,1093770,733849,248730,166313,31118,20834,1874,1216
81872814080,24886351208,9332381767,6221587792,9332381649,5277619690,4054762077,6573409684,2758972083,5277619690,5277619690,0,3883785725,1278030671,2605755054,170395481,17743581,152651900,580739,15741,564998,132,1,131,5277619690,0,2589597253,1737468111,863117004,579071453,287659458,193001910,95895593,64339449,31956767,21437952,10653967,7146152,3525156,2364464,1097581,736385,249749,166992,31302,20958,1895,1228
82141249536,24967945800,9362979703,6241986457,9362979640,5294897494,4068082209,6594952077,2768027626,5294897494,5294897494,0,3896537682,1282235819,2614301863,170961706,17802957,153158749,582689,15806,566883,132,1,131,5294897494,0,2598099876,1743167325,865948688,580969140,288604480,193634742,96211204,64551146,32061854,21508439,10689155,7169794,3536961,2372388,1101304,738910,250776,167668,31469,21070,1915,1241
82409684992,25049540440,9393577726,6262385122,9393577592,5312174467,4081403259,6616493435,2777084291,5312174467,5312174467,0,3909290985,1286440301,2622850684,171527350,17862803,153664547,584792,15863,568929,132,1,131,5312174467,0,2606602403,1748866237,868783170,582869814,289549062,194267459,96526030,64762509,32166976,21578884,10724200,7193259,3548657,2380284,1105122,741440,251802,168368,31633,21177,1930,1253
82678120448,25131135134,9424175722,6282783818,9424175594,5329448897,4094726825,6638035108,2786140614,5329448897,5329448897,0,3922046822,1290647831,2631398991,172093023,17922457,154170566,586848,15922,570926,132,1,131,5329448897,0,2615103913,1754562888,871619888,584772078,290494993,194901326,96841202,64973595,32271967,21648857,10759192,7216614,3560176,2388003,1108933,744033,252823,169055,31791,21280,1944,1262
82946555904,25212729684,9454773652,6303182466,9454773566,5346725847,4108047805,6659579553,2795194099,5346725847,5346725847,0,3934798680,1294855419,2639943261,172660027,17982314,154677713,588965,15972,572993,133,1,132,5346725847,0,2623605606,1760259546,874453847,586671026,291440023,195534407,97155814,65184248,32376926,21719284,10794192,7240139,3571955,2395792,1112626,746477,253798,169704,31936,21368,1957,1270
83214991360,25294324341,9485371627,6323581190,9485371524,5364004586,4121367041,6681123459,2804248168,5364004586,5364004586,0,3947551050,1299061197,2648489853,173224870,18041635,155183235,590988,16040,574948,133,1,132,5364004586,0,2632109866,1765959751,877285722,588568897,292385425,196167578,97470705,65395265,32481301,21789219,10829019,7263405,3583770,2403586,1116390,749026,254767,170362,32112,21482,1973,1282
83483426816,25375918860,9515969637,6343979780,9515969443,5381276852,4134692785,6702662077,2813307560,5381276852,5381276852,0,3960309033,1303267819,2657041214,173790601,18101315,155689286,593018,16090,576928,133,1,132,5381276852,0,2640616271,1771660891,880121377,590469546,293329053,196800463,97786450,65607054,32586379,21859621,10863803,7286700,3595450,2411436,1120203,751585,255775,171031,32284,21597,1988,1290
83751862272,25457513528,9546567612,6364378429,9546567487,5398553856,4148013756,6724204299,2822363313,5398553856,5398553856,0,3973062966,1307473455,2665589511,174355523,18160858,156194665,595133,16129,579004,134,1,133,5398553856,0,2649120128,1777361877,882955376,592367684,294274409,197433707,98101095,65818179,32691098,21930089,10898439,7309902,3607111,2419164,1124063,754191,256795,171709,32448,21710,2004,1299
84020297728,25539108129,9577165580,6384777094,9577165455,5415828601,4161336979,6745746088,2831419492,5415828601,5415828601,0,3985816920,1311681011,2674135909,174922744,18220286,156702458,597181,16189,580992,134,1,133,5415828601,0,2657622205,1783058521,885790879,594267568,295219571,198067583,98415231,66028948,32796479,22000504,10933371,7333440,3618838,2427060,1127880,756732,257816,172397,32628,21844,2022,1312
84288733184,25620702706,9607763484,6405175769,9607763453,5433108874,4174654610,6767290835,2840472649,5433108874,5433108874,0,3998567001,1315886015,2682680986,175488169,18279693,157208476,599305,16252,583053,135,1,134,5433108874,0,2666122994,1788756956,888624818,596165973,296163763,198700197,98729926,66239444,32900858,22070760,10968761,7357073,3630476,2434932,1131723,759268,258826,173085,32818,21976,2038,1322
84557168640,25702297466,9638361484,6425574501,9638361481,5450382688,4187978796,6788832572,2849528912,5450382688,5450382688,0,4011322023,1320094404,2691227619,176055253,18339182,157716071,601385,16297,585088,135,1,134,5450382688,0,2674629678,1794456832,891456951,598062349,297108004,199334057,99045460,66451147,33005553,22140901,11003461,7380387,3642311,2442855,1135680,761884,259862,173774,33005,22098,2058,1335
84825604096,25783891920,9668959464,6445973069,9668959387,5467658987,4201300477,6810375131,2858584333,5467658987,5467658987,0,4024076072,1324301465,2699774607,176620863,18398317,158222546,603406,16361,587045,136,1,135,5467658987,0,2683132277,1800152802,894291962,599963842,298052837,199967581,99360334,66661925,33110758,22211496,11038249,7403710,3654005,2450751,1139534,764477,260859,174459,33179,22219,2078,1345
85094039552,25865486592,9699557525,6466371688,9699557379,5484935836,4214621689,6831917303,2867640222,5484935836,5484935836,0,4036829463,1328507014,2708322449,177186698,18458038,158728660,605391,16414,588977,137,1,136,5484935836,0,2691633682,1805850095,897125897,601864030,298997681,200600933,99676322,66873526,33215863,22281931,11073559,7427447,3665835,2458668,1143337,767006,261856,175131,33337,22330,2094,1352
85362475008,25947081185,9730155478,6486770379,9730155328,5502206213,4227949265,6853456114,2876699364,5502206213,5502206213,0,4049588405,1332715680,2716872725,177753293,18517752,159235541,607430,16468,590962,137,1,136,5502206213,0,2700142406,1811553308,899961172,603763807,299941234,201233055,99991232,67083842,33320543,22352129,11108451,7450718,3677670,2466603,1147251,769669,262846,175794,33498,22442,2102,1358
85630910464,26028675779,9760753416,6507169060,9760753303,5519481941,4241271475,6874997643,2885755773,5519481941,5519481941,0,4062342152,1336921811,2725420341,178319739,18577353,159742386,609446,16537,592909,138,1,137,5519481941,0,2708644369,1817251281,902795730,605663554,300887690,201867154,100305639,67294525,33425396,22422580,11143105,7474056,3689378,2474487,1151171,772286,263847,176462,33706,22582,2121,1374
85899345920,26110270246,9791351375,6527567630,9791351241,5536755313,4254596062,6896538271,2894813104,5536755313,5536755313,0,4075099409,1341129158,2733970251,178885058,18637214,160247844,611457,16585,594872,138,1,137,5536755313,0,2717151503,1822951556,905629803,607564175,301831925,202500150,100621236,67505827,33530092,22492821,11177871,7497325,3701150,2482390,1155019,774848,264810,177098,33867,22677,2133,1384
86167781376,26191864962,9821949351,6547966333,9821949278,5554031538,4267917813,6918079319,2903870032,5554031538,5554031538,0,4087850952,1345333968,2742516984,179453311,18697182,160756129,613411,16630,596781,139,1,138,5554031538,0,2725651986,1828648693,908466522,609466570,302774926,203131158,100935905,67716888,33635001,22563124,11212717,7520737,3713004,2490353,1158854,777463,265828,177786,34060,22815,2149,1397
86436216832,26273459580,9852547331,6568365001,9852547248,5571306934,4281240397,6939620726,2912926605,5571306934,5571306934,0,4100604413,1349539892,2751064521,180020455,18757219,161263236,615390,16680,598710,139,1,138,5571306934,0,2734154628,1834346844,911300483,611366280,303720254,203764588,101250643,67927887,33739788,22633383,11247834,7544382,3724789,2498213,1162734,780107,266871,178500,34223,22930,2166,1407
86704652288,26355054120,9883145315,6588763613,9883145192,5588582334,4294562981,6961161920,2921983395,5588582334,5588582334,0,4113359386,1353746395,2759612991,180585972,18816454,161769518,617481,16736,600745,142,1,141,5588582334,0,2742658936,1840046858,914135300,613266425,304663692,204396796,101566555,68139273,33844353,22703319,11282823,7567815,3736506,2506061,1166697,782774,267924,179205,34412,23047,2188,1418
86973087744,26436648655,9913743250,6609162238,9913743167,5605859991,4307883259,6982707099,2931036151,5605859991,5605859991,0,4126111324,1357954273,2768157051,181152246,18876035,162276211,619547,16799,602748,142,1,141,5605859991,0,2751162146,1845744113,916969328,615164494,305607381,205029639,101881096,68350443,33948849,22773266,11317818,7591235,3748265,2513946,1170675,785423,268976,179896,34589,23168,2201,1428
87241523200,26518243281,9944341241,6629560924,9944341116,5623134619,4321206622,7004249154,2940092087,5623134619,5623134619,0,4138867887,1362162029,2776705858,181717039,18935643,162781396,621554,16862,604692,142,1,141,5623134619,0,2759668366,1851445318,919803999,617063488,306551963,205662722,102195113,68560829,34054213,22843764,11352814,7614657,3759918,2521761,1174498,787977,270029,180621,34746,23274,2228,1447
87509958656,26599837960,9974939281,6649959565,9974939114,5640410452,4334528829,7025791949,2949147332,5640410452,5640410452,0,4151620823,1366369306,2785251517,182284255,18995273,163288982,623607,16917,606690,144,1,143,5640410452,0,2768169300,1857142357,922639709,618962944,307496359,206295526,102511004,68772463,34158948,22914068,11387497,7638016,3771520,2529535,1178280,790432,271033,181310,34932,23409,2241,1457
87778394112,26681432500,10005537223,6670358165,10005537112,5657684575,4347852648,7047331191,2958206032,5657684575,5657684575,0,4164376121,1370574797,2793801324,182850705,19054834,163795871,625678,16984,608694,144,1,143,5657684575,0,2776670184,1862839635,925477015,620865023,308441443,206929640,102826037,68983662,34264105,22984582,11422565,7661377,3783300,2537479,1182059,792946,272043,181980,35114,23533,2256,1467
88046829568,26763027129,10036135232,6690756794,10036135103,5674956207,4361179025,7068871443,2967263789,5674956207,5674956207,0,4177133937,1374783767,2802350170,183417277,19114433,164302844,627667,17035,610632,144,1,143,5674956207,0,2785178234,1868540901,928312393,622764971,309385421,207562300,103139850,69193657,34368854,23054827,11457599,7684836,3795141,2545430,1185839,795476,273068,182655,35263,23635,2275,1482
88315265024,26844621681,10066733180,6711155435,10066733066,5692233536,4374499644,7090415787,2976317393,5692233536,5692233536,0,4189885374,1378990755,2810894619,183984495,19174409,164810086,629631,17086,612545,144,1,143,5692233536,0,2793684044,1874240614,931142522,624661048,310329698,208194887,103453921,69404424,34473920,23125231,11492788,7708394,3806866,2553314,1189831,798147,274074,183324,35418,23744,2292,1492
88583700480,26926216296,10097331130,6731554126,10097331040,5709511827,4387819303,7111958545,2985372585,5709511827,5709511827,0,4202635994,1383195362,2819440632,184551403,19234216,165317187,631761,17139,614622,145,1,144,5709511827,0,2802184531,1879937773,933974835,626559472,311274494,208827800,103770237,69616754,34578780,23195497,11527645,7731889,3818797,2561348,1193709,800758,275066,183979,35592,23860,2308,1502
88852135936,27007810865,10127929122,6751952766,10127928977,5726789166,4401139956,7133502958,2994426164,5726789166,5726789166,0,4215388933,1387402385,2827986548,185117097,19294230,165822867,633779,17176,616603,147,1,146,5726789166,0,2810689439,1885636487,936806586,628456862,312218053,209461042,104086424,69828438,34683691,23265801,11562416,7755244,3830574,2569210,1197600,803328,276066,184656,35755,23967,2329,1513
89120571392,27089405469,10158527071,6772351394,10158527004,5744065862,4414461209,7155046076,3003480995,5744065862,5744065862,0,4228140207,1391609040,2836531167,185685050,19353958,166331092,635805,17215,618590,147,1,146,5744065862,0,2819191419,1891334121,939640509,630355956,313162153,210092873,104401344,70039374,34788366,23336153,11597276,7778716,3842379,2577141,1201405,805907,277069,185322,35938,24076,2349,1528
89389006848,27171000071,10189125070,6792750045,10189124956,5761339369,4427785701,7176585666,3012539404,5761339369,5761339369,0,4240896536,1395815130,2845081406,186251231,19413894,166837337,637786,17272,620514,148,1,147,5761339369,0,2827693370,1897031671,942478281,632258768,314106219,210726213,104717296,70251234,34893181,23406341,11632224,7801958,3854169,2584977,1205219,808506,278113,186020,36094,24173,2370,1545
