boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same,ramified_cyclic_6,ramified_cyclic_6_rank_same
30333206528,9220189117,4033832785,1152523599,4033832733,3376166525,657666260,3469882569,563950216,3376166525,3376166525,0,655689481,93675480,562014001,1976675,40564,1936111,104,0,104,3376166525,0,562286070,481957556,80321298,68844555,11467232,9827994,1510796,1294649,102872,88162,1213,1085,964720064,187803535,991449429,161074170,964720064,964720064,0,187243319,26718083,160525236,560191,11282,548909,25,0,25,964720064,0,160620162,137700790,22947662,19673257,3269052,2802872,390924,335026,15482,13260,37,31
30601641984,9301783785,4069530423,1162722877,4069530485,3406045715,663484708,3500590744,568939679,3406045715,3406045715,0,661490418,94504098,566986320,1994185,40931,1953254,105,0,105,3406045715,0,567261025,486221931,81030844,69452733,11568318,9914642,1524890,1306705,104113,89213,1228,1096,973256771,189466106,1000223114,162499763,973256771,973256771,0,188900892,26954955,161945937,565188,11388,553800,26,0,26,973256771,0,162040640,138918120,23151246,19847842,3298360,2828063,394913,338430,15692,13448,41,34
30870077440,9383378379,4105228029,1172922257,4105228093,3435923118,669304911,3531297208,573930821,3435923118,3435923118,0,667293293,95332815,571960478,2011513,41275,1970238,105,0,105,3435923118,0,572236382,490486991,81741179,70061408,11670027,10001820,1539111,1318859,105340,90282,1254,1118,981793800,191128457,1008996283,163925974,981793800,981793800,0,190558299,27190997,163367302,570131,11486,558645,27,0,27,981793800,0,163461851,140136636,23354465,20022462,3327191,2852712,398835,341822,15913,13633,44,37
31138512896,9464973030,4140925616,1183121620,4140925794,3465796681,675128935,3561999574,578926042,3465796681,3465796681,0,673099851,96161240,576938611,2028979,41653,1987326,105,0,105,3465796681,0,577215056,494755375,82452587,70671294,11771093,10088513,1553240,1330947,106597,91344,1278,1138,990329386,192792234,1017768800,165352820,990329386,990329386,0,192217157,27427845,164789312,575050,11569,563481,27,0,27,990329386,0,164884474,141356233,23557724,20196628,3356142,2877519,402650,345075,16121,13818,46,39
31406948352,9546567545,4176623253,1193320970,4176623322,3495669601,680953652,3592703324,583919929,3495669601,3495669601,0,678907106,96991743,581915363,2046441,41980,2004461,105,0,105,3495669601,0,582193926,499022108,83164538,71281474,11872139,10175160,1567377,1343064,107815,92391,1311,1166,998866613,194454357,1026543349,166777621,998866613,998866613,0,193874331,27665076,166209255,579999,11660,568339,27,0,27,998866613,0,166305224,142573619,23760946,20370745,3385119,2902323,406668,348538,16328,13991,46,39
31675383808,9628162242,4212321026,1203520306,4212320910,3525545203,686775823,3623409478,588911548,3525545203,3525545203,0,684711770,97821944,586889826,2063948,42331,2021617,105,0,105,3525545203,0,587173272,503288991,83873422,71889201,11973242,10261810,1581407,1355130,109099,93516,1328,1178,1007403582,196116724,1035316382,168203924,1007403582,1007403582,0,195531639,27901046,167630593,585058,11754,573304,27,0,27,1007403582,0,167726449,143792572,23964149,20545024,3413878,2926894,410570,351898,16546,14165,47,40
31943819264,9709756793,4248018658,1213719582,4248018553,3555423264,692595394,3654116838,593901820,3555423264,3555423264,0,690513996,98650856,591863140,2081293,42718,2038575,105,0,105,3555423264,0,592146891,507552019,84584594,72498801,12075399,10349356,1595437,1367182,110324,94585,1351,1197,1015941043,197778539,1044091471,169628111,1015941043,1015941043,0,197188471,28138558,169049913,590041,11870,578171,27,0,27,1015941043,0,169147350,145009805,24166838,20718579,3442974,2951865,414487,355257,16773,14365,49,42
32212254720,9791351426,4283716309,1223918905,4283716212,3585295036,698421273,3684818462,598897847,3585295036,3585295036,0,696322239,99480355,596841884,2098929,43071,2055858,105,0,105,3585295036,0,597125721,511819729,85296586,73109241,12177158,10436511,1609753,1379467,111645,95719,1376,1217,1024477565,199441340,1052864860,171054045,1024477565,1024477565,0,198846329,28375315,170471014,594984,11980,583004,27,0,27,1024477565,0,170568794,146228298,24369976,20892785,3472086,2976679,418418,358641,17005,14568,50,43
32480690176,9872945933,4319413832,1234118244,4319413857,3615172917,704240915,3715526718,603887114,3615172917,3615172917,0,702124475,100310371,601814104,2116334,43429,2072905,106,1,105,3615172917,0,602100057,516082555,86007605,73718558,12278757,10523516,1623744,1391436,112914,96803,1398,1236,1033015069,201103175,1061639301,172478943,1033015069,1033015069,0,200503086,28612136,171890950,600062,12096,587966,27,0,27,1033015069,0,171988745,147445284,24573315,21067051,3501319,3001726,422402,362067,17255,14779,50,43
32749125632,9954540598,4355111467,1244317622,4355111509,3645047782,710063685,3746231647,608879820,3645047782,3645047782,0,707929527,101140096,606789431,2134049,43768,2090281,109,1,108,3645047782,0,607076931,520347810,86718003,74327545,12380850,10611119,1638182,1403824,114142,97878,1419,1255,1041550568,202767054,1070411585,173906037,1041550568,1041550568,0,202162043,28848814,173313229,604984,12203,592781,27,0,27,1041550568,0,173411098,148664646,24776665,21241490,3530551,3026744,426199,365330,17479,14975,51,44
33017561088,10036135164,4390809154,1254516962,4390809048,3674929755,715879399,3776942380,613866774,3674929755,3674929755,0,713727775,101968506,611759269,2151513,44118,2107395,111,1,110,3674929755,0,612050394,524610332,87426334,74935015,12482108,10697951,1652159,1415813,115337,98881,1443,1277,1050086855,204430107,1079184331,175332631,1050086855,1050086855,0,203820194,29085172,174735022,609886,12304,597582,27,0,27,1050086855,0,174833217,149883962,24979491,21415538,3559527,3051530,430183,368761,17723,15186,53,45
33285996544,10117729834,4426506803,1264716281,4426506750,3704806807,721699996,3807648625,618858178,3704806807,3704806807,0,719530838,102797312,616733526,2169047,44505,2124542,111,1,110,3704806807,0,617026097,528875549,88136414,75543459,12583773,10785097,1666469,1428133,116621,99994,1464,1294,1058623424,206092857,1087957140,176759141,1058623424,1058623424,0,205478025,29321299,176156726,614805,12417,602388,27,0,27,1058623424,0,176254970,151103204,25182513,21589679,3588494,3076359,434051,372068,17941,15368,56,48
33554432000,10199324365,4462204394,1274915621,4462204350,3734685527,727518867,3838355479,623848915,3734685527,3734685527,0,725332242,103625079,621707163,2186513,44872,2141641,112,1,111,3734685527,0,621999162,533139243,88848039,76153338,12685006,10871958,1680698,1440290,117846,101017,1491,1317,1067161602,207754019,1096732383,178183238,1067161602,1067161602,0,207134217,29558250,177575967,619774,12531,607243,28,0,28,1067161602,0,177676296,152321223,25384204,21762469,3617536,3101227,437942,375411,18181,15587,58,50
33822867456,10280919047,4497902121,1285114966,4497901960,3764563427,733338694,3869062176,628839945,3764563427,3764563427,0,731134400,104453485,626680915,2204181,45263,2158918,113,1,112,3764563427,0,626973196,537403222,89559213,76762983,12786394,10958705,1694990,1452579,119092,102089,1515,1337,1075698326,209416640,1105505910,179609056,1075698326,1075698326,0,208791839,29794947,178996892,624773,12637,612136,28,0,28,1075698326,0,179097186,153539253,25587812,21937013,3646609,3126102,441785,378711,18388,15762,59,51
34091302912,10362513588,4533599711,1295314296,4533599581,3794438720,739160991,3899767415,633832296,3794438720,3794438720,0,736939165,105283052,631656113,2221711,45642,2176069,115,1,114,3794438720,0,631950896,541669623,90269057,77371238,12888138,11045975,1709193,1464773,120338,103147,1543,1357,1084234859,211079437,1114278513,181035783,1084234859,1084234859,0,210449616,30030905,180418711,629793,12749,617044,28,0,28,1084234859,0,180519317,154758930,25790436,22110795,3675596,3150966,445613,382024,18592,15943,62,53
34359738368,10444108196,4569297352,1305513636,4569297208,3824313367,744983985,3930473444,638823908,3824313367,3824313367,0,742744795,106114077,636630718,2239075,45999,2193076,115,1,114,3824313367,0,636927436,545933790,90981103,77981474,12989702,11132929,1723367,1476907,121607,104231,1580,1387,1092771402,212742234,1123051299,182462337,1092771402,1092771402,0,212107546,30267031,181840515,634659,12866,621793,29,0,29,1092771402,0,181939958,155977398,25994317,22285555,3704865,3176001,449516,385359,18826,16147,64,55
34628173824,10525702739,4604994986,1315712938,4604994815,3854189623,750805363,3961178213,643816773,3854189623,3854189623,0,748548824,106942231,641606593,2256423,46358,2210065,116,1,115,3854189623,0,641903779,550200007,91691828,78590967,13091159,11219857,1737579,1489021,122876,105333,1603,1408,1101308568,214404370,1131825460,183887478,1101308568,1101308568,0,213764783,30503922,183260861,639558,12970,626588,29,0,29,1101308568,0,183360902,157195214,26197275,22459505,3734104,3201061,453380,388687,19057,16338,65,56
34896609280,10607297322,4640692657,1325912310,4640692355,3884063015,756629642,3991880571,648812086,3884063015,3884063015,0,754355629,107770858,646584771,2273895,46697,2227198,118,1,117,3884063015,0,646881965,554468209,92402995,79200402,13193127,11307133,1751727,1501151,124186,106443,1629,1433,1109844675,216067635,1140598149,185314161,1109844675,1109844675,0,215423149,30740416,184682733,644456,13058,631398,30,0,30,1109844675,0,184783012,158414463,26400294,22633643,3763169,3225983,457341,392083,19266,16503,67,58
35165044736,10688891957,4676390309,1336111632,4676390016,3913934248,762456061,4022581808,653808501,3913934248,3913934248,0,760164514,108600516,651563998,2291428,47043,2244385,119,1,118,3913934248,0,651861999,558736456,93113917,79810140,13295485,11394958,1766031,1513477,125417,107504,1665,1463,1118381427,217730205,1149371509,186740123,1118381427,1118381427,0,217080780,30976924,186103856,649394,13158,636236,31,0,31,1118381427,0,186204150,159632936,26603533,22807796,3792367,3250994,461197,395400,19465,16672,68,58
35433480192,10770486462,4712087922,1346310918,4712087622,3943810093,768277829,4053287576,658800346,3943810093,3943810093,0,765968701,109430060,656538641,2309007,47422,2261585,121,1,120,3943810093,0,656838860,563001729,93824083,80419090,13397066,11482039,1780299,1525704,126708,108601,1685,1478,1126917555,219393363,1158144840,188166078,1126917555,1126917555,0,218739021,31214023,187524998,654311,13262,641049,31,0,31,1126917555,0,187626840,160852277,26806014,22981233,3821228,3275740,465166,398806,19704,16883,69,59
35701915648,10852081078,4747785502,1356510227,4747785349,3973684714,774100788,4083991021,663794481,3973684714,3973684714,0,771774114,110258531,661515583,2326552,47775,2278777,122,1,121,3973684714,0,661815560,567268335,94535233,81028690,13499083,11569478,1794477,1537845,128049,109740,1712,1495,1135451519,221058708,1166915819,189594408,1135451519,1135451519,0,220399286,31450940,188948346,659390,13360,646030,32,0,32,1135451519,0,189049966,162072231,27009688,23155974,3850553,3300845,469097,402167,19912,17069,70,60
35970351104,10933675691,4783483123,1366709525,4783483043,4003561121,779922002,4114698031,668785092,4003561121,4003561121,0,777577815,111088729,666489086,2344065,48180,2295885,122,1,121,4003561121,0,666792333,571533041,95245357,81637429,13600408,11656258,1808647,1549996,129332,110843,1738,1519,1143987384,222722141,1175688410,191021115,1143987384,1143987384,0,222057673,31687546,190370127,664435,13480,650955,33,0,33,1143987384,0,190472228,163291403,27212700,23330251,3879453,3325571,473072,405561,20149,17280,71,61
36238786560,11015270236,4819180739,1376908865,4819180632,4033432549,785748190,4145398691,673782048,4033432549,4033432549,0,783386683,111917594,671469089,2361385,48547,2312838,122,1,121,4033432549,0,671771187,575801083,95957817,82248559,13702302,11743766,1822943,1562182,130669,111958,1765,1541,1152523762,224385103,1184460943,192447922,1152523762,1152523762,0,223715634,31923595,191792039,669436,13586,655850,33,0,33,1152523762,0,191893867,164510365,27416001,23504758,3908354,3350446,476976,408949,20364,17459,72,62
36507222016,11096864775,4854878279,1387108143,4854878353,4063304377,791573902,4176101008,678777271,4063304377,4063304377,0,789194963,112747748,676447215,2378816,48882,2329934,123,1,122,4063304377,0,676751279,580069807,96669003,82857731,13803779,11830707,1837198,1574384,131919,113028,1785,1558,1161060073,226048070,1193233824,193874319,1161060073,1161060073,0,225373641,32160046,193213595,674396,13705,660691,33,0,33,1161060073,0,193315203,165729136,27619207,23678854,3937693,3375585,480879,412302,20585,17654,74,64
36775657472,11178459371,4890575992,1397307459,4890575920,4093179427,797396565,4206804125,683771867,4093179427,4093179427,0,795000250,113575454,681424796,2396191,49243,2346948,124,1,123,4093179427,0,681728717,584337755,97379804,83466883,13905462,11917968,1851300,1586507,133159,114106,1808,1577,1169598656,227708803,1202009183,195298276,1169598656,1169598656,0,227029326,32396717,194632609,679444,13810,665634,33,0,33,1169598656,0,194734423,166945418,27822552,23853210,3966708,3400443,484730,415608,20839,17866,74,64
37044092928,11260053963,4926273640,1407506748,4926273575,4123053973,803219667,4237508726,688764914,4123053973,4123053973,0,800805985,114405175,686400810,2413558,49577,2363981,124,1,123,4123053973,0,686706498,588603968,98090032,84075686,14007480,12005449,1865684,1598870,134457,115237,1834,1600,1178136472,229370276,1210783915,196722833,1178136472,1178136472,0,228685830,32633539,196052291,684413,13904,670509,33,0,33,1178136472,0,196154725,168162547,28025560,24027322,3995746,3425305,488636,418973,21087,18079,76,65
37312528384,11341648587,4961971228,1417706113,4961971246,4152931770,809039458,4268215730,693755498,4152931770,4152931770,0,806608273,115234004,691374269,2431061,49955,2381106,124,1,123,4152931770,0,691680323,592867522,98800863,84684721,14109560,12092999,1879903,1611062,135770,116346,1854,1619,1186672255,231033858,1219555766,198150347,1186672255,1186672255,0,230344463,32869525,197474938,689362,13986,675376,33,0,33,1186672255,0,197576753,169382307,28229158,24201826,4024590,3450122,492578,422355,21304,18260,80,68
37580963840,11423243298,4997668909,1427905491,4997668898,4182808704,814860205,4298918653,698750256,4182808704,4182808704,0,812411451,116059657,696351794,2448629,50291,2398338,125,1,124,4182808704,0,696657456,597136366,99510177,85293368,14210675,12179656,1894209,1623319,137060,117447,1874,1638,1195209676,232695815,1228329825,199575666,1195209676,1195209676,0,232001438,33106061,198895377,694344,14088,680256,33,0,33,1195209676,0,198997183,170599865,28432817,24376545,4053249,3474654,496540,425756,21569,18489,80,68
37849399296,11504837837,5033366554,1438104726,5033366557,4212683590,820682964,4329621415,703745139,4212683590,4212683590,0,818216565,116887170,701329395,2466274,50654,2415620,125,1,124,4212683590,0,701633818,601403100,100221904,85903756,14312376,12267030,1908230,1635310,138336,118537,1901,1662,1203746380,234358346,1237103241,201001485,1203746380,1203746380,0,233658939,33342672,200316267,699372,14189,685183,35,0,35,1203746380,0,200419247,171818894,28635137,24550029,4082296,3499537,500390,429072,21789,18667,80,68
38117834752,11586432494,5069064206,1448304075,5069064213,4242557693,826506513,4360324805,708739401,4242557693,4242557693,0,824022725,117716086,706306639,2483662,51025,2432637,126,1,125,4242557693,0,706612011,605670907,100933128,86513216,14413602,12353670,1922468,1647548,139585,119609,1931,1689,1212282289,236021786,1245876438,202427637,1212282289,1212282289,0,235317382,33579848,201737534,704369,14301,690068,35,0,35,1212282289,0,201841046,173037471,28838749,24724413,4111220,3524281,504268,432430,22017,18869,82,70
38386270208,11668027070,5104761853,1458503442,5104761775,4272430664,832331189,4391027602,713734251,4272430664,4272430664,0,829829961,118545550,711284411,2501101,51387,2449714,127,1,126,4272430664,0,711590729,609938553,101644438,87122849,14515291,12440876,1936728,1659744,140815,120674,1960,1715,1220819413,237684029,1254650989,203852453,1220819413,1220819413,0,236974648,33817190,203157458,709344,14386,694958,37,0,37,1220819413,0,203262520,174255243,29041607,24898363,4140062,3548958,508127,435757,22248,19065,84,72
38654705664,11749621670,5140459446,1468702740,5140459484,4302305725,838153721,4421732658,718726788,4302305725,4302305725,0,835634849,119375177,716259672,2518744,51755,2466989,128,1,127,4302305725,0,716566973,614204242,102355871,87732052,14616953,12527897,1950914,1671912,142143,121825,1995,1744,1229356521,239346219,1263424975,205277765,1229356521,1229356521,0,238631783,34053962,204577821,714399,14492,699907,37,0,37,1229356521,0,204682821,175472447,29245201,25073033,4169218,3573989,511987,439027,22471,19252,85,73
38923141120,11831216297,5176157178,1478902057,5176157062,4332180243,843976935,4452436150,723721028,4332180243,4332180243,0,841440536,120203800,721236736,2536268,52106,2484162,131,1,130,4332180243,0,721544243,618471089,103067258,88341819,14718464,12615079,1965058,1684005,143484,122969,2029,1775,1237893364,241008693,1272198162,206703895,1237893364,1237893364,0,240289191,34290216,205998975,719465,14582,704883,37,0,37,1237893364,0,206104416,176691239,29447931,25246925,4198156,3598902,515893,442381,22709,19454,86,74
39191576576,11912810779,5211854689,1489101333,5211854757,4362053735,849800954,4483139979,728714710,4362053735,4362053735,0,847246942,121033775,726213167,2553879,52468,2501411,133,1,132,4362053735,0,726522460,622737582,103778804,88951739,14819626,12701821,1979260,1696193,144736,124034,2056,1798,1246430195,242671138,1280972314,208129019,1246430195,1246430195,0,241946610,34527444,207419166,724491,14675,709816,37,0,37,1246430195,0,207526287,177909492,29650276,25420385,4227283,3623892,519731,445655,22947,19668,86,74
39460012032,11994405342,5247552309,1499300710,5247552323,4391930408,855621901,4513846858,733705451,4391930408,4391930408,0,853050344,121863612,731186732,2571422,52837,2518585,135,1,134,4391930408,0,731497602,627001617,104489449,89560541,14921246,12788801,1993924,1708804,146040,125147,2083,1822,1254965161,244335549,1289744221,209556489,1254965161,1254965161,0,243606074,34764303,208841771,729438,14757,714681,37,0,37,1254965161,0,208949145,179129016,29853799,25595124,4256314,3648711,523570,448999,23155,19842,91,79
39728447488,12075999996,5283250005,1509500009,5283249982,4421806034,861443971,4544552891,738697114,4421806034,4421806034,0,858854819,122693683,736161136,2589017,53173,2535844,135,1,134,4421806034,0,736474701,631267427,105200000,90169049,15022730,12875766,2007998,1720842,147287,126213,2103,1839,1263502157,245997852,1298517799,210982210,1263502157,1263502157,0,245263439,35000772,210262667,734375,14870,719505,38,0,38,1263502157,0,210369736,180346739,30057366,25769898,4285281,3673454,527570,452444,23390,20049,96,83
39996882944,12157594492,5318947617,1519699336,5318947539,4451684587,867263030,4575259617,743688000,4451684587,4451684587,0,864656540,123521514,741135026,2606353,53515,2552838,137,1,136,4451684587,0,741448409,635531207,105910935,90778999,15124209,12962616,2022289,1733017,148569,127325,2129,1862,1272038293,247661043,1307290878,212408458,1272038293,1272038293,0,246921647,35237611,211684036,739358,14974,724384,38,0,38,1272038293,0,211791429,181565540,30260341,25943672,4314558,3698622,531600,455866,23621,20251,98,85
40265318400,12239189116,5354645284,1529898549,5354645283,4481561234,873084050,4605966208,748679076,4481561234,4481561234,0,870460022,124351106,746108916,2623891,53867,2570024,137,1,136,4481561234,0,746422295,639793609,106623502,91390049,15225582,13049595,2036631,1745332,149858,128451,2154,1880,1280574094,249324455,1316063121,213835428,1280574094,1280574094,0,248579939,35473954,213105985,744478,15073,729405,38,0,38,1280574094,0,213212586,182784300,30464301,26118548,4343614,3723422,535480,459180,23857,20447,101,88
40533753856,12320783737,5390342826,1540097920,5390342991,4511435966,878906860,4636671795,753671031,4511435966,4511435966,0,876265317,125181611,751083706,2641404,54217,2587187,139,1,138,4511435966,0,751399303,644058384,107333968,91999142,15327981,13137312,2050767,1757429,151116,129536,2182,1903,1289109773,250988147,1324835788,215262132,1289109773,1289109773,0,250238634,35710841,214527793,749475,15174,734301,38,0,38,1289109773,0,214635160,184003917,30667169,26292176,4372771,3748498,539349,462475,24076,20632,109,95
40802189312,12402378327,5426040541,1550297248,5426040538,4541307141,884733400,4667374866,758665675,4541307141,4541307141,0,882074267,126013169,756061098,2658993,54555,2604438,140,1,139,4541307141,0,756379360,648325617,108045282,92608598,15429872,13224612,2065132,1769713,152415,130635,2206,1923,1297646612,252650636,1333609234,216688014,1297646612,1297646612,0,251895983,35947349,215948634,754614,15273,739341,39,0,39,1297646612,0,216056175,185222104,30870132,26466280,4401967,3773477,543291,465838,24309,20840,109,95
41070624768,12483972932,5461738077,1560496568,5461738287,4571182385,890555692,4698079827,763658250,4571182385,4571182385,0,887879219,126842558,761036661,2676333,54883,2621450,140,1,139,4571182385,0,761357521,652592738,108755511,93217161,15531151,13311415,2079108,1781666,153698,131737,2230,1944,1306183837,254312731,1342383575,218112993,1306183837,1306183837,0,253553102,36184379,217368723,759590,15359,744231,39,0,39,1306183837,0,217477323,186439991,31072702,26639861,4431237,3798559,547190,469172,24537,21042,113,98
41339060224,12565567587,5497435812,1570695868,5497435907,4601056314,896379498,4728783147,768652665,4601056314,4601056314,0,893685265,127671587,766013678,2694092,55245,2638847,141,1,140,4601056314,0,766334786,656859163,109467221,93827196,15632639,13398560,2093300,1793855,155065,132939,2254,1965,1314720306,255975562,1351156211,219539657,1314720306,1314720306,0,255210934,36420443,218790491,764589,15462,749127,39,0,39,1314720306,0,218897971,187658530,31276669,26814610,4460357,3823522,551045,472482,24777,21248,115,99
41607495680,12647162137,5533133370,1580895255,5533133512,4630933046,902200324,4759488989,773644381,4630933046,4630933046,0,899488477,128500336,770988141,2711704,55606,2656098,143,1,142,4630933046,0,771309895,661124354,110178281,94436234,15734160,13485443,2107442,1806014,156416,134104,2283,1992,1323256093,257639162,1359929287,220965968,1323256093,1323256093,0,256869689,36657634,220212055,769434,15560,753874,39,0,39,1323256093,0,220319929,188877141,31479984,26988827,4489601,3848646,555043,475886,25015,21454,117,101
41875931136,12728756731,5568830976,1591094586,5568831169,4660800807,908030169,4790186134,778644842,4660800807,4660800807,0,905300615,129329385,775971230,2729410,55941,2673469,144,1,143,4660800807,0,776294350,665397863,110889208,95045707,15835233,13572122,2121789,1818281,157732,135250,2303,2007,1331792730,259301856,1368702332,222392254,1331792730,1331792730,0,258527399,36893923,221633476,774418,15679,758739,39,0,39,1331792730,0,221741104,190095644,31683488,27163520,4518522,3873354,558911,479192,25255,21664,119,102
42144366592,12810351325,5604528616,1601293934,5604528775,4690675870,913852746,4820890552,783638064,4690675870,4690675870,0,911105443,130158362,780947081,2747159,56319,2690840,144,1,143,4690675870,0,781270012,669663053,111601260,95655985,15936623,13658989,2136145,1830618,159079,136410,2324,2026,1340328381,260965553,1377475223,223818711,1340328381,1340328381,0,260186205,37131070,223055135,779309,15772,763537,39,0,39,1340328381,0,223162798,191314136,31887375,27338232,4547643,3898282,562784,482523,25485,21860,120,102
42412802048,12891945869,5640226300,1611493232,5640226337,4720552794,919673506,4851597751,788628549,4720552794,4720552794,0,916908534,130988278,785920256,2764828,56678,2708150,144,1,143,4720552794,0,786244748,673926402,112312017,96265187,16038608,13746305,2150392,1842771,160415,137540,2354,2051,1348863960,262629272,1386247116,225246116,1348863960,1348863960,0,261844977,37367273,224477704,784256,15883,768373,39,0,39,1348863960,0,224584727,192533607,32090839,27512621,4576710,3923273,566841,486018,25739,22082,121,103
42681237504,12973540510,5675923932,1621692596,5675923982,4750425995,925497937,4882301553,793622379,4750425995,4750425995,0,922715213,131818509,790896704,2782578,57048,2725530,146,1,145,4750425995,0,791224137,678194005,113021869,96873333,16140315,13833408,2164740,1855161,161768,138721,2384,2076,1357402328,264290268,1395022626,226669970,1357402328,1357402328,0,263500993,37604320,225896673,789236,15978,773258,39,0,39,1357402328,0,226003470,193749505,32294734,27687102,4605838,3948232,570808,489397,26019,22331,124,106
42949672960,13055135182,5711621531,1631891952,5711621699,4780302977,931318554,4913007956,798613575,4780302977,4780302977,0,928518515,132647547,795870968,2799892,57431,2742461,147,1,146,4780302977,0,796198116,682457839,113734003,97483418,16241806,13920346,2179083,1867412,163097,139855,2410,2098,1365938169,265953783,1403795753,228096199,1365938169,1365938169,0,265159433,37841514,227317919,794311,16070,778241,39,0,39,1365938169,0,227425413,194968195,32497683,27860871,4635125,3973352,574833,492855,26253,22539,126,107
43218108416,13136729708,5747319275,1642091259,5747319174,4810176312,937142963,4943712943,803606332,4810176312,4810176312,0,934325451,133478829,800846622,2817363,57801,2759562,149,1,148,4810176312,0,801176605,686723326,114445638,98093388,16342982,14007150,2193373,1879646,164412,140987,2441,2125,1374474265,267616994,1412568528,229522731,1374474265,1374474265,0,266817631,38078090,228739541,799324,16173,783151,39,0,39,1374474265,0,228846761,196186518,32701282,28035672,4664150,3998241,578801,496243,26506,22756,131,111
43486543872,13218324351,5783016970,1652290571,5783016810,4840054230,942962740,4974421304,808595666,4840054230,4840054230,0,940127689,134308903,805818786,2834900,58170,2776730,151,1,150,4840054230,0,806151557,690986848,115156213,98702156,16444148,14093744,2207631,1891836,165665,142046,2475,2156,1383009343,269281228,1421340317,230950254,1383009343,1383009343,0,268476845,38314709,230162136,804344,16265,788079,39,0,39,1383009343,0,230268508,197405663,32905419,28210623,4693249,4023111,582788,499655,26750,22973,131,111
43754979328,13299918897,5818714633,1662489851,5818714413,4869930402,948784231,5005126781,813587852,4869930402,4869930402,0,945931461,135137839,810793622,2852616,58539,2794077,154,1,153,4869930402,0,811128165,695252866,115866201,99310432,16545637,14180863,2221930,1904076,167025,143203,2503,2182,1391545608,270944243,1430113092,232376759,1391545608,1391545608,0,270134897,38551127,231583770,809307,16357,792950,39,0,39,1391545608,0,231689770,198624308,33108954,28385108,4722304,4048040,586775,503045,26958,23153,136,116
44023414784,13381513500,5854412247,1672689128,5854412125,4899807616,954604631,5035834071,818578176,4899807616,4899807616,0,951734328,135967554,815766774,2870147,58900,2811247,156,1,155,4899807616,0,816102325,699515757,116578103,99920501,16647056,14267846,2235924,1916088,168394,144379,2526,2203,1400078455,272610673,1438883199,233805929,1400078455,1400078455,0,271796248,38788283,233007965,814386,16461,797925,39,0,39,1400078455,0,233114777,199845846,33311980,28559064,4751458,4073146,590693,506428,27203,23364,137,117
44291850240,13463108161,5890109902,1682888484,5890109775,4929686703,960423199,5066541556,823568346,4929686703,4929686703,0,957535571,136795571,820740000,2887472,59281,2828191,156,1,155,4929686703,0,821076040,703779562,117288314,100529592,16748663,14354703,2250261,1928371,169731,145536,2562,2236,1408615323,274273161,1447656500,235231984,1408615323,1408615323,0,273453727,39024617,234429110,819393,16560,802833,41,0,41,1408615323,0,234535554,201063830,33515459,28733621,4780513,4098132,594597,509818,27464,23589,140,120
44560285696,13544702752,5925807459,1693087844,5925807449,4959563832,966243627,5097247602,828559857,4959563832,4959563832,0,963338497,137624139,825714358,2904974,59630,2845344,156,1,155,4959563832,0,826051514,708044561,117998602,101138328,16850245,14441988,2264472,1940519,171071,146697,2593,2265,1417152517,275935327,1456430856,236656988,1417152517,1417152517,0,275110896,39261680,235849216,824389,16659,807730,42,0,42,1417152517,0,235956586,202281435,33718250,28907470,4809567,4123126,598651,513268,27700,23796,142,121
44828721152,13626297261,5961504931,1703287158,5961505172,4989440467,972064464,5127953558,833551373,4989440467,4989440467,0,969141597,138453111,830688486,2922710,59979,2862731,157,1,156,4989440467,0,831025902,712308792,118710209,101747668,16951624,14529054,2278911,1952929,172333,147759,2618,2284,1425688914,277598244,1465204544,238082614,1425688914,1425688914,0,276768903,39498862,237270041,829299,16768,812531,42,0,42,1425688914,0,237378826,203500278,33921215,29081322,4838176,4147679,602594,516627,27948,24013,144,122
