boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same,ramified_cyclic_6,ramified_cyclic_6_rank_same
126164664320,38349459513,16777888512,4793682413,16777888588,14041462456,2736426056,14431393485,2346495027,14041462456,14041462456,0,2728177912,389762182,2338415730,8247678,168846,8078832,466,1,465,14041462456,0,2338993197,2004833083,334166190,286422802,47733728,40916152,6638398,5689594,630028,540020,16371,14079,4012094766,781587647,4123388770,670293643,4012094766,4012094766,0,779241254,111246061,667995193,2346258,47941,2298317,135,2,133,4012094766,0,668204092,572807100,95454459,81830916,13633569,11686824,1827145,1565616,120749,103684,1240,1053
126433099776,38431054034,16813586085,4803881748,16813586201,14071340280,2742245805,14462100672,2351485413,14071340280,14071340280,0,2733980260,390591167,2343389093,8265078,169224,8095854,467,1,466,14071340280,0,2343967701,2009097121,334876671,287031770,47835148,41002865,6652587,5701742,631717,541464,16436,14131,4020628562,783253186,4132160076,671721672,4020628562,4020628562,0,780901800,111483475,669418325,2351251,48037,2303214,135,2,133,4020628562,0,669628547,574027621,95657468,82005157,13662167,11711293,1831263,1569189,121110,104008,1245,1057
126701535232,38512648626,16849283715,4814081090,16849283821,14101213896,2748069819,14492806567,2356477148,14101213896,14101213896,0,2739786574,391423065,2348363509,8282778,169605,8113173,467,1,466,14101213896,0,2348944981,2013360822,335587758,287641421,47937082,41090197,6666939,5714046,633317,542835,16497,14188,4029163999,784917091,4140931677,673149413,4029163999,4029163999,0,782560647,111719538,670841109,2356309,48138,2308171,135,2,133,4029163999,0,671050594,575247382,95861032,82179742,13690903,11735904,1835385,1572686,121482,104333,1251,1062
126969970688,38594243249,16884981354,4824280444,16884981451,14131090142,2753891212,14523511601,2361469753,14131090142,14131090142,0,2745590483,392251522,2353338961,8300262,169936,8130326,467,1,466,14131090142,0,2353920157,2017626103,336298578,288250659,48038880,41177264,6681374,5726464,634942,544236,16552,14235,4037699241,786581203,4149703943,674576501,4037699241,4037699241,0,784219652,111956475,672263177,2361416,48225,2313191,135,2,133,4037699241,0,672471783,576465782,96065246,82354596,13720060,11760906,1839487,1576199,121821,104629,1255,1065
127238406144,38675837913,16920678989,4834479743,16920679181,14160962841,2759716148,14554215015,2366463974,14160962841,14160962841,0,2751398062,393081860,2358316202,8317619,170313,8147306,467,1,466,14160962841,0,2358897522,2021891382,337010287,288860923,48141257,41265152,6695778,5738792,636599,545660,16619,14293,4046235562,788244181,4158477166,676002577,4046235562,4046235562,0,785877622,112193283,673684339,2366424,48319,2318105,135,2,133,4046235562,0,673893226,577684275,96268314,82528657,13749165,11785787,1843499,1579627,122161,104927,1257,1066
127506841600,38757432470,16956376545,4844679060,16956376865,14190832565,2765543980,14584914582,2371461963,14190832565,14190832565,0,2757208376,393911335,2363297041,8335136,170681,8164455,468,1,467,14190832565,0,2363879379,2026161704,337721099,289470706,48242904,41352181,6710083,5751036,638228,547064,16683,14350,4054770956,789908104,4167249208,677429852,4054770956,4054770956,0,787536655,112429838,675106817,2371314,48412,2322902,135,2,133,4054770956,0,675315018,578903251,96471931,82703334,13778309,11810753,1847637,1583197,122500,105213,1260,1069
127775277056,38839026961,16992074166,4854878363,16992074432,14220705518,2771368648,14615616496,2376457670,14220705518,14220705518,0,2763015292,394739934,2368275358,8352888,171043,8181845,468,1,467,14220705518,0,2368857247,2030429097,338432340,290080557,48344660,41439474,6724450,5763361,639862,548477,16733,14392,4063306287,791572076,4176021547,678856816,4063306287,4063306287,0,789195605,112666746,676528859,2376334,48512,2327822,137,2,135,4063306287,0,676737856,580123067,96674619,82876965,13807303,11835544,1851714,1586697,122849,105514,1264,1072
128043712512,38920621555,17027771799,4865077688,17027772068,14250582756,2777189043,14646323093,2381448706,14250582756,14250582756,0,2768818162,395568962,2373249200,8370411,171374,8199037,470,1,469,14250582756,0,2373830971,2034691671,339143550,290690569,48446499,41526921,6738924,5775782,641431,549821,16787,14436,4071839357,793238331,4184792058,680285630,4071839357,4071839357,0,790856765,112904075,677952690,2381429,48624,2332805,137,2,135,4071839357,0,678163317,581344708,96877082,83050719,13836216,11860297,1855697,1590103,123181,105785,1272,1078
128312147968,39002216169,17063469471,4875276998,17063469700,14280457370,2783012101,14677026997,2386442474,14280457370,14280457370,0,2774623369,396397882,2378225487,8388262,171744,8216518,470,1,469,14280457370,0,2378807912,2038957767,339854115,291299987,48547867,41613664,6753521,5788350,643103,551232,16851,14487,4080376393,794900605,4193566856,681710142,4080376393,4080376393,0,792513982,113141737,679372245,2386486,48724,2337762,137,2,135,4080376393,0,679583505,582561370,97080633,83224904,13865297,11885205,1859748,1593604,123519,106078,1280,1084
128580583424,39083810712,17099167077,4885476327,17099167308,14310330166,2788836911,14707730217,2391436860,14310330166,14310330166,0,2780430522,397227959,2383202563,8405919,172091,8233828,470,1,469,14310330166,0,2383786391,2043224725,340564870,291909014,48649669,41700965,6767950,5800671,644724,552646,16918,14542,4088913994,796562333,4202342074,683134253,4088913994,4088913994,0,794170703,113379240,680791463,2391493,48838,2342655,137,2,135,4088913994,0,681004063,583778440,97283762,83398864,13893872,11909627,1863856,1597075,123867,106371,1283,1086
